grade_id,run_id,grade_level,moisture_content,inspector_employee_id
2031,2031,reject,16.0,1109
2032,2032,A,11.61,944
2033,2033,C,8.45,1084
2034,2034,A,14.73,1138
2035,2035,C,13.15,985
2036,2036,A,10.81,901
2037,2037,C,17.15,1024
2038,2038,B,10.88,1078
2039,2039,B,8.81,939
2040,2040,A,8.96,1178
2041,2041,B,16.37,1034
2042,2042,B,11.59,999
2043,2043,A,13.35,1133
2044,2044,B,14.45,1031
2045,2045,A,12.25,1062
2046,2046,C,11.31,1058
2047,2047,C,12.87,1088
2048,2048,C,9.41,918
2049,2049,reject,16.27,1046
2050,2050,C,9.46,1181
2051,2051,B,12.14,907
2052,2052,A,17.6,1184
2053,2053,A,13.65,1168
2054,2054,A,8.01,922
2055,2055,A,11.32,1184
2056,2056,B,13.0,1175
2057,2057,B,9.62,913
2058,2058,B,16.49,1025
2059,2059,B,11.87,1109
2060,2060,A,15.17,931
2061,2061,B,13.73,1057
2062,2062,C,15.43,973
2063,2063,C,16.87,1192
2064,2064,A,17.43,1080
2065,2065,A,10.77,1141
2066,2066,A,11.27,984
2067,2067,B,8.42,1093
2068,2068,C,13.82,1070
2069,2069,B,15.32,1084
2070,2070,reject,13.15,1156
2071,2071,A,11.0,1061
2072,2072,B,11.17,1013
2073,2073,B,10.62,1145
2074,2074,C,16.33,1148
2075,2075,B,15.1,922
2076,2076,A,10.97,1048
2077,2077,B,8.67,1059
2078,2078,A,13.25,951
2079,2079,A,9.11,1164
2080,2080,C,8.49,927
2081,2081,A,14.33,976
2082,2082,A,12.6,941
2083,2083,B,16.37,1185
2084,2084,A,17.52,1109
2085,2085,B,9.93,1197
2086,2086,B,9.86,1086
2087,2087,A,15.17,961
2088,2088,B,9.23,1083
2089,2089,A,8.49,1044
2090,2090,C,15.52,912
2091,2091,C,11.36,1143
2092,2092,B,17.89,1114
2093,2093,A,14.08,1049
2094,2094,A,17.78,1044
2095,2095,C,15.46,1135
2096,2096,A,13.23,1009
2097,2097,A,14.81,1170
2098,2098,B,13.49,1016
2099,2099,A,16.92,1069
2100,2100,B,8.0,1084
2101,2101,A,15.18,918
2102,2102,B,16.23,1156
2103,2103,C,17.52,1011
2104,2104,A,14.09,1138
2105,2105,B,14.31,1157
2106,2106,A,8.19,1036
2107,2107,A,17.77,1043
2108,2108,B,11.27,920
2109,2109,B,8.88,1000
2110,2110,reject,14.23,1173
2111,2111,C,14.34,1043
2112,2112,reject,14.27,959
2113,2113,B,9.2,1148
2114,2114,C,17.84,1094
2115,2115,A,10.55,1037
2116,2116,B,11.88,1047
2117,2117,C,16.73,1121
2118,2118,C,11.11,1024
2119,2119,B,10.14,955
2120,2120,A,8.96,1187
2121,2121,A,12.48,988
2122,2122,C,10.45,1046
2123,2123,A,17.07,1040
2124,2124,B,11.3,1048
2125,2125,A,9.25,965
2126,2126,A,8.82,1147
2127,2127,C,11.85,955
2128,2128,B,17.53,990
2129,2129,A,8.73,988
2130,2130,A,9.36,923
2131,2131,C,10.81,941
2132,2132,C,13.65,1119
2133,2133,A,11.02,1033
2134,2134,C,13.58,1107
2135,2135,B,15.57,1137
2136,2136,A,9.83,907
2137,2137,B,12.54,1026
2138,2138,B,9.84,1036
2139,2139,reject,8.49,1099
2140,2140,A,10.12,1198
2141,2141,C,8.82,1087
2142,2142,B,13.45,1025
2143,2143,B,15.99,1067
2144,2144,B,14.89,1134
2145,2145,reject,9.7,1088
2146,2146,A,12.87,985
2147,2147,C,12.44,989
2148,2148,A,10.15,1077
2149,2149,A,13.05,1115
2150,2150,B,11.65,934
2151,2151,B,11.18,1025
2152,2152,B,12.67,973
2153,2153,C,11.04,968
2154,2154,A,8.12,1094
2155,2155,B,16.45,1058
2156,2156,B,10.78,1163
2157,2157,A,15.89,990
2158,2158,C,9.63,1055
2159,2159,C,17.31,1012
2160,2160,A,15.87,1087
2161,2161,B,8.67,1118
2162,2162,C,8.85,907
2163,2163,A,12.27,901
2164,2164,reject,17.3,1170
2165,2165,A,8.36,1039
2166,2166,A,15.04,1052
2167,2167,B,16.4,1122
2168,2168,B,10.29,1189
2169,2169,A,10.1,1146
2170,2170,A,14.42,1088
2171,2171,A,9.74,1121
2172,2172,B,17.79,1017
2173,2173,B,11.53,1077
2174,2174,A,17.93,1184
2175,2175,A,12.47,1141
2176,2176,A,9.05,949
2177,2177,A,10.25,920
2178,2178,reject,11.66,1200
2179,2179,B,14.71,919
2180,2180,C,11.9,943
2181,2181,B,9.22,1192
2182,2182,C,8.62,1003
2183,2183,A,12.21,1165
2184,2184,reject,9.34,947
2185,2185,A,8.05,1078
2186,2186,C,9.7,1005
2187,2187,C,10.11,906
2188,2188,B,15.45,1024
2189,2189,A,17.95,921
2190,2190,reject,14.0,1042
2191,2191,B,8.94,1099
2192,2192,reject,14.56,1040
2193,2193,A,16.23,1077
2194,2194,A,15.95,1027
2195,2195,A,10.49,1024
2196,2196,A,9.71,1085
2197,2197,B,14.3,1087
2198,2198,C,15.63,955
2199,2199,A,8.93,1116
2200,2200,B,9.82,1148
2201,2201,B,12.03,1126
2202,2202,A,9.2,964
2203,2203,A,8.65,990
2204,2204,C,14.4,1193
2205,2205,A,17.83,988
2206,2206,A,13.33,936
2207,2207,reject,17.98,958
2208,2208,A,9.73,987
2209,2209,A,8.28,1005
2210,2210,A,11.91,1125
2211,2211,B,15.38,1010
2212,2212,B,8.64,1144
2213,2213,C,17.44,966
2214,2214,B,15.12,991
2215,2215,A,9.45,1138
2216,2216,A,10.25,994
2217,2217,B,14.53,943
2218,2218,C,13.81,1065
2219,2219,C,8.58,1046
2220,2220,B,9.03,1041
2221,2221,A,17.92,1001
2222,2222,C,11.91,1165
2223,2223,A,17.77,959
2224,2224,C,9.45,1100
2225,2225,A,10.7,1058
2226,2226,A,9.87,1106
2227,2227,reject,14.79,977
2228,2228,A,11.17,903
2229,2229,C,13.25,950
2230,2230,A,15.56,919
2231,2231,C,16.63,1104
2232,2232,B,10.39,1010
2233,2233,B,13.68,1129
2234,2234,B,9.29,940
2235,2235,A,14.38,967
2236,2236,A,17.06,1033
2237,2237,A,12.59,1197
2238,2238,A,17.86,930
2239,2239,A,17.93,997
2240,2240,B,9.97,1061
2241,2241,A,10.55,1086
2242,2242,A,13.58,932
2243,2243,A,10.82,1064
2244,2244,B,13.53,1137
2245,2245,A,9.51,949
2246,2246,A,15.83,1141
2247,2247,A,14.13,1120
2248,2248,A,9.89,1001
2249,2249,C,12.9,1103
2250,2250,B,13.5,1033
2251,2251,A,10.44,1002
2252,2252,B,8.01,1177
2253,2253,C,15.81,1154
2254,2254,A,16.94,1093
2255,2255,reject,10.73,932
2256,2256,B,16.87,1127
2257,2257,B,17.73,950
2258,2258,A,17.0,1138
2259,2259,C,10.37,1070
2260,2260,A,14.75,994
2261,2261,A,12.47,1042
2262,2262,B,14.25,1142
2263,2263,A,14.66,1100
2264,2264,B,11.58,1182
2265,2265,B,15.25,1093
2266,2266,B,15.16,1187
2267,2267,C,13.91,1103
2268,2268,A,10.63,1110
2269,2269,A,12.33,1107
2270,2270,reject,15.15,926
2271,2271,A,8.45,937
2272,2272,B,17.74,1114
2273,2273,A,12.01,1033
2274,2274,A,15.04,971
2275,2275,C,13.65,970
2276,2276,B,13.51,939
2277,2277,B,14.32,1029
2278,2278,C,15.29,1004
2279,2279,A,16.85,1159
2280,2280,A,10.68,1001
2281,2281,C,13.58,1071
2282,2282,A,8.85,968
2283,2283,B,8.31,1144
2284,2284,B,14.9,1183
2285,2285,C,11.73,1044
2286,2286,C,17.1,1068
2287,2287,A,16.84,1039
2288,2288,B,13.58,939
2289,2289,reject,13.19,1116
2290,2290,A,16.78,930
2291,2291,A,10.86,937
2292,2292,A,11.06,930
2293,2293,B,16.59,1131
2294,2294,B,9.13,1120
2295,2295,B,12.57,1078
2296,2296,A,16.68,1192
2297,2297,B,13.01,1004
2298,2298,B,9.53,913
2299,2299,A,13.67,1127
2300,2300,B,13.75,1004
2301,2301,A,9.72,1144
2302,2302,C,12.69,944
2303,2303,A,16.29,1157
2304,2304,A,17.55,1105
2305,2305,C,11.36,1059
2306,2306,B,17.06,1160
2307,2307,B,13.58,962
2308,2308,A,9.87,916
2309,2309,B,15.31,1126
2310,2310,A,9.6,961
2311,2311,A,17.87,907
2312,2312,B,10.73,1117
2313,2313,C,14.68,1081
2314,2314,B,16.87,1155
2315,2315,A,16.18,1071
2316,2316,B,14.7,1164
2317,2317,B,16.34,959
2318,2318,A,14.18,1138
2319,2319,C,17.65,1016
2320,2320,reject,12.46,1031
2321,2321,A,12.63,996
2322,2322,A,10.13,974
2323,2323,C,12.43,1050
2324,2324,A,16.81,931
2325,2325,A,8.72,1052
2326,2326,C,10.63,1132
2327,2327,B,8.78,955
2328,2328,A,14.94,1169
2329,2329,C,8.8,1199
2330,2330,C,13.13,1067
2331,2331,A,10.2,1169
2332,2332,C,9.64,1101
2333,2333,A,13.31,1175
2334,2334,A,14.58,1048
2335,2335,A,16.55,961
2336,2336,reject,14.46,1021
2337,2337,B,8.76,1124
2338,2338,B,13.82,966
2339,2339,A,14.68,1158
2340,2340,A,11.48,1143
2341,2341,A,14.38,1090
2342,2342,C,14.78,1148
2343,2343,A,10.26,1010
2344,2344,C,9.77,1062
2345,2345,A,14.7,1038
2346,2346,A,11.62,932
2347,2347,B,10.34,1184
2348,2348,A,12.87,1181
2349,2349,A,16.49,1074
2350,2350,B,13.89,964
2351,2351,B,11.08,1184
2352,2352,C,13.01,1200
2353,2353,B,9.8,1030
2354,2354,B,11.77,1025
2355,2355,reject,16.47,944
2356,2356,A,14.33,1096
2357,2357,C,10.11,1096
2358,2358,B,8.58,991
2359,2359,A,8.46,968
2360,2360,B,9.91,1059
2361,2361,B,11.69,1025
2362,2362,A,9.03,1153
2363,2363,B,16.47,968
2364,2364,B,10.08,1053
2365,2365,A,14.28,1073
2366,2366,B,11.48,1178
2367,2367,B,17.37,1128
2368,2368,C,9.94,1157
2369,2369,A,15.45,937
2370,2370,A,16.05,940
2371,2371,B,10.55,953
2372,2372,A,8.53,1060
2373,2373,B,9.54,936
2374,2374,A,10.92,1092
2375,2375,C,11.5,1041
2376,2376,B,14.6,940
2377,2377,B,8.59,1145
2378,2378,A,14.33,1086
2379,2379,reject,14.26,1062
2380,2380,B,13.86,1137
2381,2381,B,13.78,1197
2382,2382,B,9.56,1000
2383,2383,B,15.13,1088
2384,2384,C,9.28,1136
2385,2385,B,17.11,1192
2386,2386,A,12.28,1119
2387,2387,C,17.74,912
2388,2388,reject,11.7,1088
2389,2389,A,14.58,1042
2390,2390,B,9.37,1077
2391,2391,B,14.76,1090
2392,2392,B,14.1,1021
2393,2393,A,15.56,996
2394,2394,C,8.48,951
2395,2395,B,8.73,922
2396,2396,B,11.63,1181
2397,2397,A,17.23,934
2398,2398,B,11.68,1129
2399,2399,A,10.31,984
2400,2400,B,11.49,993
2401,2401,C,10.45,1036
2402,2402,C,9.97,1113
2403,2403,A,13.94,1173
2404,2404,B,16.64,1038
2405,2405,B,14.36,968
2406,2406,A,17.62,1029
2407,2407,C,9.01,1153
2408,2408,A,14.01,969
2409,2409,B,15.06,1163
2410,2410,B,8.82,1120
2411,2411,A,15.77,1105
2412,2412,C,14.1,1199
2413,2413,B,8.66,1016
2414,2414,B,10.62,1011
2415,2415,B,15.71,1009
2416,2416,A,12.42,1073
2417,2417,A,12.9,1110
2418,2418,A,9.01,1189
2419,2419,A,17.37,1046
2420,2420,A,8.04,1012
2421,2421,A,17.44,989
2422,2422,reject,14.09,927
2423,2423,B,12.21,974
2424,2424,B,10.74,949
2425,2425,A,15.91,936
2426,2426,A,11.05,922
2427,2427,C,10.26,1123
2428,2428,A,11.78,1182
2429,2429,B,16.62,1179
2430,2430,B,15.48,1080
2431,2431,C,12.09,1068
2432,2432,B,11.23,919
2433,2433,A,14.62,1097
2434,2434,B,10.82,1138
2435,2435,B,16.67,969
2436,2436,A,17.73,918
2437,2437,reject,10.98,1077
2438,2438,C,8.72,1005
2439,2439,B,10.83,1003
2440,2440,A,17.22,927
2441,2441,reject,15.53,986
2442,2442,B,15.24,916
2443,2443,A,16.24,1085
2444,2444,B,10.34,918
2445,2445,A,14.59,1154
2446,2446,B,14.25,1101
2447,2447,C,8.41,1133
2448,2448,B,16.44,1101
2449,2449,A,14.9,1161
2450,2450,C,15.58,1007
2451,2451,B,15.4,920
2452,2452,A,15.55,1160
2453,2453,A,16.88,1176
2454,2454,A,9.73,1005
2455,2455,reject,11.78,1073
2456,2456,A,9.86,1088
2457,2457,reject,8.89,991
2458,2458,A,9.46,1196
2459,2459,C,9.48,1053
2460,2460,B,10.0,1075
2461,2461,B,17.26,1143
2462,2462,B,11.77,948
2463,2463,B,15.15,1039
2464,2464,B,12.59,1098
2465,2465,B,8.6,959
2466,2466,C,16.06,1159
2467,2467,C,16.43,1189
2468,2468,B,15.17,1028
2469,2469,A,14.73,1056
2470,2470,B,12.49,1028
2471,2471,reject,11.54,1187
2472,2472,A,13.76,1057
2473,2473,A,10.79,966
2474,2474,A,10.92,1052
2475,2475,A,10.76,972
2476,2476,A,13.28,1194
2477,2477,B,12.53,967
2478,2478,A,9.73,1111
2479,2479,B,9.96,1183
2480,2480,A,13.15,1060
2481,2481,B,9.95,1085
2482,2482,B,16.09,996
2483,2483,B,13.28,932
2484,2484,C,15.84,1084
2485,2485,B,12.02,1136
2486,2486,A,17.64,1093
2487,2487,C,8.81,1043
2488,2488,B,16.11,1195
2489,2489,A,14.48,965
2490,2490,B,12.36,1196
2491,2491,C,8.73,999
2492,2492,C,11.89,1200
2493,2493,C,8.42,1027
2494,2494,B,15.41,909
2495,2495,reject,16.95,1132
2496,2496,B,8.33,1094
2497,2497,B,16.69,1086
2498,2498,A,8.17,1003
2499,2499,C,9.18,1078
2500,2500,reject,15.08,945
2501,2501,C,10.9,956
2502,2502,B,9.23,918
2503,2503,C,8.46,948
2504,2504,B,8.57,936
2505,2505,B,12.22,1155
2506,2506,A,15.88,942
2507,2507,A,16.94,1147
2508,2508,A,14.76,1142
2509,2509,B,10.81,993
2510,2510,A,15.25,972
2511,2511,B,16.9,1119
2512,2512,B,13.37,1089
2513,2513,A,16.2,1048
2514,2514,C,9.99,1023
2515,2515,A,16.62,1142
2516,2516,A,10.32,1053
2517,2517,A,17.64,936
2518,2518,A,9.01,1157
2519,2519,B,12.01,922
2520,2520,B,8.56,1162
2521,2521,A,10.69,1124
2522,2522,A,16.12,958
2523,2523,C,13.75,963
2524,2524,A,13.18,1176
2525,2525,A,12.05,1185
2526,2526,A,17.93,992
2527,2527,A,8.06,955
2528,2528,B,15.31,956
2529,2529,B,9.1,1011
2530,2530,B,11.64,1081
2531,2531,C,13.29,996
2532,2532,A,9.92,1125
2533,2533,A,13.8,1164
2534,2534,A,12.44,1102
2535,2535,B,12.08,1011
2536,2536,B,13.78,1087
2537,2537,A,13.89,1138
2538,2538,A,11.75,1153
2539,2539,reject,14.28,1055
2540,2540,B,15.35,1086
2541,2541,A,17.9,1197
2542,2542,B,13.94,973
2543,2543,A,8.23,1144
2544,2544,B,8.72,1083
2545,2545,A,16.69,949
2546,2546,A,17.0,976
2547,2547,C,16.99,1093
2548,2548,A,11.2,1073
2549,2549,A,8.83,920
2550,2550,reject,17.37,949
2551,2551,B,9.84,1023
2552,2552,B,9.82,1180
2553,2553,B,14.31,1101
2554,2554,A,14.99,1182
2555,2555,B,9.16,1170
2556,2556,A,8.81,994
2557,2557,A,16.37,1029
2558,2558,C,11.0,1068
2559,2559,A,8.27,1134
2560,2560,C,10.88,1123
2561,2561,B,14.54,940
2562,2562,B,9.54,905
2563,2563,B,8.81,1111
2564,2564,reject,9.13,1098
2565,2565,reject,11.56,1070
2566,2566,A,12.61,920
2567,2567,B,16.64,1045
2568,2568,B,12.67,1162
2569,2569,A,17.35,1103
2570,2570,A,13.13,1177
2571,2571,C,8.8,1065
2572,2572,C,11.06,1057
2573,2573,reject,13.16,1118
2574,2574,A,15.11,1059
2575,2575,reject,8.25,1014
2576,2576,A,16.67,1003
2577,2577,B,13.08,1109
2578,2578,B,9.44,1115
2579,2579,A,8.92,1002
2580,2580,B,17.66,947
2581,2581,reject,13.46,1200
2582,2582,B,10.96,923
2583,2583,reject,15.6,996
2584,2584,B,17.31,1077
2585,2585,A,10.68,1069
2586,2586,B,11.69,1057
2587,2587,A,17.85,919
2588,2588,B,15.68,1155
2589,2589,C,15.92,1158
2590,2590,B,8.82,970
2591,2591,C,10.02,1195
2592,2592,A,10.03,990
2593,2593,A,12.28,1104
2594,2594,C,10.74,956
2595,2595,B,10.82,1067
2596,2596,C,13.3,1193
2597,2597,A,15.67,1188
2598,2598,C,14.86,961
2599,2599,reject,12.9,1018
2600,2600,B,16.52,995
2601,2601,B,9.01,901
2602,2602,A,10.73,1116
2603,2603,B,16.57,1151
2604,2604,B,16.15,1136
2605,2605,A,17.32,1150
2606,2606,C,8.76,1123
2607,2607,B,13.57,1031
2608,2608,B,9.07,1002
2609,2609,A,17.59,968
2610,2610,A,12.06,1016
2611,2611,B,12.34,1021
2612,2612,B,17.79,1009
2613,2613,C,16.34,905
2614,2614,A,9.94,1186
2615,2615,A,9.45,1059
2616,2616,A,11.29,1048
2617,2617,C,8.61,1026
2618,2618,A,9.08,916
2619,2619,A,10.24,936
2620,2620,B,13.21,981
2621,2621,A,8.74,934
2622,2622,A,15.36,1162
2623,2623,A,15.64,1100
2624,2624,reject,17.42,1130
2625,2625,A,11.27,1138
2626,2626,C,13.86,928
2627,2627,A,10.88,909
2628,2628,B,15.22,1180
2629,2629,C,9.78,1044
2630,2630,B,14.88,1127
2631,2631,B,10.86,982
2632,2632,B,11.92,942
2633,2633,A,10.4,1195
2634,2634,C,14.61,1186
2635,2635,B,12.98,1048
2636,2636,B,16.83,1007
2637,2637,B,14.05,1114
2638,2638,B,8.41,1033
2639,2639,A,17.11,1184
2640,2640,B,14.42,908
2641,2641,C,14.03,1021
2642,2642,A,15.53,911
2643,2643,C,16.57,926
2644,2644,A,10.8,1191
2645,2645,B,15.5,1023
2646,2646,A,12.24,1172
2647,2647,B,16.21,1156
2648,2648,A,12.71,1143
2649,2649,A,8.83,1023
2650,2650,B,9.87,1188
2651,2651,B,12.88,1161
2652,2652,A,15.18,943
2653,2653,B,14.25,1079
2654,2654,C,13.36,1062
2655,2655,A,13.0,1094
2656,2656,B,15.21,1173
2657,2657,C,9.54,1081
2658,2658,C,8.76,941
2659,2659,B,8.75,963
2660,2660,A,12.1,1039
2661,2661,B,8.71,1115
2662,2662,A,17.62,1177
2663,2663,A,8.02,1055
2664,2664,B,17.79,963
2665,2665,reject,16.08,1075
2666,2666,A,13.2,1180
2667,2667,A,15.42,1034
2668,2668,A,15.37,1149
2669,2669,A,10.53,1019
2670,2670,C,12.92,912
2671,2671,A,14.75,1192
2672,2672,A,12.82,1130
2673,2673,B,17.16,933
2674,2674,C,16.22,1124
2675,2675,A,15.69,1192
2676,2676,B,18.0,1033
2677,2677,A,15.87,953
2678,2678,A,11.06,1025
2679,2679,A,14.84,1015
2680,2680,C,17.07,1081
2681,2681,B,8.43,1195
2682,2682,C,11.55,996
2683,2683,A,14.6,968
2684,2684,A,9.48,1036
2685,2685,A,8.85,1114
2686,2686,A,8.76,1181
2687,2687,B,12.25,909
2688,2688,B,14.9,948
2689,2689,B,13.59,1090
2690,2690,B,12.05,1065
2691,2691,C,11.42,903
2692,2692,C,14.85,1076
2693,2693,B,14.35,959
2694,2694,C,10.82,914
2695,2695,reject,12.26,1050
2696,2696,B,16.32,1067
2697,2697,C,12.33,919
2698,2698,A,17.51,1133
2699,2699,A,12.31,1002
2700,2700,B,15.84,958
2701,2701,C,13.93,919
2702,2702,A,14.37,1020
2703,2703,A,12.54,995
2704,2704,B,12.1,1173
2705,2705,C,13.6,962
2706,2706,A,16.67,963
2707,2707,B,9.65,995
2708,2708,B,10.48,1051
2709,2709,B,15.88,994
2710,2710,A,13.4,993
2711,2711,B,15.94,1131
2712,2712,reject,13.02,1046
2713,2713,A,12.02,967
2714,2714,A,12.84,929
2715,2715,B,12.59,1113
2716,2716,A,14.93,1093
2717,2717,B,11.98,1078
2718,2718,B,10.25,961
2719,2719,A,9.49,916
2720,2720,C,10.41,1100
2721,2721,A,11.05,1108
2722,2722,A,11.17,1078
2723,2723,A,9.58,944
2724,2724,A,9.51,998
2725,2725,B,8.58,1194
2726,2726,C,15.74,1096
2727,2727,C,14.17,1186
2728,2728,B,10.72,917
2729,2729,A,13.29,1182
2730,2730,A,15.58,1109
2731,2731,C,15.32,970
2732,2732,B,17.03,920
2733,2733,reject,9.54,968
2734,2734,A,17.51,981
2735,2735,B,16.36,1102
2736,2736,B,11.1,1148
2737,2737,B,16.09,1080
2738,2738,B,9.89,1006
2739,2739,B,12.9,1134
2740,2740,reject,15.39,984
2741,2741,A,15.97,984
2742,2742,A,11.82,1127
2743,2743,A,12.18,1039
2744,2744,B,13.86,1143
2745,2745,A,17.6,1189
2746,2746,A,13.33,936
2747,2747,C,15.4,1012
2748,2748,A,16.04,982
2749,2749,B,16.24,1153
2750,2750,B,13.49,935
2751,2751,B,16.65,907
2752,2752,C,14.0,1016
2753,2753,C,16.1,1078
2754,2754,B,15.49,954
2755,2755,C,17.35,1034
2756,2756,B,17.51,1191
2757,2757,B,12.32,1103
2758,2758,B,8.57,1174
2759,2759,C,14.65,972
2760,2760,B,13.63,1056
2761,2761,C,12.92,1004
2762,2762,B,15.04,1113
2763,2763,A,14.28,1106
2764,2764,B,14.76,1136
2765,2765,A,12.13,952
2766,2766,B,15.69,1072
2767,2767,A,8.77,1128
2768,2768,A,9.78,1056
2769,2769,reject,10.85,909
2770,2770,A,13.73,1038
2771,2771,B,15.85,1165
2772,2772,A,13.66,978
2773,2773,A,16.38,1167
2774,2774,B,12.68,1102
2775,2775,B,11.71,920
2776,2776,A,9.07,1138
2777,2777,A,15.53,1192
2778,2778,A,13.09,1037
2779,2779,A,8.47,1056
2780,2780,B,9.54,1188
2781,2781,B,13.23,1037
2782,2782,B,16.41,1106
2783,2783,A,11.0,1053
2784,2784,B,15.78,962
2785,2785,B,17.18,1166
2786,2786,reject,9.59,1161
2787,2787,A,8.12,934
2788,2788,A,16.48,1189
2789,2789,A,10.41,1116
2790,2790,B,12.03,919
2791,2791,reject,16.15,988
2792,2792,B,14.96,966
2793,2793,C,9.65,967
2794,2794,B,16.78,1024
2795,2795,A,11.44,1100
2796,2796,B,10.95,944
2797,2797,B,12.97,990
2798,2798,B,12.06,1131
2799,2799,B,11.24,1147
2800,2800,C,12.86,998
2801,2801,reject,8.56,1011
2802,2802,B,11.18,1145
2803,2803,C,17.14,981
2804,2804,A,15.2,1171
2805,2805,C,16.15,1024
2806,2806,B,14.97,1130
2807,2807,A,15.02,1107
2808,2808,A,14.59,911
2809,2809,C,16.04,936
2810,2810,A,12.5,1174
2811,2811,reject,9.62,1018
2812,2812,C,8.03,931
2813,2813,B,15.79,1107
2814,2814,A,17.87,1012
2815,2815,A,17.16,1140
2816,2816,B,13.09,956
2817,2817,A,10.71,1053
2818,2818,B,15.73,1167
2819,2819,C,14.98,1156
2820,2820,C,13.05,1191
2821,2821,C,16.16,1170
2822,2822,C,9.99,947
2823,2823,A,13.4,1172
2824,2824,B,17.4,969
2825,2825,B,14.7,1100
2826,2826,A,13.25,1063
2827,2827,A,14.07,951
2828,2828,C,17.93,1171
2829,2829,A,9.02,980
2830,2830,B,9.3,996
2831,2831,B,14.94,1189
2832,2832,B,14.4,1028
2833,2833,A,10.99,1147
2834,2834,A,9.39,1159
2835,2835,B,9.6,925
2836,2836,B,13.35,1091
2837,2837,A,10.69,1018
2838,2838,B,13.75,1149
2839,2839,A,11.61,920
2840,2840,A,16.53,1054
2841,2841,B,11.33,1189
2842,2842,C,14.9,1089
2843,2843,A,11.79,1147
2844,2844,A,14.54,938
2845,2845,B,13.12,1089
2846,2846,A,14.04,1120
2847,2847,B,17.74,969
2848,2848,A,17.75,1046
2849,2849,B,14.2,1075
2850,2850,B,8.55,996
2851,2851,C,10.33,941
2852,2852,B,8.56,1013
2853,2853,B,13.41,1038
2854,2854,reject,9.03,1124
2855,2855,B,9.2,1157
2856,2856,B,15.56,1191
2857,2857,A,15.06,1177
2858,2858,A,12.64,944
2859,2859,A,8.67,902
2860,2860,A,11.75,1147
2861,2861,B,14.46,1190
2862,2862,A,9.56,1019
2863,2863,A,12.94,1028
2864,2864,C,8.1,991
2865,2865,A,8.41,1191
2866,2866,A,14.49,1195
2867,2867,B,12.75,1119
2868,2868,C,16.91,1164
2869,2869,B,16.1,1036
2870,2870,B,14.77,985
2871,2871,A,17.74,1147
2872,2872,B,16.75,1075
2873,2873,C,10.88,1034
2874,2874,reject,16.59,1100
2875,2875,A,17.67,1032
2876,2876,B,12.25,1119
2877,2877,B,14.73,920
2878,2878,C,17.55,986
2879,2879,B,10.05,903
2880,2880,B,9.29,983
2881,2881,B,8.87,1089
2882,2882,A,10.7,1096
2883,2883,C,8.1,1075
2884,2884,C,13.68,926
2885,2885,B,14.18,979
2886,2886,reject,11.43,1156
2887,2887,C,11.49,935
2888,2888,A,8.76,1190
2889,2889,B,11.74,1162
2890,2890,A,12.9,933
2891,2891,A,12.52,1037
2892,2892,A,15.53,1184
2893,2893,B,15.65,1116
2894,2894,C,13.05,985
2895,2895,reject,9.86,1005
2896,2896,A,15.25,1082
2897,2897,A,14.56,989
2898,2898,C,16.95,1183
2899,2899,B,15.11,1071
2900,2900,A,8.95,1077
2901,2901,A,16.3,1152
2902,2902,B,10.66,1165
2903,2903,C,14.72,1004
2904,2904,A,12.51,1132
2905,2905,A,16.57,1093
2906,2906,B,10.49,1112
2907,2907,B,8.05,1096
2908,2908,B,16.25,1165
2909,2909,B,15.14,953
2910,2910,A,12.57,1047
2911,2911,A,13.75,1154
2912,2912,B,15.76,1167
2913,2913,B,10.24,1064
2914,2914,A,16.38,1043
2915,2915,C,14.55,1139
2916,2916,A,10.65,1147
2917,2917,B,13.69,1009
2918,2918,A,8.28,1168
2919,2919,B,13.35,1023
2920,2920,B,8.37,1157
2921,2921,A,12.42,1197
2922,2922,A,15.82,1039
2923,2923,C,17.73,1197
2924,2924,A,13.32,1181
2925,2925,B,9.01,927
2926,2926,B,14.88,1050
2927,2927,A,14.47,1020
2928,2928,B,10.58,1095
2929,2929,B,16.79,1107
2930,2930,reject,11.35,1126
2931,2931,A,11.47,1115
2932,2932,B,17.46,1031
2933,2933,C,13.88,972
2934,2934,C,8.34,1017
2935,2935,B,13.17,989
2936,2936,C,13.13,1116
2937,2937,C,16.4,1024
2938,2938,B,10.83,1173
2939,2939,reject,10.94,1163
2940,2940,A,13.32,1107
2941,2941,B,15.47,942
2942,2942,B,9.25,995
2943,2943,B,11.57,918
2944,2944,A,14.78,982
2945,2945,A,15.81,934
2946,2946,B,12.16,979
2947,2947,B,9.98,901
2948,2948,A,11.87,1163
2949,2949,A,11.37,959
2950,2950,A,12.1,1070
2951,2951,A,10.23,1084
2952,2952,B,17.34,1085
2953,2953,B,11.19,1034
2954,2954,B,10.76,1021
2955,2955,C,14.42,980
2956,2956,C,11.14,908
2957,2957,A,12.57,901
2958,2958,A,14.48,1090
2959,2959,reject,11.02,1030
2960,2960,C,9.53,917
2961,2961,A,11.66,942
2962,2962,C,12.34,1086
2963,2963,A,9.73,1074
2964,2964,C,15.66,1200
2965,2965,A,8.22,1097
2966,2966,C,14.84,1080
2967,2967,reject,9.29,1182
2968,2968,A,8.04,1195
2969,2969,C,16.85,1177
2970,2970,B,16.6,1040
2971,2971,reject,17.19,1110
2972,2972,B,11.32,1037
2973,2973,B,9.4,1150
2974,2974,A,17.75,1189
2975,2975,B,11.24,1021
2976,2976,A,8.72,1109
