location_id,site_name,site_type,address,city,country_code,latitude,longitude
2817,Benin City Farm Site 2817,farm,85477 Bryan Parkways Suite 318,Benin City,NG,11.70246,5.814459
2818,Lagos Farm Site 2818,farm,06773 Timothy Forges,Lagos,NG,10.54731,10.258172
2819,Ibadan Farm Site 2819,farm,559 Karen Highway Apt. 598,Ibadan,NG,4.320265,-2.270112
2820,Enugu Farm Site 2820,farm,46031 Rebecca Meadows Suite 623,Enugu,NG,11.66888,-3.48971
2821,Benin City Farm Site 2821,farm,955 Benton Street,Benin City,NG,7.371713,16.883751
2822,Port Harcourt Farm Site 2822,farm,18461 Anna Loaf,Port Harcourt,NG,9.49813,10.732844
2823,Benin City Farm Site 2823,farm,54269 Lisa Meadows Suite 008,Benin City,NG,9.88522,24.129457
2824,Abuja Farm Site 2824,farm,17637 Brown Rest,Abuja,NG,7.920324,39.372397
2825,Kano Farm Site 2825,farm,990 Lisa Passage Suite 835,Kano,NG,6.517341,15.740473
2826,Uyo Farm Site 2826,farm,131 William Mountains,Uyo,NG,5.346443,3.631443
2827,Port Harcourt Farm Site 2827,farm,948 Knapp Course,Port Harcourt,NG,13.393353,17.116484
2828,Accra Farm Site 2828,farm,571 Snyder Brook Apt. 812,Accra,GH,5.241691,40.701028
2829,Uyo Farm Site 2829,farm,022 Green Station Suite 943,Uyo,NG,10.20018,10.937792
2830,Takoradi Farm Site 2830,farm,994 Wang Causeway,Takoradi,GH,4.314408,0.734842
2831,Enugu Farm Site 2831,farm,628 Vazquez Junctions,Enugu,NG,12.813719,13.087902
2832,Abuja Farm Site 2832,farm,455 Gutierrez Green,Abuja,NG,5.077641,28.531013
2833,Enugu Farm Site 2833,farm,2176 Baldwin Spring Suite 982,Enugu,NG,4.602266,31.611649
2834,Accra Farm Site 2834,farm,110 Jennifer Hills,Accra,GH,10.869591,38.24077
2835,Kumasi Farm Site 2835,farm,430 Drake Flat Suite 855,Kumasi,GH,11.673014,24.893698
2836,Kano Farm Site 2836,farm,958 Joel Road Suite 810,Kano,NG,5.760404,18.366762
2837,Nairobi Farm Site 2837,farm,43199 Tammy Crest Apt. 432,Nairobi,KE,13.051187,20.002204
2838,Enugu Farm Site 2838,farm,4416 Larson Center,Enugu,NG,7.69937,13.265621
2839,Benin City Farm Site 2839,farm,30543 Herbert Mount Apt. 699,Benin City,NG,4.729665,16.937862
2840,Benin City Farm Site 2840,farm,205 Victoria Mission,Benin City,NG,9.589266,33.727182
2841,Benin City Farm Site 2841,farm,2025 Julia Alley Apt. 629,Benin City,NG,13.419151,20.375907
2842,Port Harcourt Farm Site 2842,farm,30063 Doyle Inlet,Port Harcourt,NG,4.840212,1.058213
2843,Nakuru Farm Site 2843,farm,09391 James Passage,Nakuru,KE,6.008233,3.347889
2844,Lagos Farm Site 2844,farm,91398 Jeffrey Meadow Suite 973,Lagos,NG,8.263401,5.033458
2845,Accra Farm Site 2845,farm,609 Austin Ramp,Accra,GH,12.019051,31.072951
2846,Nairobi Farm Site 2846,farm,78577 Ortiz Harbors Apt. 386,Nairobi,KE,7.383235,2.30141
2847,Enugu Farm Site 2847,farm,12046 Bond Loop,Enugu,NG,9.100585,13.232654
2848,Nairobi Farm Site 2848,farm,88572 Kimberly Trail,Nairobi,KE,11.1039,28.447906
2849,Takoradi Farm Site 2849,farm,3162 Bruce Corners,Takoradi,GH,4.360058,32.289087
2850,Port Harcourt Farm Site 2850,farm,295 Rivera Stravenue Suite 951,Port Harcourt,NG,12.40246,-3.395994
2851,Accra Farm Site 2851,farm,623 Burke Port,Accra,GH,8.352374,17.070236
2852,Nakuru Farm Site 2852,farm,9532 Jerry Station Suite 743,Nakuru,KE,8.30776,19.573116
2853,Accra Farm Site 2853,farm,341 Green Plains Apt. 319,Accra,GH,10.026681,3.547642
2854,Abuja Farm Site 2854,farm,0507 Velez Skyway Apt. 659,Abuja,NG,6.252292,29.852838
2855,Accra Farm Site 2855,farm,619 Stanley Landing,Accra,GH,9.447762,-0.289987
2856,Uyo Farm Site 2856,farm,158 Hancock Fall Apt. 437,Uyo,NG,10.548403,9.48174
2857,Kumasi Farm Site 2857,farm,84426 Murphy Prairie,Kumasi,GH,8.579569,8.325269
2858,Abuja Farm Site 2858,farm,21827 Smith Forest,Abuja,NG,12.851034,1.484065
2859,Enugu Farm Site 2859,farm,93484 Huff Lodge,Enugu,NG,11.005483,32.795266
2860,Accra Farm Site 2860,farm,8180 Williamson Glen,Accra,GH,6.27712,22.436906
2861,Benin City Farm Site 2861,farm,4676 John Squares,Benin City,NG,9.747915,31.259394
2862,Ibadan Farm Site 2862,farm,214 Lee View,Ibadan,NG,12.221474,13.095271
2863,Enugu Farm Site 2863,farm,448 Wong Via,Enugu,NG,10.105898,32.351838
2864,Tamale Farm Site 2864,farm,22777 Rodriguez River,Tamale,GH,6.064019,-2.32176
2865,Abuja Farm Site 2865,farm,07918 Stephanie Falls Apt. 834,Abuja,NG,9.077559,40.097409
2866,Uyo Farm Site 2866,farm,225 Joann Oval,Uyo,NG,12.1583,9.727713
2867,Port Harcourt Farm Site 2867,farm,9884 Russell Land Suite 099,Port Harcourt,NG,4.470854,13.573858
2868,Mombasa Farm Site 2868,farm,89182 Gilbert Brook Apt. 809,Mombasa,KE,11.779358,26.038181
2869,Mombasa Farm Site 2869,farm,902 Carr Plaza Suite 291,Mombasa,KE,5.495643,28.979664
2870,Takoradi Farm Site 2870,farm,507 Mcdaniel Mission Suite 237,Takoradi,GH,5.485984,-1.852594
2871,Abuja Farm Site 2871,farm,0015 Nelson Station,Abuja,NG,5.88782,14.860231
2872,Port Harcourt Farm Site 2872,farm,0164 Kayla Hill Suite 562,Port Harcourt,NG,8.627962,39.435342
2873,Accra Farm Site 2873,farm,64230 Jennifer Ways Apt. 448,Accra,GH,10.370468,26.2941
2874,Nairobi Farm Site 2874,farm,85536 Justin Locks Suite 865,Nairobi,KE,11.329243,20.016309
2875,Nairobi Farm Site 2875,farm,66246 Cox Cliff,Nairobi,KE,10.401008,17.862086
2876,Benin City Farm Site 2876,farm,05790 Hall Ridge Suite 903,Benin City,NG,9.979135,21.76827
2877,Uyo Farm Site 2877,farm,7130 Holmes Fort,Uyo,NG,11.352208,-2.906328
2878,Takoradi Farm Site 2878,farm,892 Teresa Points Suite 869,Takoradi,GH,13.179113,21.086734
2879,Takoradi Farm Site 2879,farm,447 Charles Cape Suite 756,Takoradi,GH,4.604222,36.719447
2880,Enugu Farm Site 2880,farm,1350 Jennifer Loop,Enugu,NG,11.700767,8.643576
2881,Abuja Farm Site 2881,farm,7512 Parker Shores Apt. 069,Abuja,NG,6.281484,18.322817
2882,Kisumu Farm Site 2882,farm,048 Taylor Loop Apt. 242,Kisumu,KE,12.594645,12.578806
2883,Port Harcourt Farm Site 2883,farm,7671 Miranda Course,Port Harcourt,NG,12.599248,32.309423
2884,Enugu Farm Site 2884,farm,386 Malone Cliff Suite 752,Enugu,NG,4.030785,19.62177
2885,Lagos Farm Site 2885,farm,59658 Lynn Bypass,Lagos,NG,9.941285,25.282032
2886,Takoradi Farm Site 2886,farm,645 Brenda Street Suite 436,Takoradi,GH,4.862482,32.151319
2887,Port Harcourt Farm Site 2887,farm,7841 Steven Rapids,Port Harcourt,NG,10.643983,5.98687
2888,Enugu Farm Site 2888,farm,8969 Laura Ridge,Enugu,NG,8.599372,6.970268
2889,Lagos Farm Site 2889,farm,89142 Crosby Islands,Lagos,NG,9.008518,32.148899
2890,Nairobi Farm Site 2890,farm,494 Mcneil Mountain Apt. 810,Nairobi,KE,11.245274,2.708505
2891,Mombasa Farm Site 2891,farm,353 Angel Fork,Mombasa,KE,8.676942,39.551365
2892,Abuja Farm Site 2892,farm,728 Austin Streets Suite 304,Abuja,NG,13.081541,16.248011
2893,Benin City Farm Site 2893,farm,61995 Rodriguez Ville,Benin City,NG,6.707851,19.044455
2894,Lagos Farm Site 2894,farm,08844 Shawn Mountains Apt. 451,Lagos,NG,10.270966,14.731877
2895,Benin City Farm Site 2895,farm,7643 Laura Valley Suite 814,Benin City,NG,13.271852,10.798546
2896,Lagos Farm Site 2896,farm,9824 Cummings Islands,Lagos,NG,4.019613,6.801465
2897,Ibadan Farm Site 2897,farm,3110 Brown Corner,Ibadan,NG,11.671668,6.219949
2898,Uyo Farm Site 2898,farm,91606 Craig Freeway,Uyo,NG,7.501997,8.150743
2899,Kumasi Farm Site 2899,farm,216 Jeremy Stravenue Apt. 364,Kumasi,GH,13.455657,7.125446
2900,Benin City Farm Site 2900,farm,24262 Chen Islands Apt. 456,Benin City,NG,5.025734,19.071337
2901,Uyo Farm Site 2901,farm,31494 Andrew Pass Suite 764,Uyo,NG,8.611541,39.074822
2902,Kano Farm Site 2902,farm,6752 Nolan Neck Apt. 256,Kano,NG,7.421281,17.553613
2903,Benin City Farm Site 2903,farm,893 Garcia Viaduct,Benin City,NG,4.48473,25.370921
2904,Kano Farm Site 2904,farm,5676 Bentley Vista,Kano,NG,9.920109,12.425075
2905,Abuja Farm Site 2905,farm,85035 Wheeler Lights Apt. 589,Abuja,NG,9.803513,16.031528
2906,Kano Farm Site 2906,farm,96628 Richard Plaza,Kano,NG,10.989152,7.083602
2907,Uyo Farm Site 2907,farm,9356 Gallagher Brooks,Uyo,NG,10.166827,8.01623
2908,Port Harcourt Farm Site 2908,farm,312 Harding Junction Apt. 084,Port Harcourt,NG,7.275401,19.204706
2909,Enugu Farm Site 2909,farm,88882 Debbie Roads,Enugu,NG,8.203373,18.401843
2910,Lagos Farm Site 2910,farm,803 Martinez Highway,Lagos,NG,7.773972,1.764429
2911,Nakuru Farm Site 2911,farm,363 Knight Inlet,Nakuru,KE,11.340274,29.960875
2912,Accra Farm Site 2912,farm,8621 Freeman Well,Accra,GH,5.024545,10.953456
2913,Accra Farm Site 2913,farm,804 Good Passage Apt. 323,Accra,GH,9.208388,17.614644
2914,Uyo Farm Site 2914,farm,13747 Lucas Turnpike,Uyo,NG,12.129788,36.191428
2915,Uyo Farm Site 2915,farm,14643 Daniel Pass,Uyo,NG,7.108813,5.055764
2916,Nairobi Farm Site 2916,farm,37281 Todd Club,Nairobi,KE,8.107441,19.26016
2917,Mombasa Farm Site 2917,farm,401 Joseph Ridges Suite 090,Mombasa,KE,13.29827,34.447545
2918,Lagos Farm Site 2918,farm,660 Carlson Tunnel,Lagos,NG,9.706229,5.084389
2919,Abuja Farm Site 2919,farm,675 Gary Ridge,Abuja,NG,12.596843,14.486889
2920,Kumasi Farm Site 2920,farm,16254 Williams Avenue Suite 571,Kumasi,GH,12.496707,-2.776426
2921,Port Harcourt Farm Site 2921,farm,8641 Costa Village,Port Harcourt,NG,11.972737,10.897011
2922,Lagos Farm Site 2922,farm,2121 Skinner Locks Suite 247,Lagos,NG,10.728433,22.924191
2923,Kano Farm Site 2923,farm,15619 Isaiah Lakes,Kano,NG,8.992486,6.531569
2924,Takoradi Farm Site 2924,farm,4243 Munoz Burgs,Takoradi,GH,4.592983,-1.386499
2925,Port Harcourt Farm Site 2925,farm,6397 Stone Lock Apt. 235,Port Harcourt,NG,8.763442,23.968847
2926,Ibadan Farm Site 2926,farm,48211 Rebecca Spurs Suite 468,Ibadan,NG,4.326504,24.387149
2927,Port Harcourt Farm Site 2927,farm,70246 Brown Manors Apt. 284,Port Harcourt,NG,12.856256,29.799748
2928,Port Harcourt Farm Site 2928,farm,9418 Brian Rue,Port Harcourt,NG,5.025563,39.05746
2929,Kano Farm Site 2929,farm,40400 Amber Ford Apt. 346,Kano,NG,5.374797,30.628384
2930,Enugu Farm Site 2930,farm,1547 Watkins Crescent,Enugu,NG,5.154449,13.954544
2931,Port Harcourt Farm Site 2931,farm,769 Robles Mission Apt. 827,Port Harcourt,NG,12.570677,6.449099
2932,Enugu Farm Site 2932,farm,38718 Page Springs,Enugu,NG,6.123343,29.546134
2933,Kano Farm Site 2933,farm,43302 Tammie Mountains,Kano,NG,4.430501,40.275988
2934,Uyo Farm Site 2934,farm,17217 Russell Bypass,Uyo,NG,11.378853,26.604629
2935,Kano Farm Site 2935,farm,0328 Bauer Squares Apt. 041,Kano,NG,8.935364,25.521359
2936,Uyo Farm Site 2936,farm,0836 Powell Drives Suite 470,Uyo,NG,12.157301,29.75328
2937,Takoradi Farm Site 2937,farm,84150 John Shoal,Takoradi,GH,11.210522,13.801279
2938,Abuja Farm Site 2938,farm,141 Crane Valleys Suite 182,Abuja,NG,12.01678,35.26222
2939,Abuja Farm Site 2939,farm,322 Michelle Circles Apt. 923,Abuja,NG,12.997767,-2.443791
2940,Accra Farm Site 2940,farm,634 Holly Branch Suite 246,Accra,GH,11.428987,10.545588
2941,Nairobi Farm Site 2941,farm,5828 Mcdonald Trace,Nairobi,KE,4.31359,11.406991
2942,Port Harcourt Farm Site 2942,farm,9542 Chad Coves,Port Harcourt,NG,10.398463,5.301474
2943,Nairobi Farm Site 2943,farm,2932 Stephens Mountains,Nairobi,KE,7.514885,-2.808867
2944,Ibadan Farm Site 2944,farm,813 Brandon Branch,Ibadan,NG,4.130965,18.324521
2945,Abuja Farm Site 2945,farm,0825 Rose Mews Apt. 937,Abuja,NG,6.115257,-3.049508
2946,Enugu Farm Site 2946,farm,867 Cole Walks Apt. 394,Enugu,NG,8.635007,30.537427
2947,Accra Farm Site 2947,farm,233 Lisa Green,Accra,GH,12.581447,35.956314
2948,Ibadan Farm Site 2948,farm,631 Boyd Bridge,Ibadan,NG,6.132148,40.549933
2949,Ibadan Farm Site 2949,farm,484 Strickland Square Suite 387,Ibadan,NG,11.716876,37.576193
2950,Ibadan Farm Site 2950,farm,35260 Conner Plaza Suite 534,Ibadan,NG,5.903306,-1.16915
2951,Uyo Farm Site 2951,farm,80716 Kimberly Shore,Uyo,NG,4.900548,11.913746
2952,Takoradi Farm Site 2952,farm,97078 John Dam Apt. 215,Takoradi,GH,13.06693,19.479666
2953,Kano Farm Site 2953,farm,2724 Sherry Islands,Kano,NG,6.293154,4.044413
2954,Benin City Farm Site 2954,farm,345 Cisneros Springs Apt. 919,Benin City,NG,7.776504,22.330852
2955,Abuja Farm Site 2955,farm,296 Wright Street,Abuja,NG,12.794155,1.946778
2956,Ibadan Farm Site 2956,farm,03971 Jeffrey Cliffs Apt. 513,Ibadan,NG,11.09424,-1.6449
2957,Enugu Farm Site 2957,farm,40037 Ryan Alley,Enugu,NG,13.064841,3.684301
2958,Kisumu Farm Site 2958,farm,50563 Edwards Fields,Kisumu,KE,4.669765,34.857294
2959,Accra Farm Site 2959,farm,671 Nicole Island,Accra,GH,7.385316,14.143818
2960,Kumasi Farm Site 2960,farm,91205 Kristi Streets Apt. 549,Kumasi,GH,13.466893,27.35945
2961,Kano Farm Site 2961,farm,1153 Scott Haven,Kano,NG,11.78673,10.785571
2962,Ibadan Farm Site 2962,farm,150 Kirk Port Suite 341,Ibadan,NG,9.448527,4.461411
2963,Uyo Farm Site 2963,farm,465 Roger Knoll,Uyo,NG,12.653503,23.843149
2964,Nairobi Farm Site 2964,farm,7834 Mcfarland Centers,Nairobi,KE,12.9001,10.526116
2965,Kano Farm Site 2965,farm,76342 Jones Oval Apt. 350,Kano,NG,6.857088,22.898512
2966,Uyo Farm Site 2966,farm,906 John Trafficway,Uyo,NG,6.214882,9.255797
2967,Ibadan Farm Site 2967,farm,53711 Thomas Vista,Ibadan,NG,8.255925,23.352032
2968,Ibadan Farm Site 2968,farm,11362 William Forge,Ibadan,NG,5.723475,2.168827
2969,Uyo Farm Site 2969,farm,6359 Casey Square,Uyo,NG,9.27077,1.15665
2970,Lagos Farm Site 2970,farm,149 Erik Drives Suite 580,Lagos,NG,6.99493,2.607943
2971,Port Harcourt Farm Site 2971,farm,69949 Oneal Path,Port Harcourt,NG,9.048464,32.907499
2972,Uyo Farm Site 2972,farm,7933 Jennifer Center,Uyo,NG,11.458136,36.613401
2973,Enugu Farm Site 2973,farm,4060 Lisa Mission,Enugu,NG,10.67864,23.620669
2974,Tamale Farm Site 2974,farm,587 Waller Spur Apt. 141,Tamale,GH,12.928355,15.810739
2975,Uyo Farm Site 2975,farm,7248 Selena Spring,Uyo,NG,7.006902,11.759645
2976,Enugu Farm Site 2976,farm,1476 Anthony Burg Suite 660,Enugu,NG,5.795147,9.117516
2977,Port Harcourt Farm Site 2977,farm,18329 Singleton Turnpike,Port Harcourt,NG,6.389915,34.736358
2978,Ibadan Farm Site 2978,farm,7054 Thompson Run Suite 090,Ibadan,NG,10.675619,23.941103
2979,Ibadan Farm Site 2979,farm,91873 Megan Points,Ibadan,NG,6.796149,23.363145
2980,Benin City Farm Site 2980,farm,512 Santos Port Suite 080,Benin City,NG,4.158429,-0.45326
2981,Ibadan Farm Site 2981,farm,581 Dustin Plains Suite 833,Ibadan,NG,12.058421,22.885887
2982,Kano Farm Site 2982,farm,94947 Lisa Fork Apt. 742,Kano,NG,10.451887,24.716206
2983,Accra Farm Site 2983,farm,17403 Butler Village Apt. 900,Accra,GH,7.407997,28.768432
2984,Kano Farm Site 2984,farm,53017 Simpson Vista,Kano,NG,9.467827,23.105948
2985,Port Harcourt Farm Site 2985,farm,480 Mueller Stream Suite 357,Port Harcourt,NG,7.76093,1.599969
2986,Mombasa Farm Site 2986,farm,84698 Allison Extension Apt. 637,Mombasa,KE,8.06382,2.48259
2987,Uyo Farm Site 2987,farm,2071 Williams Locks Apt. 417,Uyo,NG,10.324779,-0.555024
2988,Uyo Farm Site 2988,farm,94115 Daniel Courts,Uyo,NG,8.765987,3.085568
2989,Abuja Farm Site 2989,farm,5989 Stephen Brooks Apt. 675,Abuja,NG,6.875619,32.169402
2990,Nakuru Farm Site 2990,farm,79567 Jones Cliff Apt. 737,Nakuru,KE,4.505119,35.924154
2991,Benin City Farm Site 2991,farm,52789 Holder Pine Apt. 881,Benin City,NG,11.082734,3.792847
2992,Abuja Farm Site 2992,farm,78874 Carmen Drive,Abuja,NG,13.479446,4.32295
2993,Ibadan Farm Site 2993,farm,247 Holden Parkways,Ibadan,NG,9.02715,36.255505
2994,Kano Farm Site 2994,farm,231 Jessica Crossing Suite 551,Kano,NG,10.557865,32.820147
2995,Uyo Farm Site 2995,farm,55112 Ricky Shoal Suite 935,Uyo,NG,8.18251,2.469652
2996,Ibadan Farm Site 2996,farm,0417 Collins Dale,Ibadan,NG,12.438126,1.231559
2997,Mombasa Farm Site 2997,farm,9895 Carolyn Port,Mombasa,KE,11.221991,32.993953
2998,Accra Farm Site 2998,farm,492 Rachel Neck,Accra,GH,5.370503,35.207141
2999,Kumasi Farm Site 2999,farm,664 Nicholas Freeway Apt. 263,Kumasi,GH,7.156191,28.481685
3000,Enugu Farm Site 3000,farm,32324 Isabella Course,Enugu,NG,4.312566,30.511401
3001,Benin City Farm Site 3001,farm,01019 Jessica Ways Apt. 551,Benin City,NG,11.062248,29.518622
3002,Benin City Farm Site 3002,farm,69351 Hall Freeway Suite 470,Benin City,NG,12.674912,-2.173497
3003,Port Harcourt Farm Site 3003,farm,8654 Robinson Parks,Port Harcourt,NG,11.814165,27.156291
3004,Port Harcourt Farm Site 3004,farm,93568 James Ferry,Port Harcourt,NG,9.499707,25.553124
3005,Accra Farm Site 3005,farm,943 Brown Turnpike Apt. 824,Accra,GH,13.185669,35.11145
3006,Accra Farm Site 3006,farm,35880 Parker Squares Suite 511,Accra,GH,4.045105,7.991368
3007,Accra Farm Site 3007,farm,0610 Lisa Mount,Accra,GH,6.554064,10.684986
3008,Enugu Farm Site 3008,farm,9169 Ballard Ferry Suite 018,Enugu,NG,12.410702,19.443838
3009,Mombasa Farm Site 3009,farm,33261 Curry Overpass Apt. 641,Mombasa,KE,9.455199,6.507496
3010,Enugu Farm Site 3010,farm,1483 Eric Pine Suite 723,Enugu,NG,6.065295,30.521039
3011,Tamale Farm Site 3011,farm,4429 Hall Spur,Tamale,GH,11.900667,26.615075
3012,Lagos Farm Site 3012,farm,0145 Lee Highway,Lagos,NG,11.737616,8.55826
3013,Lagos Farm Site 3013,farm,6148 Matthew Field,Lagos,NG,5.079091,21.627003
3014,Takoradi Farm Site 3014,farm,1220 Brittany Parkways Suite 700,Takoradi,GH,5.069025,-1.761792
3015,Abuja Farm Site 3015,farm,342 Nicholas Cape Suite 652,Abuja,NG,10.802814,6.915857
3016,Enugu Farm Site 3016,farm,9290 Steele Wells Apt. 893,Enugu,NG,11.72647,0.867491
3017,Lagos Farm Site 3017,farm,49479 Merritt Hill,Lagos,NG,11.76805,39.015933
3018,Uyo Farm Site 3018,farm,42522 Robert Cove Apt. 692,Uyo,NG,7.771873,18.662324
3019,Kano Farm Site 3019,farm,731 Melissa Views,Kano,NG,10.635233,25.507685
3020,Takoradi Farm Site 3020,farm,895 Samantha Park Suite 244,Takoradi,GH,8.588234,0.792223
3021,Tamale Farm Site 3021,farm,758 Knight Spurs,Tamale,GH,5.338859,3.402644
3022,Kumasi Farm Site 3022,farm,9802 Brown Inlet Suite 259,Kumasi,GH,5.248656,29.897226
3023,Abuja Farm Site 3023,farm,3527 Sandra Landing,Abuja,NG,10.218376,39.791496
3024,Enugu Farm Site 3024,farm,1480 John Island Apt. 504,Enugu,NG,10.093665,-2.817806
3025,Kumasi Farm Site 3025,farm,6725 Vickie Stravenue,Kumasi,GH,7.913066,15.840797
3026,Accra Farm Site 3026,farm,624 Curry Bypass,Accra,GH,11.538899,33.82999
3027,Kano Farm Site 3027,farm,710 Harvey Trafficway Apt. 920,Kano,NG,12.586577,18.507283
3028,Mombasa Farm Site 3028,farm,9418 Molina Shoals,Mombasa,KE,7.541928,16.396016
3029,Kano Farm Site 3029,farm,91846 Michele Ridges,Kano,NG,12.850945,24.220445
3030,Kumasi Farm Site 3030,farm,42433 Kenneth Ridges,Kumasi,GH,5.830836,9.298296
3031,Benin City Farm Site 3031,farm,7543 Bell Centers Suite 200,Benin City,NG,10.415583,34.840066
3032,Benin City Farm Site 3032,farm,93905 Adkins Village,Benin City,NG,9.447914,34.091597
3033,Tamale Farm Site 3033,farm,91267 Jordan Coves,Tamale,GH,13.09617,17.55758
3034,Ibadan Farm Site 3034,farm,1000 Brandon Summit,Ibadan,NG,8.696975,30.062913
3035,Accra Farm Site 3035,farm,64181 Galloway Row Suite 138,Accra,GH,5.136738,-2.527274
3036,Kano Farm Site 3036,farm,9744 Sierra Roads,Kano,NG,10.197415,-1.767858
3037,Lagos Farm Site 3037,farm,12511 Kevin Island Apt. 710,Lagos,NG,4.453427,22.774673
3038,Benin City Farm Site 3038,farm,5450 Savage Pines,Benin City,NG,11.585549,20.918312
3039,Nairobi Farm Site 3039,farm,4475 Deborah Key Suite 967,Nairobi,KE,8.702277,8.062125
3040,Kano Farm Site 3040,farm,8251 Cardenas Coves,Kano,NG,10.269631,8.097905
3041,Port Harcourt Farm Site 3041,farm,321 Phillips Ports Suite 642,Port Harcourt,NG,13.432943,4.760464
3042,Kano Farm Site 3042,farm,945 Arroyo Via Suite 208,Kano,NG,12.51125,36.56823
3043,Uyo Farm Site 3043,farm,776 Welch Estates,Uyo,NG,13.373013,21.575692
3044,Enugu Farm Site 3044,farm,0049 Brady Flat,Enugu,NG,9.145687,26.141267
3045,Lagos Farm Site 3045,farm,699 Mason Cove,Lagos,NG,6.743292,16.493311
3046,Benin City Farm Site 3046,farm,62881 Williams Island,Benin City,NG,8.60705,6.271639
3047,Uyo Farm Site 3047,farm,62821 Daniel Ranch Suite 787,Uyo,NG,10.352831,17.198802
3048,Benin City Farm Site 3048,farm,4651 Watkins Extension Suite 308,Benin City,NG,10.975478,-1.655756
3049,Lagos Farm Site 3049,farm,2169 Liu Mountain,Lagos,NG,4.273704,18.337202
3050,Port Harcourt Farm Site 3050,farm,68745 Thomas Crescent Apt. 276,Port Harcourt,NG,11.056858,35.270231
3051,Port Harcourt Farm Site 3051,farm,307 Kelli Knolls,Port Harcourt,NG,9.557396,26.916172
3052,Ibadan Farm Site 3052,farm,139 Young Pike,Ibadan,NG,7.463366,39.935226
3053,Uyo Farm Site 3053,farm,8415 Horn Rest,Uyo,NG,8.715126,21.255785
3054,Abuja Farm Site 3054,farm,31134 Charles Flat,Abuja,NG,10.293433,4.346647
3055,Takoradi Farm Site 3055,farm,869 Hansen Island,Takoradi,GH,8.370533,2.3845
3056,Lagos Farm Site 3056,farm,8591 Bartlett Key,Lagos,NG,5.265868,3.519467
3057,Accra Farm Site 3057,farm,82948 Maria Landing,Accra,GH,8.447606,14.883519
3058,Kisumu Farm Site 3058,farm,70077 Schwartz Drives Apt. 254,Kisumu,KE,4.036121,5.381871
3059,Abuja Farm Site 3059,farm,19311 Benson Land Apt. 979,Abuja,NG,6.760574,2.177127
3060,Nakuru Farm Site 3060,farm,144 Tara Cove Apt. 891,Nakuru,KE,7.715322,30.238675
3061,Benin City Farm Site 3061,farm,26516 Rogers Shores,Benin City,NG,9.701138,10.131336
3062,Lagos Farm Site 3062,farm,28287 Hall Mill,Lagos,NG,12.20714,17.314804
3063,Benin City Farm Site 3063,farm,374 Porter Gateway Apt. 558,Benin City,NG,5.67262,11.185565
3064,Lagos Farm Site 3064,farm,058 Rebecca Stream,Lagos,NG,11.755693,27.239399
3065,Kano Farm Site 3065,farm,95674 Ford Green Suite 593,Kano,NG,12.475363,1.57089
3066,Uyo Farm Site 3066,farm,03943 Young Vista Suite 424,Uyo,NG,6.279477,1.342603
3067,Abuja Farm Site 3067,farm,447 Diaz Plain Suite 401,Abuja,NG,6.037265,3.144645
3068,Takoradi Farm Site 3068,farm,47594 Jennifer Heights Apt. 860,Takoradi,GH,11.096829,-2.351157
3069,Abuja Farm Site 3069,farm,13152 George Forges,Abuja,NG,4.532538,4.005612
3070,Kisumu Farm Site 3070,farm,43072 Craig Plain,Kisumu,KE,7.960274,17.615668
3071,Ibadan Farm Site 3071,farm,5783 Welch Circle Suite 629,Ibadan,NG,7.596015,34.69428
3072,Uyo Farm Site 3072,farm,408 Hernandez Viaduct,Uyo,NG,9.805338,27.737724
3073,Tamale Farm Site 3073,farm,853 Cassandra Rue,Tamale,GH,10.759621,5.920693
3074,Port Harcourt Farm Site 3074,farm,3518 Jennifer Ports,Port Harcourt,NG,5.69796,5.32593
3075,Kano Farm Site 3075,farm,1796 Hannah Heights Apt. 993,Kano,NG,12.077471,26.433404
3076,Takoradi Farm Site 3076,farm,6242 Miller Club,Takoradi,GH,11.948234,39.078258
3077,Port Harcourt Farm Site 3077,farm,77545 Burton Mission Suite 042,Port Harcourt,NG,8.973154,35.126425
3078,Lagos Farm Site 3078,farm,92768 Holmes Hollow,Lagos,NG,11.326824,6.81483
3079,Nakuru Farm Site 3079,farm,905 Gloria Vista Suite 343,Nakuru,KE,8.716052,3.818322
3080,Benin City Farm Site 3080,farm,5020 Warner Club,Benin City,NG,4.677123,30.923518
3081,Enugu Farm Site 3081,farm,044 Conley Divide,Enugu,NG,12.084351,30.904066
3082,Kisumu Farm Site 3082,farm,642 Dixon Pines,Kisumu,KE,5.242083,32.911328
3083,Ibadan Farm Site 3083,farm,486 Kelly Light Apt. 282,Ibadan,NG,11.287423,33.133388
3084,Kumasi Farm Site 3084,farm,74015 Francis Land Suite 620,Kumasi,GH,12.11775,37.0217
3085,Benin City Farm Site 3085,farm,0482 Scott River Suite 170,Benin City,NG,7.653176,-0.869448
3086,Abuja Farm Site 3086,farm,260 Lori Mount Apt. 226,Abuja,NG,10.918549,3.954045
3087,Mombasa Farm Site 3087,farm,084 James Stream,Mombasa,KE,12.236596,32.379478
3088,Benin City Farm Site 3088,farm,32064 Jeffery Field,Benin City,NG,7.113718,17.227875
3089,Uyo Farm Site 3089,farm,9149 Todd Green,Uyo,NG,12.872771,34.561347
3090,Takoradi Farm Site 3090,farm,6816 Rebecca Ports Apt. 647,Takoradi,GH,13.320307,19.953812
