loyalty_id,customer_id,store_format,tier,points_balance,enrolment_date
10195,20211,online,bronze,36310,2025-12-14
10196,20212,online,silver,36233,2024-10-07
10197,20212,flagship,silver,30931,2025-11-29
10198,20215,flagship,bronze,42142,2020-04-11
10199,20216,standard,bronze,2989,2021-07-20
10200,20218,express,silver,22511,2025-11-11
10201,20220,standard,silver,48559,2019-09-23
10202,20221,online,bronze,25353,2021-06-26
10203,20223,flagship,silver,6494,2021-07-19
10204,20227,flagship,bronze,23364,2022-09-22
10205,20228,online,silver,23046,2025-05-29
10206,20229,express,bronze,6127,2019-02-06
10207,20232,express,silver,48167,2025-10-11
10208,20233,flagship,bronze,27185,2023-12-13
10209,20234,online,silver,17278,2020-06-16
10210,20235,flagship,silver,38117,2020-09-09
10211,20236,flagship,bronze,31123,2022-03-29
10212,20236,express,gold,24899,2025-06-15
10213,20240,express,bronze,8259,2024-09-12
10214,20241,flagship,silver,1401,2019-07-24
10215,20249,online,bronze,7324,2023-09-17
10216,20251,flagship,bronze,20628,2020-05-30
10217,20255,online,silver,48258,2021-12-18
10218,20263,flagship,silver,31303,2019-10-22
10219,20264,express,bronze,43622,2025-04-01
10220,20266,online,bronze,46192,2019-10-04
10221,20269,express,bronze,9184,2020-02-10
10222,20272,online,platinum,45119,2026-01-05
10223,20272,standard,silver,30535,2025-04-11
10224,20273,flagship,silver,30493,2020-11-06
10225,20274,flagship,silver,9301,2022-04-19
10226,20278,standard,bronze,23793,2023-06-15
10227,20278,online,silver,1619,2025-04-26
10228,20281,standard,bronze,31933,2019-04-08
10229,20283,express,bronze,17736,2024-04-30
10230,20284,online,silver,4618,2023-08-19
10231,20284,express,gold,30149,2021-12-25
10232,20286,online,bronze,9576,2020-06-01
10233,20290,flagship,bronze,49957,2020-07-14
10234,20290,standard,bronze,24423,2022-09-07
10235,20292,flagship,bronze,23143,2022-04-10
10236,20294,online,bronze,2029,2023-11-30
10237,20299,express,silver,26757,2021-06-04
10238,20300,flagship,gold,22366,2023-08-21
10239,20303,express,silver,6487,2024-09-25
10240,20309,standard,gold,5411,2024-04-04
10241,20313,online,bronze,20884,2023-05-01
10242,20314,flagship,silver,46577,2025-01-01
10243,20316,express,silver,16128,2022-11-29
10244,20316,online,platinum,850,2020-04-24
10245,20317,online,bronze,20534,2023-08-24
10246,20320,flagship,silver,44218,2019-03-01
10247,20321,standard,bronze,42559,2020-02-25
10248,20322,standard,bronze,3470,2020-03-09
10249,20325,flagship,gold,35645,2022-01-27
10250,20326,flagship,bronze,49390,2021-12-29
10251,20328,standard,bronze,19078,2025-12-22
10252,20329,online,bronze,25493,2023-11-26
10253,20336,online,bronze,10792,2023-10-07
10254,20337,flagship,silver,11782,2020-02-20
10255,20338,online,silver,16600,2024-02-07
10256,20339,online,bronze,11469,2023-04-20
10257,20343,online,bronze,5484,2025-01-30
10258,20344,flagship,bronze,42717,2021-03-25
10259,20345,standard,bronze,12218,2023-11-07
10260,20346,online,bronze,11797,2024-03-24
10261,20347,express,silver,23031,2020-12-18
10262,20364,standard,bronze,26616,2025-02-10
10263,20365,standard,bronze,44033,2023-04-27
10264,20367,standard,platinum,43401,2019-01-13
10265,20368,standard,bronze,12436,2025-06-21
10266,20368,express,bronze,19124,2025-01-28
10267,20370,flagship,silver,33047,2024-10-25
10268,20371,standard,bronze,25171,2025-10-31
10269,20374,online,bronze,21177,2022-10-07
10270,20376,standard,bronze,26844,2020-07-25
10271,20376,express,silver,8495,2026-01-23
10272,20377,flagship,bronze,47780,2019-06-19
10273,20377,standard,silver,8711,2024-03-05
10274,20379,online,gold,11310,2022-08-20
10275,20382,express,bronze,14330,2023-01-09
10276,20383,standard,bronze,43633,2024-08-26
10277,20387,express,gold,13219,2025-05-23
10278,20388,express,bronze,3620,2020-04-04
10279,20389,online,silver,559,2021-01-14
10280,20395,online,bronze,32658,2020-08-23
10281,20396,express,platinum,47718,2023-07-18
10282,20397,express,bronze,132,2019-11-05
10283,20399,express,silver,4572,2020-07-07
10284,20400,standard,silver,35839,2020-09-23
10285,20401,flagship,silver,1976,2024-10-07
10286,20403,flagship,silver,7876,2019-03-31
10287,20403,online,bronze,35603,2020-07-16
10288,20404,express,bronze,31544,2021-11-19
10289,20406,flagship,bronze,26508,2025-09-11
10290,20409,online,bronze,10797,2025-11-04
10291,20414,flagship,bronze,21642,2024-10-17
10292,20415,standard,gold,4979,2020-04-13
10293,20416,express,gold,48299,2019-03-31
10294,20418,online,silver,42072,2019-11-22
10295,20420,online,gold,473,2025-09-19
10296,20420,express,silver,17431,2022-06-29
10297,20423,flagship,gold,39074,2021-02-08
10298,20430,online,bronze,827,2019-12-04
10299,20430,flagship,silver,25428,2021-03-28
10300,20432,standard,silver,28620,2025-12-01
10301,20433,standard,bronze,21511,2024-06-30
10302,20433,flagship,bronze,43017,2021-01-02
10303,20434,flagship,silver,4577,2023-06-12
10304,20436,express,gold,21786,2023-12-24
10305,20437,flagship,silver,24090,2023-01-30
10306,20437,online,bronze,6137,2022-01-12
10307,20441,standard,bronze,22455,2019-03-08
10308,20445,online,bronze,4163,2023-12-13
10309,20450,express,silver,32761,2024-12-04
10310,20450,online,bronze,49690,2025-07-15
10311,20452,express,silver,24206,2020-07-12
10312,20453,standard,silver,27523,2022-03-19
10313,20453,express,silver,17753,2024-12-30
10314,20455,standard,gold,40365,2024-06-24
10315,20457,online,gold,35721,2023-12-10
10316,20458,flagship,bronze,35958,2026-05-23
10317,20461,online,gold,23871,2024-11-10
10318,20466,standard,bronze,44801,2021-02-05
10319,20469,online,silver,1452,2023-03-02
10320,20469,flagship,bronze,22632,2026-04-16
10321,20476,standard,silver,45907,2019-01-30
10322,20477,express,silver,32754,2024-02-08
10323,20477,flagship,gold,2686,2019-12-24
10324,20480,standard,bronze,37933,2021-06-03
10325,20482,express,silver,24803,2021-06-17
10326,20486,standard,gold,22463,2020-04-29
10327,20487,standard,bronze,13036,2020-08-25
10328,20489,online,gold,15545,2021-04-19
10329,20492,express,gold,45642,2020-01-08
10330,20495,standard,silver,11658,2023-03-08
10331,20500,online,gold,47578,2024-11-01
10332,20502,online,silver,38918,2019-07-25
10333,20502,standard,silver,32123,2022-09-19
10334,20506,express,bronze,40842,2019-01-07
10335,20508,express,gold,36349,2021-01-14
10336,20510,express,bronze,18907,2022-05-05
10337,20510,standard,platinum,39333,2021-12-17
10338,20512,flagship,bronze,23595,2023-02-24
10339,20520,standard,bronze,45813,2025-09-03
10340,20521,express,silver,28624,2021-12-18
10341,20522,standard,silver,28166,2023-12-15
10342,20523,express,silver,39758,2024-06-30
10343,20529,online,bronze,30754,2023-03-05
10344,20530,express,bronze,15039,2024-12-15
10345,20532,express,silver,21940,2019-12-05
10346,20533,express,bronze,22623,2022-11-07
10347,20535,express,silver,32685,2024-08-23
10348,20536,online,bronze,4071,2025-03-10
10349,20540,standard,silver,6717,2019-02-09
10350,20545,standard,bronze,21130,2025-12-21
10351,20548,express,bronze,14630,2022-05-09
10352,20551,express,silver,48700,2025-01-01
10353,20554,standard,bronze,9909,2025-07-27
10354,20555,flagship,silver,4404,2021-01-07
10355,20562,express,silver,45812,2019-09-27
10356,20564,flagship,silver,13646,2025-12-06
10357,20565,flagship,bronze,32551,2022-11-03
10358,20565,express,bronze,18829,2024-10-29
10359,20567,online,bronze,32570,2019-11-26
10360,20568,express,gold,39492,2025-06-01
10361,20569,standard,silver,32796,2020-10-02
10362,20569,online,silver,3190,2021-07-20
10363,20570,flagship,platinum,27163,2026-01-28
10364,20571,express,bronze,44057,2022-04-07
10365,20579,online,bronze,19314,2023-01-23
10366,20581,flagship,silver,847,2020-12-14
10367,20581,express,bronze,19270,2024-03-18
10368,20582,express,gold,38778,2021-03-03
10369,20583,flagship,bronze,46370,2020-08-04
10370,20588,express,gold,24057,2023-11-02
10371,20590,standard,bronze,44650,2024-03-21
10372,20592,express,platinum,2795,2022-08-05
10373,20593,online,silver,28675,2023-02-21
10374,20593,flagship,bronze,36887,2021-07-24
10375,20595,standard,gold,29857,2024-01-26
10376,20595,express,bronze,2336,2024-11-26
10377,20601,express,gold,9053,2022-01-22
10378,20604,express,silver,37361,2019-12-14
10379,20605,online,bronze,7753,2020-05-03
10380,20609,flagship,silver,15196,2025-07-14
10381,20611,express,silver,42739,2023-06-23
10382,20614,flagship,platinum,45018,2019-12-19
10383,20617,standard,silver,15775,2022-05-29
10384,20617,online,platinum,37336,2021-08-05
10385,20620,standard,bronze,21588,2019-04-26
10386,20622,standard,gold,20473,2020-10-19
10387,20622,online,silver,44175,2024-01-29
10388,20623,online,bronze,3618,2020-02-24
10389,20623,standard,bronze,21488,2023-08-11
10390,20629,standard,bronze,43642,2022-11-10
10391,20630,standard,bronze,29041,2025-02-24
10392,20635,express,bronze,21134,2023-04-03
10393,20638,online,gold,35951,2023-10-12
10394,20639,standard,bronze,33321,2024-06-15
10395,20641,standard,bronze,32542,2024-07-30
10396,20642,online,gold,19252,2024-12-05
10397,20643,flagship,silver,14412,2020-02-11
10398,20644,express,bronze,25852,2024-05-24
10399,20647,online,silver,18674,2024-03-10
10400,20648,online,bronze,18441,2021-02-03
10401,20648,express,silver,37864,2019-02-28
10402,20649,express,bronze,17296,2024-10-02
10403,20650,standard,bronze,15210,2021-11-19
10404,20652,express,bronze,36236,2024-09-28
10405,20654,online,bronze,19550,2019-09-29
10406,20655,express,bronze,47466,2023-01-23
10407,20658,online,bronze,10105,2025-03-08
10408,20660,express,gold,49742,2024-08-15
10409,20660,online,bronze,4353,2019-03-15
10410,20663,standard,bronze,14082,2020-05-05
10411,20663,online,bronze,19202,2021-03-30
10412,20665,standard,silver,8787,2020-08-23
10413,20669,express,bronze,14848,2020-05-31
10414,20677,flagship,bronze,2922,2025-06-29
10415,20678,flagship,bronze,47023,2022-08-29
10416,20682,flagship,bronze,32018,2024-08-14
10417,20683,standard,gold,46406,2024-06-26
10418,20684,flagship,gold,35994,2023-10-10
10419,20688,flagship,gold,37983,2019-05-25
10420,20694,flagship,silver,16127,2023-10-04
10421,20695,standard,bronze,48602,2022-10-19
10422,20695,flagship,silver,23610,2023-03-11
10423,20697,flagship,silver,13427,2026-02-18
10424,20698,flagship,bronze,37844,2019-02-03
10425,20700,flagship,bronze,21786,2023-04-07
10426,20701,standard,bronze,32118,2021-06-21
10427,20706,express,silver,1698,2020-01-10
10428,20714,standard,silver,49484,2020-04-18
10429,20715,standard,silver,39994,2024-12-22
10430,20716,online,bronze,1148,2020-10-18
10431,20717,standard,bronze,39684,2021-09-11
10432,20718,flagship,silver,38437,2021-06-04
10433,20720,flagship,silver,20873,2024-09-28
10434,20722,standard,bronze,19744,2021-11-15
10435,20723,online,silver,39982,2024-10-15
10436,20724,standard,bronze,14450,2020-06-29
10437,20726,standard,bronze,19652,2019-09-23
10438,20726,flagship,bronze,30069,2022-08-11
10439,20729,standard,silver,9336,2024-01-22
10440,20729,express,gold,30380,2021-03-16
10441,20732,online,silver,33631,2020-07-25
10442,20733,flagship,silver,41895,2025-04-22
10443,20735,express,bronze,37234,2020-01-22
10444,20736,express,silver,29900,2021-12-13
10445,20737,online,bronze,21017,2024-05-31
10446,20740,online,silver,9296,2024-12-01
10447,20741,flagship,silver,34546,2025-02-20
10448,20744,flagship,bronze,49987,2021-03-24
10449,20748,online,silver,38206,2026-05-15
10450,20749,standard,silver,45999,2025-07-27
10451,20750,express,bronze,49427,2021-04-25
10452,20753,express,bronze,37978,2022-10-31
10453,20756,standard,gold,15020,2019-02-09
10454,20757,online,silver,21176,2021-11-13
10455,20758,flagship,silver,6910,2024-07-25
10456,20760,standard,bronze,7048,2021-12-08
10457,20762,express,bronze,13003,2026-03-03
10458,20764,express,silver,21819,2024-11-01
10459,20767,online,silver,15763,2024-11-16
10460,20770,online,bronze,27007,2026-04-14
10461,20772,flagship,bronze,11217,2019-01-06
10462,20778,standard,bronze,13007,2019-09-26
10463,20779,standard,bronze,5371,2020-12-20
10464,20782,online,bronze,17599,2022-08-23
10465,20785,online,bronze,26344,2025-11-21
10466,20786,flagship,gold,9222,2019-05-13
10467,20786,standard,bronze,49136,2022-07-15
10468,20787,online,bronze,1610,2021-07-14
10469,20788,online,gold,44163,2025-08-24
10470,20789,express,bronze,14540,2020-11-18
10471,20790,standard,silver,5119,2025-09-01
10472,20790,express,silver,47274,2020-08-20
10473,20793,online,bronze,47475,2020-07-02
10474,20794,flagship,bronze,33541,2019-01-25
10475,20797,flagship,bronze,8114,2020-03-31
10476,20799,standard,silver,2322,2021-02-07
10477,20799,express,bronze,23016,2022-10-29
10478,20800,online,gold,12156,2020-07-17
10479,20802,online,bronze,5852,2025-05-10
10480,20806,flagship,bronze,24978,2024-02-14
10481,20808,online,bronze,33854,2022-10-06
10482,20809,express,gold,13796,2025-05-15
10483,20813,flagship,bronze,2987,2026-04-28
10484,20817,online,silver,34847,2023-03-05
10485,20819,online,silver,43461,2022-02-25
10486,20819,standard,bronze,48545,2025-09-04
10487,20823,express,bronze,42168,2025-12-01
10488,20825,express,platinum,2873,2021-03-24
10489,20827,express,gold,32385,2024-11-09
10490,20829,online,bronze,8896,2020-08-08
10491,20829,express,gold,16352,2024-06-16
10492,20830,flagship,silver,35014,2023-05-09
10493,20831,flagship,silver,4042,2019-05-30
10494,20832,standard,bronze,18280,2021-09-24
10495,20835,flagship,silver,7255,2025-10-03
10496,20835,online,silver,28700,2020-09-04
10497,20837,express,gold,40760,2019-05-11
10498,20839,online,silver,9573,2026-02-15
10499,20840,express,silver,41137,2025-10-11
10500,20843,online,bronze,35689,2019-02-06
10501,20845,online,gold,28093,2021-03-16
10502,20845,express,bronze,17402,2024-02-21
10503,20846,online,gold,5700,2022-09-14
10504,20851,flagship,silver,21765,2020-05-26
10505,20852,online,bronze,48486,2022-05-15
10506,20856,express,bronze,41091,2025-09-03
10507,20859,online,bronze,19827,2023-07-23
10508,20861,express,bronze,27598,2023-01-20
10509,20865,flagship,bronze,24455,2025-04-10
10510,20867,online,bronze,4728,2023-03-19
10511,20868,online,bronze,9887,2023-08-04
10512,20872,online,gold,29345,2024-04-28
10513,20873,express,bronze,26760,2024-05-22
10514,20874,online,silver,45295,2021-07-17
10515,20880,online,bronze,5785,2023-04-25
10516,20883,flagship,bronze,45091,2025-01-05
10517,20885,express,bronze,9169,2021-05-01
10518,20886,express,silver,1763,2021-03-13
10519,20887,express,bronze,29385,2021-03-07
10520,20888,standard,silver,35175,2021-02-19
10521,20889,express,gold,26029,2019-06-14
10522,20890,standard,gold,31687,2024-08-02
10523,20890,flagship,bronze,808,2022-04-15
10524,20894,standard,platinum,9403,2022-11-18
10525,20898,standard,gold,37977,2026-04-04
10526,20903,flagship,bronze,3868,2020-11-03
10527,20904,express,silver,8606,2024-01-21
10528,20904,flagship,gold,4585,2022-07-24
10529,20905,standard,bronze,2053,2025-07-13
10530,20905,express,silver,2593,2022-04-22
10531,20906,express,bronze,16387,2023-12-04
10532,20907,online,platinum,9660,2025-08-09
10533,20907,flagship,bronze,44039,2022-06-12
10534,20908,flagship,silver,8289,2023-08-29
10535,20909,online,silver,36342,2023-06-29
10536,20910,online,bronze,42416,2022-01-17
10537,20911,standard,bronze,24096,2021-03-15
10538,20914,online,silver,36577,2022-04-14
10539,20916,express,bronze,15215,2026-03-01
10540,20917,standard,bronze,24003,2022-04-13
10541,20921,express,platinum,48647,2020-05-24
10542,20922,express,bronze,37226,2024-07-14
10543,20930,flagship,bronze,25,2020-08-24
10544,20933,express,bronze,2909,2021-12-25
10545,20933,online,silver,22521,2019-09-05
10546,20936,express,bronze,37200,2025-05-12
10547,20939,flagship,platinum,29998,2019-05-13
10548,20941,flagship,bronze,34624,2022-05-03
10549,20941,online,bronze,37890,2025-07-02
10550,20944,standard,bronze,10351,2023-03-16
10551,20945,standard,silver,47394,2020-08-22
10552,20946,standard,gold,48685,2026-05-14
10553,20947,standard,bronze,4572,2026-01-02
10554,20948,standard,bronze,8377,2020-01-30
10555,20951,express,bronze,44157,2025-04-28
10556,20952,online,silver,26123,2023-01-08
10557,20953,standard,silver,10679,2026-05-13
10558,20955,standard,gold,9670,2022-08-19
10559,20956,online,bronze,13945,2020-12-24
10560,20957,standard,bronze,24733,2026-02-23
10561,20958,standard,gold,46493,2024-03-05
10562,20962,standard,gold,44688,2023-01-04
10563,20963,flagship,silver,45395,2020-10-02
10564,20964,express,bronze,8122,2019-08-09
10565,20964,online,silver,47630,2025-01-15
10566,20965,express,bronze,43085,2021-11-11
10567,20966,express,bronze,34465,2026-03-08
10568,20968,express,bronze,35198,2022-06-07
10569,20970,standard,bronze,38842,2023-04-30
10570,20972,express,bronze,18355,2021-03-09
10571,20975,standard,bronze,1636,2020-11-17
10572,20977,standard,gold,39025,2020-03-01
10573,20978,flagship,silver,18814,2023-06-29
10574,20979,flagship,silver,47864,2019-11-02
10575,20981,express,bronze,15761,2020-07-09
10576,20985,express,bronze,12507,2025-11-10
10577,20986,online,silver,42066,2020-04-11
10578,20988,standard,gold,8722,2019-04-20
10579,20989,standard,gold,18726,2021-02-09
10580,20990,online,bronze,24115,2024-08-12
10581,20994,express,gold,48036,2022-12-24
10582,20995,express,silver,43203,2023-12-28
10583,20997,express,bronze,35951,2019-07-20
10584,20998,standard,bronze,48682,2022-10-25
10585,20998,online,silver,12945,2021-06-20
10586,21002,flagship,silver,30652,2024-08-07
10587,21017,express,silver,23125,2025-02-10
10588,21019,express,gold,2957,2021-01-26
10589,21020,standard,bronze,34099,2019-12-23
10590,21024,flagship,bronze,28808,2025-02-28
10591,21032,express,bronze,32588,2026-01-16
10592,21037,express,bronze,43246,2019-02-16
10593,21037,standard,silver,36980,2019-04-25
10594,21038,express,silver,48566,2024-09-04
10595,21042,flagship,gold,43244,2022-03-12
10596,21045,online,bronze,20607,2023-08-12
10597,21046,flagship,platinum,19555,2023-07-11
10598,21047,flagship,bronze,46543,2025-08-21
10599,21047,express,silver,46385,2024-01-28
10600,21051,online,silver,22484,2023-01-30
10601,21054,standard,platinum,4899,2023-11-10
10602,21054,flagship,gold,48495,2022-04-22
10603,21055,online,bronze,7159,2020-04-15
10604,21056,standard,bronze,35869,2022-12-22
10605,21057,express,platinum,46396,2026-05-30
10606,21058,online,bronze,39010,2021-03-24
10607,21059,online,silver,9582,2020-03-23
10608,21059,flagship,gold,16209,2023-06-04
10609,21060,flagship,bronze,11107,2026-02-01
10610,21061,standard,bronze,34703,2022-11-01
10611,21063,standard,bronze,11807,2021-07-11
10612,21064,flagship,silver,34035,2025-02-16
10613,21065,standard,bronze,30293,2025-08-05
10614,21066,express,bronze,11465,2020-10-04
10615,21068,online,bronze,44896,2020-03-18
10616,21069,online,bronze,46061,2024-07-09
10617,21072,standard,silver,43725,2021-12-03
10618,21074,online,bronze,49235,2022-03-14
10619,21075,online,bronze,26417,2020-09-02
10620,21083,online,bronze,2947,2021-03-29
10621,21084,flagship,silver,48964,2020-07-09
10622,21086,online,gold,12999,2026-06-13
10623,21088,online,silver,15743,2020-08-22
10624,21096,online,bronze,41542,2024-02-03
10625,21096,flagship,silver,13363,2019-03-22
10626,21097,flagship,bronze,36068,2022-01-25
10627,21100,standard,bronze,31533,2019-09-01
10628,21103,online,bronze,25114,2019-01-31
10629,21104,online,bronze,38968,2026-04-15
10630,21105,standard,gold,35291,2019-03-19
10631,21106,flagship,silver,33298,2022-08-04
10632,21109,standard,bronze,44438,2026-03-18
10633,21110,standard,bronze,39384,2020-06-13
10634,21115,express,silver,41565,2026-03-17
10635,21115,standard,bronze,16045,2024-06-26
10636,21117,online,bronze,36087,2025-06-18
10637,21118,flagship,bronze,4679,2026-03-08
10638,21118,online,bronze,20902,2021-12-18
10639,21121,standard,platinum,23620,2019-05-11
10640,21123,express,silver,16088,2022-08-14
10641,21123,standard,bronze,44538,2022-10-19
10642,21128,online,silver,29302,2024-04-19
10643,21129,express,bronze,27754,2023-05-06
10644,21136,online,bronze,5791,2019-03-19
10645,21136,express,bronze,8639,2024-07-18
10646,21139,express,bronze,28437,2021-06-14
10647,21139,standard,bronze,27246,2020-07-29
10648,21144,express,gold,35215,2019-07-02
10649,21147,standard,bronze,4845,2024-10-04
10650,21147,online,gold,41124,2024-11-12
10651,21148,flagship,platinum,6324,2019-06-26
10652,21150,flagship,silver,38542,2020-05-26
10653,21150,online,bronze,1916,2025-08-31
10654,21152,flagship,silver,34539,2025-11-30
10655,21153,online,silver,31029,2019-11-14
10656,21155,standard,bronze,14779,2026-03-02
10657,21157,express,bronze,27908,2022-02-19
10658,21157,online,bronze,22338,2024-10-17
10659,21158,flagship,platinum,34488,2026-06-12
10660,21159,flagship,bronze,37163,2023-07-02
10661,21160,standard,silver,43364,2019-03-07
10662,21161,flagship,bronze,33559,2026-03-18
10663,21163,express,silver,32482,2021-01-31
10664,21167,online,silver,19400,2026-02-09
10665,21168,flagship,silver,31422,2019-11-15
10666,21169,flagship,bronze,17067,2020-12-25
10667,21170,express,silver,31448,2019-01-29
10668,21172,standard,platinum,49248,2019-08-26
10669,21173,online,bronze,6825,2020-09-08
10670,21177,standard,bronze,10507,2023-11-23
10671,21185,online,bronze,7951,2024-05-22
10672,21190,flagship,bronze,32912,2022-08-12
10673,21191,standard,bronze,43910,2024-06-30
10674,21191,flagship,bronze,18486,2020-04-08
10675,21192,express,silver,42719,2019-12-22
10676,21193,express,bronze,44991,2023-03-11
10677,21195,standard,bronze,31779,2022-07-01
10678,21199,flagship,platinum,7611,2025-06-16
10679,21201,flagship,gold,15144,2025-08-14
10680,21202,express,bronze,10481,2019-12-24
10681,21203,express,gold,49083,2023-09-04
10682,21206,standard,bronze,46925,2026-06-19
10683,21207,express,silver,45181,2024-10-09
10684,21208,online,silver,31550,2019-08-25
10685,21209,standard,bronze,19893,2019-12-20
10686,21211,standard,gold,4851,2020-10-03
10687,21215,standard,gold,49181,2021-04-12
10688,21216,flagship,bronze,19537,2023-01-28
10689,21217,flagship,gold,23596,2023-11-23
10690,21217,express,bronze,35432,2024-06-10
10691,21220,standard,bronze,16349,2022-08-24
10692,21221,flagship,silver,21879,2019-11-15
10693,21224,online,silver,49416,2024-06-10
10694,21228,online,bronze,24256,2022-10-17
10695,21229,standard,bronze,21387,2024-07-15
10696,21231,standard,bronze,10234,2026-06-07
10697,21232,express,gold,39526,2020-03-24
10698,21233,flagship,bronze,20167,2024-03-17
10699,21235,flagship,silver,20346,2026-04-28
10700,21239,standard,gold,24049,2019-07-18
10701,21240,express,bronze,48010,2019-08-14
10702,21242,express,bronze,37612,2019-09-01
10703,21243,standard,bronze,5112,2024-02-22
10704,21245,online,silver,2788,2021-05-25
10705,21248,standard,silver,24888,2020-07-01
10706,21251,express,bronze,22471,2024-11-19
10707,21258,express,bronze,41023,2019-09-22
10708,21265,online,bronze,47301,2021-12-01
10709,21266,standard,bronze,35730,2019-05-27
10710,21267,express,bronze,5246,2023-10-22
10711,21271,express,silver,2746,2022-06-28
10712,21273,standard,gold,22287,2024-03-21
10713,21274,express,bronze,18597,2025-05-08
10714,21276,flagship,silver,47369,2019-04-02
10715,21277,flagship,bronze,3283,2021-07-16
10716,21278,standard,bronze,28892,2021-06-06
10717,21282,express,bronze,49268,2026-04-24
10718,21283,flagship,bronze,24888,2022-07-10
10719,21284,flagship,silver,12468,2022-04-09
10720,21285,flagship,bronze,39432,2020-04-28
10721,21285,online,platinum,38920,2026-04-29
10722,21290,online,bronze,48542,2019-12-30
10723,21291,online,silver,21730,2024-02-04
10724,21291,flagship,bronze,5689,2020-11-21
10725,21295,standard,silver,18429,2023-11-13
10726,21297,standard,bronze,26974,2020-02-29
10727,21298,online,bronze,28862,2021-09-18
10728,21301,express,bronze,13626,2026-02-09
10729,21301,standard,bronze,32401,2024-01-30
10730,21302,standard,bronze,8333,2024-11-16
10731,21304,standard,bronze,2523,2026-02-25
10732,21308,express,silver,48951,2021-08-08
10733,21313,flagship,silver,143,2023-03-03
10734,21314,express,silver,24256,2021-05-20
10735,21316,online,silver,3201,2020-04-24
10736,21318,online,bronze,3995,2022-07-26
10737,21319,flagship,silver,42217,2023-04-19
10738,21320,online,bronze,14013,2022-08-20
10739,21321,standard,gold,35478,2024-01-28
10740,21322,express,bronze,25995,2026-02-13
10741,21325,online,platinum,8301,2025-08-24
10742,21327,online,silver,238,2019-03-17
10743,21335,flagship,silver,28421,2021-12-28
10744,21335,standard,platinum,45703,2021-04-22
10745,21342,flagship,platinum,5175,2019-04-08
10746,21344,online,bronze,27012,2023-09-04
10747,21345,express,bronze,43533,2022-02-06
10748,21346,flagship,bronze,14987,2024-12-29
10749,21346,express,bronze,9464,2019-03-27
10750,21353,online,bronze,5723,2022-12-11
10751,21354,flagship,bronze,23951,2022-08-09
10752,21359,standard,bronze,33184,2021-02-23
10753,21360,flagship,silver,20952,2021-11-09
10754,21364,standard,bronze,49486,2022-10-20
10755,21365,flagship,bronze,47154,2022-03-01
10756,21366,standard,silver,41458,2026-01-30
10757,21367,online,bronze,36744,2022-09-20
10758,21372,flagship,gold,12206,2025-01-24
10759,21381,express,silver,33013,2022-11-04
10760,21382,flagship,bronze,25743,2026-05-22
10761,21383,flagship,silver,19538,2020-01-28
10762,21385,express,bronze,7785,2021-09-29
10763,21386,online,bronze,31609,2021-04-05
10764,21387,express,bronze,48033,2022-03-27
10765,21388,express,gold,23689,2023-05-13
10766,21389,flagship,bronze,8568,2020-11-17
10767,21391,flagship,bronze,28371,2024-06-08
10768,21392,express,silver,15997,2019-02-04
10769,21394,express,bronze,27119,2020-07-05
10770,21395,express,bronze,39631,2026-04-11
10771,21396,express,bronze,34639,2020-12-25
10772,21397,standard,gold,29056,2025-08-15
10773,21397,express,bronze,8638,2021-10-07
10774,21400,flagship,bronze,40221,2024-10-14
10775,21401,standard,silver,19522,2026-03-05
10776,21401,online,bronze,32184,2019-03-05
10777,21403,online,silver,41310,2026-03-05
10778,21404,express,bronze,10631,2025-11-27
10779,21407,express,bronze,38794,2023-06-03
10780,21408,online,platinum,29190,2023-05-22
10781,21408,express,silver,10766,2025-10-21
10782,21410,online,bronze,40225,2025-12-04
10783,21410,express,bronze,5074,2023-03-31
10784,21414,express,bronze,13695,2026-02-05
10785,21415,express,gold,33844,2024-02-05
10786,21416,online,bronze,1005,2025-03-29
10787,21417,flagship,gold,13887,2023-01-04
10788,21418,express,bronze,20391,2025-05-01
10789,21418,online,bronze,3451,2022-10-31
10790,21419,standard,bronze,36818,2019-07-09
10791,21419,online,silver,18337,2019-12-14
10792,21421,online,bronze,27720,2024-07-11
10793,21423,express,bronze,24627,2025-11-08
10794,21424,flagship,gold,39074,2021-04-16
10795,21425,express,silver,26961,2023-10-20
10796,21429,standard,silver,10195,2025-02-02
10797,21429,online,silver,47262,2021-06-07
10798,21435,standard,silver,29471,2020-02-04
10799,21437,online,bronze,25359,2023-06-01
10800,21439,express,bronze,25890,2019-12-31
10801,21439,flagship,bronze,22629,2022-01-27
10802,21441,express,bronze,49246,2025-01-18
10803,21441,flagship,silver,15628,2019-08-08
10804,21442,express,silver,18643,2020-06-30
10805,21443,express,bronze,17510,2019-07-24
10806,21443,online,bronze,20696,2023-07-08
10807,21445,standard,silver,21706,2019-09-17
10808,21445,flagship,platinum,8529,2024-06-07
10809,21446,standard,bronze,9999,2025-04-08
10810,21450,standard,bronze,14202,2020-04-17
10811,21451,flagship,silver,3897,2021-04-19
10812,21451,express,bronze,36294,2019-09-05
10813,21453,flagship,silver,35958,2026-01-17
10814,21453,express,gold,41368,2020-08-28
10815,21455,flagship,bronze,6973,2024-09-26
10816,21460,standard,bronze,28175,2019-12-27
10817,21462,standard,bronze,27532,2024-11-26
10818,21464,standard,bronze,35920,2019-04-01
10819,21473,flagship,platinum,15404,2025-03-02
10820,21479,flagship,gold,48282,2019-05-10
10821,21480,online,silver,24873,2022-01-23
