leg_id,shipment_id,vehicle_id,driver_id,departure_time,arrival_time
15212,12753,2,267,2024-01-31T09:00:00,2024-01-31T14:17:24.809570
15213,12753,44,235,2024-10-18T09:00:00,2024-10-19T08:41:05.705126
15214,12754,153,16,2025-12-31T18:00:00,2026-01-01T05:25:50.727554
15215,12755,20,241,2024-09-27T18:00:00,2024-09-28T20:13:19.325855
15216,12755,260,121,2024-08-04T11:00:00,2024-08-05T10:28:19.617971
15217,12756,18,244,2024-06-03T11:00:00,2024-06-03T21:52:30.196953
15218,12757,138,169,2026-04-26T14:00:00,2026-04-27T08:39:19.730032
15219,12758,209,147,2026-02-15T16:00:00,2026-02-16T11:00:14.827867
15220,12759,197,76,2024-12-05T11:00:00,2024-12-05T20:49:34.115036
15221,12760,274,3,2024-07-31T10:00:00,2024-08-01T03:19:19.486721
15222,12761,244,232,2024-05-19T18:00:00,2024-05-20T01:05:33.375053
15223,12762,195,174,2024-09-26T12:00:00,2024-09-26T17:55:09.852112
15224,12763,282,45,2025-03-30T06:00:00,2025-03-31T02:13:37.154166
15225,12764,161,213,2024-09-28T05:00:00,2024-09-28T07:17:02.470136
15226,12765,205,165,2024-12-02T09:00:00,2024-12-02T12:58:17.790566
15227,12765,197,173,2024-01-08T07:00:00,2024-01-08T09:27:50.536655
15228,12766,82,155,2026-06-04T08:00:00,2026-06-05T07:26:46.553994
15229,12766,213,234,2026-01-02T07:00:00,2026-01-02T18:46:15.953278
15230,12767,10,14,2024-06-12T19:00:00,2024-06-13T15:56:24.841074
15231,12768,60,3,2025-12-02T07:00:00,2025-12-02T16:36:45.942204
15232,12768,56,143,2026-01-07T12:00:00,2026-01-08T02:33:46.233880
15233,12769,63,38,2025-07-17T08:00:00,2025-07-18T09:30:18.148250
15234,12770,88,201,2025-01-22T11:00:00,2025-01-22T19:05:39.198364
15235,12771,305,181,2024-07-28T08:00:00,2024-07-29T01:16:51.706214
15236,12772,266,7,2025-03-08T17:00:00,2025-03-09T04:00:24.260395
15237,12772,265,195,2024-03-07T17:00:00,2024-03-08T19:19:59.720831
15238,12773,138,92,2025-08-17T16:00:00,2025-08-18T13:17:11.076880
15239,12774,66,125,2025-05-08T11:00:00,2025-05-08T12:01:21.977708
15240,12775,240,260,2026-04-14T11:00:00,2026-04-14T19:31:43.624843
15241,12775,214,230,2024-07-20T17:00:00,2024-07-21T21:35:09.315888
15242,12776,262,116,2025-09-27T15:00:00,2025-09-28T16:13:19.108311
15243,12777,153,264,2025-09-28T10:00:00,2025-09-28T14:31:39.762036
15244,12778,90,61,2025-08-16T14:00:00,2025-08-16T15:21:04.994497
15245,12779,291,243,2025-11-07T17:00:00,2025-11-08T11:06:06.084299
15246,12779,309,25,2024-01-02T08:00:00,2024-01-02T11:43:05.754470
15247,12780,35,81,2026-03-19T19:00:00,2026-03-20T11:06:38.871125
15248,12780,288,36,2025-02-01T13:00:00,2025-02-02T00:45:17.329336
15249,12781,263,188,2025-02-12T18:00:00,2025-02-13T17:50:41.524625
15250,12782,186,181,2024-10-06T17:00:00,2024-10-07T11:08:05.016139
15251,12783,100,71,2025-12-29T17:00:00,2025-12-30T15:29:24.236029
15252,12784,214,195,2025-10-02T07:00:00,2025-10-02T18:43:33.939175
15253,12785,172,87,2026-04-03T07:00:00,2026-04-03T14:44:44.112505
15254,12786,233,238,2024-06-13T06:00:00,2024-06-14T08:16:32.335872
15255,12787,252,48,2024-02-15T09:00:00,2024-02-16T11:50:47.857405
15256,12787,254,229,2025-09-30T18:00:00,2025-10-01T13:53:57.780399
15257,12788,17,65,2024-11-10T11:00:00,2024-11-11T04:54:10.047510
15258,12789,68,120,2026-03-05T12:00:00,2026-03-06T00:13:00.985513
15259,12789,61,142,2026-01-10T18:00:00,2026-01-11T07:46:49.313609
15260,12790,73,117,2025-06-04T13:00:00,2025-06-05T05:34:51.471824
15261,12791,165,11,2026-03-29T13:00:00,2026-03-30T18:40:53.176204
15262,12792,4,5,2025-06-08T05:00:00,2025-06-09T02:12:58.539959
15263,12793,12,101,2024-12-07T10:00:00,2024-12-07T14:35:33.016172
15264,12793,37,19,2026-05-06T11:00:00,2026-05-07T15:35:49.618472
15265,12794,153,154,2026-05-15T14:00:00,2026-05-16T00:23:59.621760
15266,12795,190,223,2025-08-17T11:00:00,2025-08-18T13:55:40.427118
15267,12796,189,106,2025-07-13T16:00:00,2025-07-13T19:40:24.169474
15268,12797,225,72,2024-12-08T11:00:00,2024-12-09T02:46:55.263007
15269,12798,110,34,2026-06-28T17:00:00,2026-06-29T06:14:40.797350
15270,12799,298,95,2024-09-07T13:00:00,2024-09-08T17:25:43.024391
15271,12799,183,231,2024-04-03T16:00:00,2024-04-04T02:17:20.822377
15272,12800,240,20,2024-05-25T07:00:00,2024-05-26T09:02:58.554918
15273,12801,19,30,2025-01-29T12:00:00,2025-01-30T11:22:01.630023
15274,12802,121,148,2024-02-01T16:00:00,2024-02-01T20:07:34.520231
15275,12803,81,237,2025-03-23T17:00:00,2025-03-24T08:24:45.463732
15276,12804,66,129,2024-05-12T07:00:00,2024-05-12T11:38:37.587826
15277,12805,221,194,2026-01-08T15:00:00,2026-01-09T07:42:52.745492
15278,12806,83,201,2026-04-07T07:00:00,2026-04-07T15:01:53.545912
15279,12807,26,213,2026-01-21T12:00:00,2026-01-21T20:13:59.472009
15280,12808,141,206,2026-04-30T06:00:00,2026-05-01T07:02:07.836652
15281,12809,288,19,2026-01-28T12:00:00,2026-01-28T20:38:57.774652
15282,12810,196,262,2024-09-15T08:00:00,2024-09-16T03:36:38.749685
15283,12810,160,50,2025-01-10T20:00:00,2025-01-11T00:49:51.861686
15284,12811,232,228,2026-01-08T20:00:00,2026-01-09T12:53:36.271352
15285,12812,145,44,2024-10-05T07:00:00,2024-10-06T01:28:47.882193
15286,12813,44,148,2025-02-22T18:00:00,2025-02-23T00:47:32.280566
15287,12814,44,211,2024-11-09T13:00:00,2024-11-10T17:33:28.127023
15288,12815,204,118,2026-04-06T06:00:00,2026-04-06T10:44:00.324918
15289,12815,183,35,2024-11-22T16:00:00,2024-11-23T16:10:33.467621
15290,12816,4,12,2025-09-07T19:00:00,2025-09-08T06:18:26.755720
15291,12817,38,155,2026-01-18T16:00:00,2026-01-18T21:35:01.332689
15292,12817,19,187,2026-06-07T08:00:00,2026-06-08T04:06:47.392909
15293,12818,245,82,2024-07-18T18:00:00,2024-07-19T07:00:01.401651
15294,12819,132,260,2025-12-21T07:00:00,2025-12-22T08:01:15.800941
15295,12819,267,267,2025-04-09T12:00:00,2025-04-10T09:17:12.616516
15296,12820,255,260,2024-08-07T18:00:00,2024-08-08T05:12:40.588488
15297,12821,262,169,2025-06-16T07:00:00,2025-06-17T09:40:49.208556
15298,12822,298,143,2025-02-13T13:00:00,2025-02-14T18:03:24.641180
15299,12823,186,179,2025-12-23T19:00:00,2025-12-23T23:43:12.715870
15300,12823,96,230,2025-06-28T14:00:00,2025-06-28T18:43:38.262838
15301,12824,50,74,2024-03-14T12:00:00,2024-03-14T19:41:05.241931
15302,12825,103,80,2025-12-05T07:00:00,2025-12-06T05:41:58.438961
15303,12825,303,121,2024-04-04T18:00:00,2024-04-05T08:48:20.845182
15304,12826,19,185,2024-02-06T12:00:00,2024-02-07T03:07:57.962907
15305,12826,299,143,2024-01-03T08:00:00,2024-01-03T09:10:18.220118
15306,12827,56,148,2024-11-21T13:00:00,2024-11-22T18:35:13.401164
15307,12827,98,223,2025-02-15T11:00:00,2025-02-15T13:02:37.721376
15308,12828,258,101,2024-11-24T13:00:00,2024-11-25T07:32:30.289564
15309,12829,303,126,2024-01-27T16:00:00,2024-01-28T16:32:08.052315
15310,12829,267,32,2024-04-03T10:00:00,2024-04-03T11:58:59.514679
15311,12830,127,227,2024-10-22T15:00:00,2024-10-23T20:52:31.657536
15312,12831,125,93,2025-07-15T05:00:00,2025-07-16T08:28:06.781448
15313,12832,182,50,2024-08-30T14:00:00,2024-08-31T03:26:08.997720
15314,12832,26,202,2026-02-02T05:00:00,2026-02-02T11:31:44.199105
15315,12833,172,123,2025-03-31T14:00:00,2025-03-31T22:20:47.581730
15316,12834,216,245,2025-06-09T18:00:00,2025-06-10T15:31:13.458823
15317,12835,108,251,2024-07-20T05:00:00,2024-07-20T07:38:27.893765
15318,12836,155,178,2024-03-21T17:00:00,2024-03-22T20:11:38.026495
15319,12837,244,220,2024-08-17T05:00:00,2024-08-18T01:53:35.619748
15320,12838,133,38,2025-06-24T17:00:00,2025-06-25T14:28:07.980009
15321,12839,101,220,2024-06-28T14:00:00,2024-06-29T03:25:29.087259
15322,12840,286,241,2025-05-25T10:00:00,2025-05-26T15:41:08.042096
15323,12841,225,34,2024-01-18T18:00:00,2024-01-19T22:23:57.220695
15324,12842,211,28,2024-08-21T15:00:00,2024-08-22T09:12:04.727791
15325,12843,2,113,2024-08-28T16:00:00,2024-08-29T03:41:55.427176
15326,12844,196,57,2024-06-26T14:00:00,2024-06-26T21:44:49.067933
15327,12845,162,251,2025-05-01T16:00:00,2025-05-01T19:53:36.280750
15328,12846,222,214,2025-05-11T18:00:00,2025-05-12T02:32:37.266803
15329,12847,302,107,2025-12-15T06:00:00,2025-12-15T12:43:43.706862
15330,12848,232,113,2024-02-06T13:00:00,2024-02-06T15:47:34.396227
15331,12849,73,41,2024-03-02T09:00:00,2024-03-02T20:07:30.349944
15332,12850,216,149,2025-07-17T14:00:00,2025-07-18T04:11:24.752066
15333,12851,177,26,2025-09-04T14:00:00,2025-09-04T20:25:13.952710
15334,12852,67,179,2025-02-04T18:00:00,2025-02-05T11:15:11.460456
15335,12853,41,23,2025-08-26T11:00:00,2025-08-27T01:10:45.852093
15336,12854,275,105,2026-05-10T15:00:00,2026-05-10T17:31:28.098828
15337,12855,112,105,2024-03-31T08:00:00,2024-04-01T03:32:16.180935
15338,12855,251,18,2024-11-20T16:00:00,2024-11-21T11:41:16.447528
15339,12856,84,55,2024-03-17T07:00:00,2024-03-18T02:52:55.708603
15340,12857,267,220,2024-11-11T13:00:00,2024-11-12T00:40:55.406202
15341,12858,260,163,2025-12-29T20:00:00,2025-12-30T21:46:40.571201
15342,12858,133,39,2025-06-05T18:00:00,2025-06-06T14:50:21.713997
15343,12859,14,39,2025-12-16T11:00:00,2025-12-17T08:21:53.576544
15344,12860,305,82,2024-12-18T12:00:00,2024-12-18T15:18:32.586664
15345,12861,38,250,2024-09-29T15:00:00,2024-09-30T00:29:02.571472
15346,12862,193,11,2026-01-05T12:00:00,2026-01-05T23:33:45.796551
15347,12863,255,10,2026-03-02T20:00:00,2026-03-03T01:52:27.107768
15348,12863,114,125,2026-03-12T07:00:00,2026-03-12T16:02:01.097834
15349,12864,104,122,2025-03-20T08:00:00,2025-03-21T01:41:22.569355
15350,12865,232,18,2025-10-13T05:00:00,2025-10-13T21:52:47.479401
15351,12866,111,76,2025-10-12T16:00:00,2025-10-13T09:33:10.502872
15352,12867,191,166,2024-06-28T12:00:00,2024-06-28T14:22:37.368179
15353,12868,174,234,2024-12-30T17:00:00,2024-12-31T02:41:16.410206
15354,12869,265,27,2024-05-02T19:00:00,2024-05-02T21:58:33.821230
15355,12870,122,210,2024-05-03T06:00:00,2024-05-03T12:47:08.808218
15356,12871,281,228,2024-04-15T05:00:00,2024-04-15T16:31:29.294943
15357,12872,214,204,2025-06-14T16:00:00,2025-06-15T07:51:49.914882
15358,12873,149,223,2026-05-16T09:00:00,2026-05-17T01:09:37.235676
15359,12874,134,116,2025-12-03T09:00:00,2025-12-03T23:03:27.173866
15360,12875,157,269,2026-05-29T10:00:00,2026-05-30T09:05:21.495063
15361,12875,283,128,2024-05-30T07:00:00,2024-05-31T03:43:34.197949
15362,12876,304,202,2024-07-24T10:00:00,2024-07-24T17:04:48.610981
15363,12877,102,220,2025-11-25T09:00:00,2025-11-25T18:31:15.886443
15364,12878,255,59,2024-08-15T20:00:00,2024-08-16T07:08:57.242622
15365,12879,107,198,2024-04-09T14:00:00,2024-04-10T07:35:15.276642
15366,12880,95,132,2024-12-10T11:00:00,2024-12-10T14:38:52.347828
15367,12881,122,27,2026-06-17T07:00:00,2026-06-18T02:47:24.821654
15368,12881,221,135,2024-05-05T07:00:00,2024-05-05T09:31:28.966624
15369,12882,62,189,2025-06-16T09:00:00,2025-06-17T01:18:12.716803
15370,12883,59,251,2025-06-24T17:00:00,2025-06-25T01:54:25.291717
15371,12884,297,180,2024-04-22T12:00:00,2024-04-22T13:05:31.182077
15372,12885,90,240,2026-05-16T14:00:00,2026-05-17T03:45:57.596723
15373,12886,62,23,2026-03-02T06:00:00,2026-03-02T22:43:24.239668
15374,12887,16,1,2025-01-19T18:00:00,2025-01-19T21:41:32.283553
15375,12888,250,77,2024-07-08T08:00:00,2024-07-08T15:07:11.117076
15376,12889,297,130,2025-10-09T14:00:00,2025-10-10T14:37:13.034564
15377,12890,25,269,2026-04-29T06:00:00,2026-04-29T07:49:27.630462
15378,12891,121,163,2024-10-20T14:00:00,2024-10-20T19:26:43.407634
15379,12892,146,117,2026-02-21T20:00:00,2026-02-22T12:57:32.322780
15380,12893,178,126,2025-11-05T17:00:00,2025-11-06T02:39:03.903642
15381,12894,81,16,2025-08-19T20:00:00,2025-08-19T22:26:00.450364
15382,12895,53,186,2025-02-03T09:00:00,2025-02-04T00:19:35.734683
15383,12896,277,195,2025-06-12T11:00:00,2025-06-12T20:13:50.164673
15384,12897,285,190,2026-04-13T14:00:00,2026-04-14T01:47:04.802506
15385,12898,120,156,2025-08-23T06:00:00,2025-08-24T00:18:02.775619
15386,12898,70,236,2024-06-15T09:00:00,2024-06-15T21:02:18.362967
15387,12899,113,6,2025-11-10T06:00:00,2025-11-10T16:28:18.757235
15388,12899,135,215,2025-02-24T18:00:00,2025-02-25T09:24:32.303710
15389,12900,106,144,2025-05-09T06:00:00,2025-05-09T17:56:56.240869
15390,12900,27,238,2024-11-24T15:00:00,2024-11-25T13:24:04.421564
15391,12901,64,111,2025-09-12T08:00:00,2025-09-13T11:21:05.777509
15392,12902,154,144,2026-04-04T20:00:00,2026-04-05T04:57:30.264797
15393,12902,296,111,2026-04-27T07:00:00,2026-04-28T04:37:31.546356
15394,12903,287,94,2024-05-31T11:00:00,2024-06-01T03:05:51.430453
15395,12904,201,162,2024-08-19T15:00:00,2024-08-20T18:05:28.179964
15396,12905,259,194,2024-04-23T05:00:00,2024-04-23T19:53:56.897775
15397,12905,52,228,2024-03-03T15:00:00,2024-03-04T14:55:22.763938
15398,12906,267,79,2025-03-26T15:00:00,2025-03-27T11:51:01.313786
15399,12906,73,268,2024-06-24T18:00:00,2024-06-24T22:18:26.453097
15400,12907,147,257,2025-05-17T12:00:00,2025-05-18T06:29:55.755151
15401,12908,148,12,2025-11-06T17:00:00,2025-11-07T06:41:26.265316
15402,12908,94,191,2024-03-29T11:00:00,2024-03-29T22:42:42.940228
15403,12909,235,41,2024-05-29T08:00:00,2024-05-29T22:22:11.802872
15404,12910,200,106,2026-02-12T07:00:00,2026-02-12T17:29:47.062315
15405,12910,97,156,2026-01-23T13:00:00,2026-01-24T11:29:14.475317
15406,12911,108,232,2024-04-22T08:00:00,2024-04-23T09:27:13.962862
15407,12912,202,248,2025-11-06T08:00:00,2025-11-06T21:45:31.436394
15408,12913,267,254,2024-02-28T13:00:00,2024-02-29T06:40:24.546272
15409,12914,153,38,2025-12-15T13:00:00,2025-12-15T14:25:23.321694
15410,12914,92,156,2025-03-01T09:00:00,2025-03-02T09:43:19.517192
15411,12915,250,122,2026-02-01T18:00:00,2026-02-02T22:01:06.863019
15412,12916,126,260,2025-12-28T05:00:00,2025-12-28T08:54:11.485992
15413,12917,81,141,2024-10-03T20:00:00,2024-10-04T01:19:48.110232
15414,12917,126,46,2025-06-19T15:00:00,2025-06-20T10:24:05.088161
15415,12918,217,5,2024-09-26T19:00:00,2024-09-26T22:58:12.827060
15416,12918,263,258,2025-06-18T11:00:00,2025-06-19T12:57:11.153890
15417,12919,167,67,2026-05-17T08:00:00,2026-05-18T06:43:54.474835
15418,12920,209,240,2024-08-04T07:00:00,2024-08-04T20:10:27.828916
15419,12921,138,77,2024-06-21T18:00:00,2024-06-21T22:57:32.418120
15420,12922,193,2,2024-03-25T11:00:00,2024-03-26T00:21:30.971876
15421,12923,47,83,2026-04-11T20:00:00,2026-04-12T00:04:08.489352
15422,12924,95,87,2025-08-05T19:00:00,2025-08-06T00:53:03.919403
15423,12925,179,262,2024-05-18T07:00:00,2024-05-18T20:18:22.666156
15424,12926,72,244,2025-03-17T15:00:00,2025-03-17T16:38:36.467958
15425,12927,11,96,2026-04-06T11:00:00,2026-04-07T06:07:29.730546
15426,12928,39,9,2025-07-20T08:00:00,2025-07-20T21:14:12.274421
15427,12929,114,188,2025-08-25T08:00:00,2025-08-25T14:23:20.246573
15428,12930,87,3,2026-05-11T20:00:00,2026-05-12T07:04:13.629631
15429,12931,16,237,2025-08-07T19:00:00,2025-08-08T02:52:23.692281
15430,12932,257,202,2025-04-13T17:00:00,2025-04-14T07:49:54.308322
15431,12933,278,14,2024-06-15T06:00:00,2024-06-15T22:44:04.953073
15432,12933,31,237,2024-09-19T16:00:00,2024-09-19T17:00:49.451509
15433,12934,288,69,2025-03-02T17:00:00,2025-03-03T10:06:43.567934
15434,12935,222,154,2024-05-10T16:00:00,2024-05-11T21:44:00.592464
15435,12936,230,260,2024-12-23T18:00:00,2024-12-24T13:38:34.834744
15436,12937,229,158,2025-03-13T14:00:00,2025-03-14T14:27:21.617341
15437,12938,85,145,2025-12-12T19:00:00,2025-12-13T07:40:43.033594
15438,12939,69,101,2025-10-10T17:00:00,2025-10-10T20:48:07.288103
15439,12940,97,268,2026-05-01T11:00:00,2026-05-02T15:02:29.313139
15440,12941,270,71,2024-03-29T07:00:00,2024-03-29T09:19:30.640586
15441,12942,290,73,2025-04-20T13:00:00,2025-04-21T00:34:18.770206
15442,12943,77,244,2025-07-07T17:00:00,2025-07-08T19:56:33.066065
15443,12944,169,263,2024-08-04T19:00:00,2024-08-05T13:23:46.474658
15444,12945,44,62,2025-10-16T08:00:00,2025-10-17T04:30:29.518470
15445,12946,129,148,2024-03-10T09:00:00,2024-03-10T18:10:07.408376
15446,12946,73,210,2026-04-02T11:00:00,2026-04-02T15:02:22.312007
15447,12947,34,45,2024-08-13T11:00:00,2024-08-13T18:37:28.544210
15448,12948,305,34,2025-07-19T14:00:00,2025-07-19T21:15:34.479016
15449,12948,90,120,2024-10-02T12:00:00,2024-10-02T16:32:42.400402
15450,12949,284,5,2025-05-03T19:00:00,2025-05-04T20:27:59.347979
15451,12950,263,138,2026-06-29T12:00:00,2026-06-30T02:38:30.190170
15452,12951,255,234,2024-03-03T15:00:00,2024-03-04T19:45:40.808282
15453,12951,295,247,2025-11-10T10:00:00,2025-11-10T14:46:45.319432
15454,12952,285,169,2025-09-18T19:00:00,2025-09-19T00:53:32.996988
15455,12953,172,33,2025-09-10T08:00:00,2025-09-10T17:19:56.075315
15456,12954,251,43,2025-05-22T10:00:00,2025-05-22T17:51:02.975991
15457,12955,254,230,2026-04-16T05:00:00,2026-04-16T08:32:42.349317
15458,12956,307,83,2024-11-18T19:00:00,2024-11-19T13:21:29.992795
15459,12957,3,121,2026-05-16T16:00:00,2026-05-17T06:12:44.567030
15460,12958,194,221,2024-08-30T09:00:00,2024-08-30T14:24:19.077957
15461,12959,227,241,2024-11-16T13:00:00,2024-11-16T17:25:32.208740
15462,12959,27,261,2024-12-27T06:00:00,2024-12-27T23:04:34.224192
15463,12960,224,236,2026-03-29T10:00:00,2026-03-30T01:07:17.040347
15464,12961,122,106,2025-12-24T06:00:00,2025-12-24T15:49:09.275017
15465,12961,191,5,2024-03-27T08:00:00,2024-03-28T10:47:28.075753
15466,12962,42,232,2024-07-10T12:00:00,2024-07-11T06:18:18.277765
15467,12963,230,233,2025-05-26T12:00:00,2025-05-26T22:50:24.592967
15468,12964,147,184,2024-09-13T07:00:00,2024-09-13T22:11:41.491651
15469,12965,62,37,2026-06-27T19:00:00,2026-06-27T22:58:58.170207
15470,12966,17,56,2025-12-24T16:00:00,2025-12-25T12:25:02.861565
15471,12966,287,52,2024-01-31T20:00:00,2024-01-31T22:42:14.223103
15472,12967,220,82,2024-11-23T18:00:00,2024-11-24T02:00:36.939538
15473,12967,138,251,2024-12-28T06:00:00,2024-12-28T17:00:08.518430
15474,12968,6,184,2024-02-08T16:00:00,2024-02-09T01:52:08.942071
15475,12969,151,213,2024-08-17T13:00:00,2024-08-18T10:40:21.297140
15476,12970,127,68,2024-03-20T05:00:00,2024-03-20T20:04:30.145082
15477,12971,50,251,2026-02-21T07:00:00,2026-02-21T09:44:40.822051
15478,12972,146,54,2024-11-28T05:00:00,2024-11-28T14:44:58.449797
15479,12973,118,130,2024-10-21T09:00:00,2024-10-22T13:57:08.384936
15480,12974,140,179,2024-05-06T06:00:00,2024-05-06T23:29:05.770590
15481,12975,239,47,2024-12-16T10:00:00,2024-12-16T19:44:25.585435
15482,12976,157,102,2024-12-14T20:00:00,2024-12-16T00:13:03.474753
15483,12977,233,152,2024-11-29T06:00:00,2024-11-29T18:43:49.235716
15484,12978,28,185,2025-03-08T12:00:00,2025-03-09T14:00:37.730074
15485,12979,234,179,2025-11-04T06:00:00,2025-11-05T01:58:32.558666
15486,12979,163,46,2024-11-29T11:00:00,2024-11-29T22:45:57.012142
15487,12980,273,196,2025-09-12T18:00:00,2025-09-13T02:15:18.033737
15488,12980,300,164,2025-01-22T11:00:00,2025-01-23T13:07:43.097106
15489,12981,241,97,2024-07-02T06:00:00,2024-07-03T02:15:56.776496
15490,12982,298,240,2024-02-23T18:00:00,2024-02-24T16:49:31.684788
15491,12983,199,266,2024-12-03T11:00:00,2024-12-04T03:35:01.264905
15492,12984,288,177,2026-02-06T07:00:00,2026-02-07T10:52:15.119946
15493,12985,277,134,2025-05-02T18:00:00,2025-05-03T11:23:44.781888
15494,12986,202,196,2024-01-26T13:00:00,2024-01-27T12:58:55.429468
15495,12987,134,121,2025-03-09T08:00:00,2025-03-09T21:37:47.255585
15496,12988,223,233,2025-05-01T07:00:00,2025-05-01T16:24:21.491287
15497,12989,298,43,2025-09-13T10:00:00,2025-09-14T12:27:05.277383
15498,12989,160,238,2024-10-07T15:00:00,2024-10-08T07:51:07.637602
15499,12990,84,197,2026-05-03T09:00:00,2026-05-04T01:19:33.033982
15500,12990,163,80,2025-02-04T18:00:00,2025-02-05T05:54:23.220522
15501,12991,211,130,2026-05-15T10:00:00,2026-05-15T19:19:14.243354
15502,12992,249,209,2025-01-12T05:00:00,2025-01-13T03:51:09.375257
15503,12993,145,143,2024-04-17T15:00:00,2024-04-17T18:11:29.974326
15504,12994,268,52,2024-06-04T19:00:00,2024-06-05T09:15:37.295603
15505,12995,223,46,2024-09-22T06:00:00,2024-09-22T23:01:16.879782
15506,12995,119,112,2025-07-11T06:00:00,2025-07-11T10:11:50.852196
15507,12996,215,270,2025-04-23T19:00:00,2025-04-24T05:00:47.754679
15508,12996,172,144,2024-03-29T15:00:00,2024-03-30T03:36:12.813163
15509,12997,210,149,2026-03-12T17:00:00,2026-03-13T17:58:21.513019
15510,12998,27,146,2025-04-29T10:00:00,2025-04-30T03:50:09.086739
15511,12999,245,157,2025-05-26T17:00:00,2025-05-27T08:50:34.528842
15512,13000,115,211,2026-01-27T18:00:00,2026-01-27T19:54:36.812328
15513,13001,93,243,2025-08-11T08:00:00,2025-08-11T18:31:54.004125
15514,13002,47,206,2024-04-30T05:00:00,2024-04-30T22:53:49.285561
15515,13003,72,80,2025-01-19T16:00:00,2025-01-20T11:32:17.030055
15516,13003,282,15,2024-05-10T14:00:00,2024-05-10T23:38:15.620274
15517,13004,300,96,2025-05-01T18:00:00,2025-05-01T20:00:34.850957
15518,13005,123,197,2024-03-17T16:00:00,2024-03-18T10:14:43.659344
15519,13006,53,197,2025-08-29T15:00:00,2025-08-29T16:43:11.155276
15520,13007,265,195,2025-05-25T12:00:00,2025-05-26T03:22:39.613178
15521,13008,14,2,2024-11-18T12:00:00,2024-11-19T17:35:06.180428
15522,13009,267,63,2025-06-09T05:00:00,2025-06-09T14:03:47.169256
15523,13010,123,64,2025-01-28T07:00:00,2025-01-28T16:39:18.421162
15524,13011,299,60,2024-06-30T19:00:00,2024-07-01T05:10:47.754926
15525,13012,231,76,2025-04-15T15:00:00,2025-04-16T05:15:28.377491
15526,13013,93,229,2026-03-28T18:00:00,2026-03-28T20:37:42.100073
15527,13014,181,191,2026-03-01T12:00:00,2026-03-02T09:13:17.714385
15528,13015,46,184,2025-11-20T06:00:00,2025-11-20T10:46:07.233148
15529,13015,305,129,2025-11-16T16:00:00,2025-11-17T16:20:46.408416
15530,13016,289,69,2025-06-03T17:00:00,2025-06-03T20:49:20.757342
15531,13017,304,247,2025-10-21T16:00:00,2025-10-22T21:01:21.452875
15532,13018,189,59,2026-01-01T07:00:00,2026-01-01T18:27:03.757063
15533,13019,219,262,2024-10-12T19:00:00,2024-10-13T18:57:54.121880
15534,13019,48,10,2025-01-03T13:00:00,2025-01-03T20:45:36.132470
15535,13020,180,109,2025-07-29T10:00:00,2025-07-30T11:52:00.647371
15536,13020,272,97,2024-02-15T20:00:00,2024-02-16T18:08:03.341795
15537,13021,105,239,2025-08-03T19:00:00,2025-08-04T23:35:49.920665
15538,13022,148,140,2026-02-04T10:00:00,2026-02-04T18:21:24.931801
15539,13023,184,257,2026-04-19T06:00:00,2026-04-19T16:04:02.584843
15540,13024,150,235,2024-01-20T11:00:00,2024-01-21T11:46:45.210324
15541,13025,256,166,2025-04-24T11:00:00,2025-04-24T14:22:46.258457
15542,13026,24,172,2024-01-26T19:00:00,2024-01-27T18:13:48.025957
15543,13027,302,229,2024-01-11T09:00:00,2024-01-12T03:23:35.094631
15544,13028,246,183,2024-11-15T14:00:00,2024-11-16T17:15:25.269086
15545,13029,165,184,2024-01-28T06:00:00,2024-01-28T18:59:24.567944
15546,13029,291,134,2024-10-25T15:00:00,2024-10-26T12:04:36.596338
15547,13030,282,28,2024-11-19T13:00:00,2024-11-19T18:05:24.313617
15548,13030,67,171,2024-11-30T06:00:00,2024-12-01T10:47:40.579878
15549,13031,290,172,2024-06-11T15:00:00,2024-06-12T15:26:29.399705
15550,13032,63,120,2024-05-18T13:00:00,2024-05-19T04:53:10.258543
15551,13033,97,88,2026-04-25T19:00:00,2026-04-26T19:08:03.237156
15552,13034,238,231,2024-11-15T14:00:00,2024-11-16T08:16:01.948606
15553,13035,86,161,2025-03-25T16:00:00,2025-03-26T07:07:18.554618
15554,13036,66,146,2026-04-14T15:00:00,2026-04-15T18:44:49.190050
15555,13037,229,173,2025-04-22T16:00:00,2025-04-23T04:18:47.464388
15556,13038,112,112,2026-01-03T15:00:00,2026-01-04T06:03:09.164660
15557,13038,156,197,2024-04-27T07:00:00,2024-04-27T11:57:09.199845
15558,13039,79,41,2026-03-21T09:00:00,2026-03-21T13:03:38.021368
15559,13039,269,214,2026-01-26T16:00:00,2026-01-27T21:36:39.560228
15560,13040,42,96,2024-12-09T16:00:00,2024-12-10T15:47:09.928880
15561,13041,102,231,2024-06-08T16:00:00,2024-06-09T11:02:37.496030
15562,13041,302,160,2025-01-29T13:00:00,2025-01-30T09:12:40.305823
15563,13042,160,94,2024-03-20T12:00:00,2024-03-20T21:22:32.065377
15564,13043,71,13,2025-02-15T08:00:00,2025-02-16T04:17:22.224986
15565,13044,75,214,2026-06-25T13:00:00,2026-06-26T12:21:23.160309
15566,13045,114,221,2026-05-04T06:00:00,2026-05-05T06:00:51.777780
15567,13045,28,84,2025-02-11T17:00:00,2025-02-12T18:06:31.535541
15568,13046,173,169,2025-09-16T17:00:00,2025-09-17T22:05:32.756473
15569,13047,125,50,2024-02-26T13:00:00,2024-02-27T10:35:44.495933
