supplier_id,legal_name,supplier_type,primary_division_id,onboarding_date,status
3575,Cooper Farms,farmer,agricore,2018-01-03,active
3576,Holt Farms,farmer,agricore,2020-12-07,active
3577,Wagner Farms,farmer,agricore,2023-10-03,active
3578,Clayton Farms,farmer,agricore,2019-02-14,active
3579,Merritt Farms,farmer,agricore,2025-11-11,active
3580,Roth Farms,farmer,agricore,2022-05-31,inactive
3581,Lawson Farms,farmer,agricore,2024-09-17,active
3582,Floyd Farms,farmer,agricore,2019-06-27,active
3583,Johnson Farms,farmer,agricore,2019-08-18,active
3584,Randolph Farms,farmer,agricore,2023-10-04,active
3585,Ramos Farms,farmer,agricore,2019-01-07,active
3586,Nichols Farms,farmer,agricore,2023-02-03,active
3587,Lopez Farms,farmer,agricore,2017-01-02,inactive
3588,Dalton Farms,farmer,agricore,2023-12-01,inactive
3589,Stephenson Farms,farmer,agricore,2017-10-03,active
3590,Scott Farms,farmer,agricore,2022-07-16,inactive
3591,Torres Farms,farmer,agricore,2022-02-14,active
3592,West Farms,farmer,agricore,2022-07-29,inactive
3593,Collins Farms,farmer,agricore,2020-12-08,active
3594,Perez Farms,farmer,agricore,2025-10-19,active
3595,Valenzuela Farms,farmer,agricore,2023-06-03,active
3596,Riggs Farms,farmer,agricore,2021-03-29,active
3597,Roach Farms,farmer,agricore,2017-02-14,inactive
3598,Rhodes Farms,farmer,agricore,2025-12-22,active
3599,Gonzalez Farms,farmer,agricore,2025-10-08,active
3600,Garrett Farms,farmer,agricore,2019-06-06,active
3601,Davis Farms,farmer,agricore,2017-10-31,active
3602,Green Farms,farmer,agricore,2023-02-25,active
3603,Lowery Farms,farmer,agricore,2020-04-03,active
3604,James Farms,farmer,agricore,2021-04-13,active
3605,Myers Farms,farmer,agricore,2022-08-23,active
3606,Simmons Farms,farmer,agricore,2017-10-17,active
3607,Robinson Farms,farmer,agricore,2017-09-05,active
3608,Roberts Farms,farmer,agricore,2025-09-25,active
3609,Fields Farms,farmer,agricore,2024-07-24,active
3610,Schmidt Farms,farmer,agricore,2019-09-28,active
3611,Hall Farms,farmer,agricore,2025-07-11,active
3612,Perez Farms,farmer,agricore,2025-02-05,active
3613,Taylor Farms,farmer,agricore,2021-09-15,active
3614,Jenkins Farms,farmer,agricore,2021-07-18,active
3615,Heath Farms,farmer,agricore,2022-09-25,active
3616,Whitaker Farms,farmer,agricore,2022-09-24,active
3617,Morales Farms,farmer,agricore,2019-06-12,active
3618,Smith Farms,farmer,agricore,2025-09-02,active
3619,Martinez Farms,farmer,agricore,2021-02-27,active
3620,Lucero Farms,farmer,agricore,2022-12-20,active
3621,Callahan Farms,farmer,agricore,2025-01-10,active
3622,Davis Farms,farmer,agricore,2017-11-13,active
3623,Brown Farms,farmer,agricore,2019-08-12,active
3624,Dawson Farms,farmer,agricore,2019-04-29,active
3625,Ward Farms,farmer,agricore,2020-09-10,active
3626,Boyer Farms,farmer,agricore,2022-10-12,active
3627,Gonzalez Farms,farmer,agricore,2019-01-31,active
3628,Madden Farms,farmer,agricore,2025-08-08,active
3629,Sweeney Farms,farmer,agricore,2020-11-26,active
3630,Alexander Farms,farmer,agricore,2023-12-16,active
3631,Hobbs Farms,farmer,agricore,2024-09-10,active
3632,Kelly Farms,farmer,agricore,2024-05-06,active
3633,Garcia Farms,farmer,agricore,2020-06-11,active
3634,Aguilar Farms,farmer,agricore,2025-04-24,active
3635,Allen Farms,farmer,agricore,2024-10-21,active
3636,Villanueva Farms,farmer,agricore,2026-04-03,active
3637,Manning Farms,farmer,agricore,2020-09-08,inactive
3638,Ray Farms,farmer,agricore,2025-01-24,active
3639,Kim Farms,farmer,agricore,2018-10-19,active
3640,Reid Farms,farmer,agricore,2018-06-29,active
3641,Erickson Farms,farmer,agricore,2023-05-27,active
3642,Coleman Farms,farmer,agricore,2020-10-17,active
3643,Hoffman Farms,farmer,agricore,2024-04-01,active
3644,Johnson Farms,farmer,agricore,2023-01-06,active
3645,Bowman Farms,farmer,agricore,2025-02-03,active
3646,Martinez Farms,farmer,agricore,2021-07-21,active
3647,Ritter Farms,farmer,agricore,2020-09-23,active
3648,Graham Farms,farmer,agricore,2022-05-04,active
3649,Galloway Farms,farmer,agricore,2021-02-22,active
3650,Williams Farms,farmer,agricore,2023-05-12,active
3651,Johnson Farms,farmer,agricore,2023-06-30,active
3652,Martinez Farms,farmer,agricore,2024-12-19,active
3653,Anderson Farms,farmer,agricore,2017-07-14,active
3654,Jackson Farms,farmer,agricore,2022-11-09,active
3655,Edwards Farms,farmer,agricore,2019-10-23,active
3656,Dunn Farms,farmer,agricore,2024-10-31,active
3657,Hill Farms,farmer,agricore,2025-01-03,active
3658,Wilson Farms,farmer,agricore,2020-05-08,active
3659,Shepard Farms,farmer,agricore,2025-06-24,active
3660,Tyler Farms,farmer,agricore,2017-02-26,active
3661,Torres Farms,farmer,agricore,2021-07-23,active
3662,Massey Farms,farmer,agricore,2018-03-19,active
3663,Velasquez Farms,farmer,agricore,2018-02-11,active
3664,Williams Farms,farmer,agricore,2017-02-03,active
3665,Hunter Farms,farmer,agricore,2025-08-02,active
3666,Bentley Farms,farmer,agricore,2021-10-19,active
3667,Young Farms,farmer,agricore,2021-11-18,active
3668,Joseph Farms,farmer,agricore,2022-06-12,active
3669,Arroyo Farms,farmer,agricore,2018-04-04,active
3670,Hall Farms,farmer,agricore,2019-01-01,active
3671,Mason Farms,farmer,agricore,2017-04-08,active
3672,Fields Farms,farmer,agricore,2019-05-23,active
3673,Pitts Farms,farmer,agricore,2017-08-24,active
3674,Bailey Farms,farmer,agricore,2024-03-10,active
3675,Morgan Farms,farmer,agricore,2018-09-17,active
3676,Joseph Farms,farmer,agricore,2019-05-13,active
3677,Rodriguez Farms,farmer,agricore,2024-08-04,active
3678,Moore Farms,farmer,agricore,2020-06-13,active
3679,Tucker Farms,farmer,agricore,2020-07-06,active
3680,Williams Farms,farmer,agricore,2020-03-21,active
3681,Park Farms,farmer,agricore,2022-03-06,active
3682,Brown Farms,farmer,agricore,2023-08-22,inactive
3683,Stuart Farms,farmer,agricore,2017-04-13,active
3684,Daniel Farms,farmer,agricore,2025-10-04,inactive
3685,Watson Farms,farmer,agricore,2017-09-11,active
3686,Case Farms,farmer,agricore,2020-11-06,active
3687,Zavala Farms,farmer,agricore,2025-04-22,active
3688,Holt Farms,farmer,agricore,2022-06-20,active
3689,Brown Farms,farmer,agricore,2025-08-11,active
3690,Sanford Farms,farmer,agricore,2025-01-21,suspended
3691,Martinez Farms,farmer,agricore,2019-06-30,active
3692,Hays Farms,farmer,agricore,2023-03-04,active
3693,Flores Farms,farmer,agricore,2023-08-17,active
3694,Carter Farms,farmer,agricore,2026-05-27,inactive
3695,Austin Farms,farmer,agricore,2019-03-03,active
3696,Glenn Farms,farmer,agricore,2017-05-18,active
3697,Gonzalez Farms,farmer,agricore,2020-04-21,active
3698,Mcdaniel Farms,farmer,agricore,2018-01-25,active
3699,Sanders Farms,farmer,agricore,2025-06-13,active
3700,Barnett Farms,farmer,agricore,2018-09-29,inactive
3701,Yang Farms,farmer,agricore,2025-07-07,active
3702,Mccoy Farms,farmer,agricore,2022-06-12,active
3703,Jackson Farms,farmer,agricore,2022-10-28,active
3704,Barnes Farms,farmer,agricore,2020-01-25,active
3705,Kennedy Farms,farmer,agricore,2018-01-25,active
3706,White Farms,farmer,agricore,2020-02-25,active
3707,Mitchell Farms,farmer,agricore,2025-04-04,active
3708,Williams Farms,farmer,agricore,2020-01-12,active
3709,Garcia Farms,farmer,agricore,2022-11-15,active
3710,Wolfe Farms,farmer,agricore,2019-09-11,active
3711,Nichols Farms,farmer,agricore,2024-12-24,active
3712,Stephens Farms,farmer,agricore,2021-07-02,active
3713,Boyd Farms,farmer,agricore,2019-10-06,active
3714,Thompson Farms,farmer,agricore,2018-02-08,active
3715,Fleming Farms,farmer,agricore,2019-04-15,suspended
3716,Cook Farms,farmer,agricore,2024-05-01,active
3717,Williams Farms,farmer,agricore,2018-04-13,active
3718,Freeman Farms,farmer,agricore,2018-03-20,active
3719,Miller Farms,farmer,agricore,2017-07-25,active
3720,Sandoval Farms,farmer,agricore,2018-04-24,active
3721,Peters Farms,farmer,agricore,2020-10-30,active
3722,Baker Farms,farmer,agricore,2022-02-23,inactive
3723,Strickland Farms,farmer,agricore,2020-09-28,active
3724,Thomas Farms,farmer,agricore,2020-08-29,inactive
3725,Wilson Farms,farmer,agricore,2017-05-21,active
3726,Taylor Farms,farmer,agricore,2019-06-21,active
3727,Johnson Farms,farmer,agricore,2020-08-18,active
3728,Conner Farms,farmer,agricore,2018-02-09,active
3729,Stokes Farms,farmer,agricore,2023-11-17,active
3730,Miller Farms,farmer,agricore,2018-07-02,active
3731,Sanchez Farms,farmer,agricore,2021-04-21,suspended
3732,Smith Farms,farmer,agricore,2024-10-22,active
3733,Sheppard Farms,farmer,agricore,2020-12-16,active
3734,Hernandez Farms,farmer,agricore,2022-05-27,active
3735,Whitehead Farms,farmer,agricore,2022-07-05,active
3736,Smith Farms,farmer,agricore,2018-08-18,active
3737,Ellis Farms,farmer,agricore,2025-03-24,active
3738,Alexander Farms,farmer,agricore,2025-05-16,active
3739,Barr Farms,farmer,agricore,2023-01-13,active
3740,Evans Farms,farmer,agricore,2021-02-05,active
3741,Short Farms,farmer,agricore,2024-08-24,active
3742,Hughes Farms,farmer,agricore,2023-07-01,active
3743,Edwards Farms,farmer,agricore,2024-12-10,active
3744,Powell Farms,farmer,agricore,2021-01-29,active
3745,Snow Farms,farmer,agricore,2018-03-02,active
3746,White Farms,farmer,agricore,2018-08-25,active
3747,Stone Farms,farmer,agricore,2023-09-16,active
3748,Elliott Farms,farmer,agricore,2025-12-08,active
3749,Mitchell Farms,farmer,agricore,2017-01-01,active
3750,Gray Farms,farmer,agricore,2023-07-15,active
3751,Robinson Farms,farmer,agricore,2023-01-08,active
3752,Jordan Farms,farmer,agricore,2025-04-03,active
3753,Watson Farms,farmer,agricore,2024-04-18,suspended
3754,Wolfe Farms,farmer,agricore,2026-02-05,active
3755,Watts Farms,farmer,agricore,2025-01-24,active
3756,Lawrence Farms,farmer,agricore,2019-04-26,active
3757,Castro Farms,farmer,agricore,2025-11-10,active
3758,Nguyen Farms,farmer,agricore,2020-09-23,active
3759,Mack Farms,farmer,agricore,2023-08-07,active
3760,Rose Farms,farmer,agricore,2022-06-22,active
3761,Bauer Farms,farmer,agricore,2022-10-19,suspended
3762,Higgins Farms,farmer,agricore,2023-09-26,inactive
3763,Clark Farms,farmer,agricore,2019-12-11,inactive
3764,Maddox Farms,farmer,agricore,2019-09-15,active
3765,Richardson Farms,farmer,agricore,2026-05-05,suspended
3766,Sanchez Farms,farmer,agricore,2019-09-30,active
3767,Walls Farms,farmer,agricore,2025-04-12,active
3768,Kennedy Farms,farmer,agricore,2024-03-11,active
3769,Davidson Farms,farmer,agricore,2021-10-17,active
3770,Patel Farms,farmer,agricore,2025-11-27,active
3771,Schmidt Farms,farmer,agricore,2020-08-12,active
3772,Huff Farms,farmer,agricore,2021-01-15,active
3773,Lopez Farms,farmer,agricore,2022-08-15,active
3774,Swanson Farms,farmer,agricore,2018-12-26,active
3775,Payne Farms,farmer,agricore,2020-05-11,active
3776,Johnson Farms,farmer,agricore,2021-04-14,active
3777,Lambert Farms,farmer,agricore,2022-07-24,active
3778,Miller Farms,farmer,agricore,2022-02-16,active
3779,Mullins Farms,farmer,agricore,2018-12-26,active
3780,Bryant Farms,farmer,agricore,2024-01-24,suspended
3781,Morton Farms,farmer,agricore,2025-02-11,active
3782,Singleton Farms,farmer,agricore,2024-08-15,active
3783,Williams Farms,farmer,agricore,2018-04-15,active
3784,Griffin Farms,farmer,agricore,2023-12-15,active
3785,Andersen Farms,farmer,agricore,2023-08-17,active
3786,Walker Farms,farmer,agricore,2026-03-25,active
3787,Bailey Farms,farmer,agricore,2025-10-17,active
3788,Klein Farms,farmer,agricore,2024-07-21,active
3789,Williams Farms,farmer,agricore,2019-08-29,active
3790,Valdez Farms,farmer,agricore,2026-03-19,active
3791,Perez Farms,farmer,agricore,2017-09-25,active
3792,Baker Farms,farmer,agricore,2017-08-03,active
3793,Garcia Farms,farmer,agricore,2026-04-13,active
3794,Day Farms,farmer,agricore,2018-05-13,inactive
3795,Ruiz Farms,farmer,agricore,2022-09-19,active
3796,Roberts Farms,farmer,agricore,2019-11-25,inactive
3797,French Farms,farmer,agricore,2023-01-25,active
3798,Lewis Farms,farmer,agricore,2019-11-26,active
3799,Maxwell Farms,farmer,agricore,2017-09-30,active
3800,Johnson Farms,farmer,agricore,2022-05-08,active
3801,Green Farms,farmer,agricore,2024-07-22,active
3802,Li Farms,farmer,agricore,2018-02-27,active
3803,Winters Farms,farmer,agricore,2025-01-30,active
3804,Hogan Farms,farmer,agricore,2018-05-19,inactive
3805,Stewart Farms,farmer,agricore,2026-04-23,active
3806,Ortega Farms,farmer,agricore,2023-02-27,active
3807,Walton Farms,farmer,agricore,2018-03-08,active
3808,Harris Farms,farmer,agricore,2019-03-26,active
3809,Choi Farms,farmer,agricore,2023-03-15,inactive
3810,Cross Farms,farmer,agricore,2023-02-28,active
3811,Phillips Farms,farmer,agricore,2025-09-25,active
3812,Hobbs Farms,farmer,agricore,2022-04-28,active
3813,Harris Farms,farmer,agricore,2019-08-11,active
3814,Jones Farms,farmer,agricore,2018-08-09,active
3815,Dominguez Farms,farmer,agricore,2022-06-13,active
3816,Petty Farms,farmer,agricore,2023-06-14,active
3817,Davis Farms,farmer,agricore,2021-02-25,active
3818,Hernandez Farms,farmer,agricore,2025-11-04,active
3819,Potter Farms,farmer,agricore,2023-04-09,active
3820,Peterson Farms,farmer,agricore,2024-11-20,active
3821,Robles Farms,farmer,agricore,2021-06-18,active
3822,Mueller Farms,farmer,agricore,2017-12-23,active
3823,Taylor Farms,farmer,agricore,2017-11-07,active
3824,Chandler Farms,farmer,agricore,2023-03-10,active
3825,Mitchell Farms,farmer,agricore,2017-10-29,active
3826,Carney Farms,farmer,agricore,2022-02-06,active
3827,Espinoza Farms,farmer,agricore,2022-05-24,active
3828,Jenkins Farms,farmer,agricore,2017-01-14,active
3829,Burton Farms,farmer,agricore,2017-05-30,active
3830,Taylor Farms,farmer,agricore,2020-10-05,active
3831,Carroll Farms,farmer,agricore,2020-11-20,active
3832,Thomas Farms,farmer,agricore,2022-08-01,active
3833,Scott Farms,farmer,agricore,2025-04-21,active
3834,Phillips Farms,farmer,agricore,2022-11-30,active
3835,Garner Farms,farmer,agricore,2020-05-15,active
3836,Oliver Farms,farmer,agricore,2023-12-02,active
3837,Dodson Farms,farmer,agricore,2019-07-02,active
3838,Carter Farms,farmer,agricore,2025-10-09,active
3839,Dunn Farms,farmer,agricore,2019-09-27,active
3840,Brown Farms,farmer,agricore,2017-07-02,active
3841,Henry Farms,farmer,agricore,2021-12-04,active
3842,Parker Farms,farmer,agricore,2018-04-01,inactive
3843,Farmer Farms,farmer,agricore,2023-07-12,active
3844,Dunn Farms,farmer,agricore,2022-02-07,active
3845,Mckay Farms,farmer,agricore,2017-03-11,active
3846,Walker Farms,farmer,agricore,2025-08-25,active
3847,Aguirre Farms,farmer,agricore,2021-06-12,active
3848,Lawrence Farms,farmer,agricore,2021-01-06,active
3849,Dixon Farms,farmer,agricore,2024-07-10,active
3850,Baird Farms,farmer,agricore,2017-06-21,active
3851,Conrad Farms,farmer,agricore,2019-12-25,active
3852,Garcia Farms,farmer,agricore,2018-05-23,active
3853,Hanson Farms,farmer,agricore,2024-07-05,active
3854,Brewer Farms,farmer,agricore,2024-08-08,active
3855,Andrade Farms,farmer,agricore,2019-07-01,active
3856,Ellison Farms,farmer,agricore,2020-01-28,active
3857,Brady Farms,farmer,agricore,2021-03-31,suspended
3858,Pearson Farms,farmer,agricore,2017-09-04,active
3859,Park Farms,farmer,agricore,2021-06-24,active
3860,Anderson Farms,farmer,agricore,2026-05-23,active
3861,Hensley Farms,farmer,agricore,2023-11-16,active
3862,Rice Farms,farmer,agricore,2020-01-31,inactive
3863,Fitzgerald Farms,farmer,agricore,2020-09-19,active
3864,Green Farms,farmer,agricore,2021-03-08,inactive
3865,Gill Farms,farmer,agricore,2019-11-15,active
3866,Parrish Farms,farmer,agricore,2024-06-23,active
3867,Chen Farms,farmer,agricore,2025-10-04,active
3868,Martin Farms,farmer,agricore,2022-08-02,active
3869,Lawrence Farms,farmer,agricore,2024-02-28,active
3870,Castillo Farms,farmer,agricore,2026-03-07,active
3871,Brown Farms,farmer,agricore,2018-11-20,suspended
3872,Adams Farms,farmer,agricore,2017-12-24,active
3873,Smith Farms,farmer,agricore,2023-08-07,active
3874,Diaz Farms,farmer,agricore,2024-05-16,active
3875,Gray Farms,farmer,agricore,2018-05-31,active
3876,Lucero Farms,farmer,agricore,2026-02-08,inactive
3877,Saunders Farms,farmer,agricore,2024-08-20,active
3878,Jensen Farms,farmer,agricore,2019-01-29,active
3879,Rhodes Farms,farmer,agricore,2017-04-04,active
3880,Dominguez Farms,farmer,agricore,2022-12-18,active
3881,Russo Farms,farmer,agricore,2024-06-18,active
3882,Simmons Farms,farmer,agricore,2026-06-16,active
3883,Ray Farms,farmer,agricore,2018-03-20,active
3884,Adams Farms,farmer,agricore,2017-02-08,active
3885,Young Farms,farmer,agricore,2020-05-17,active
3886,Hubbard Farms,farmer,agricore,2021-08-21,active
3887,James Farms,farmer,agricore,2020-06-04,active
3888,Stanley Farms,farmer,agricore,2024-02-09,active
3889,Pena Farms,farmer,agricore,2017-04-03,active
3890,Anderson Farms,farmer,agricore,2023-03-24,active
3891,Vega Farms,farmer,agricore,2020-12-09,active
3892,Fitzgerald Farms,farmer,agricore,2024-08-03,active
3893,Horn Farms,farmer,agricore,2021-08-01,inactive
3894,Gonzalez Farms,farmer,agricore,2020-03-31,active
3895,Wilson Farms,farmer,agricore,2019-12-16,active
3896,Kent Farms,farmer,agricore,2017-08-17,active
3897,Martinez Farms,farmer,agricore,2020-04-05,active
3898,Jackson Farms,farmer,agricore,2025-07-16,active
3899,Johnson Farms,farmer,agricore,2022-10-25,active
3900,Lee Farms,farmer,agricore,2018-05-07,active
3901,Durham Farms,farmer,agricore,2019-06-20,active
3902,Hernandez Farms,farmer,agricore,2018-10-12,active
3903,Francis Farms,farmer,agricore,2023-02-05,active
3904,Macias Farms,farmer,agricore,2025-08-15,active
3905,Hanson Farms,farmer,agricore,2025-03-01,active
3906,Mcfarland Farms,farmer,agricore,2020-01-08,active
3907,Avery Farms,farmer,agricore,2019-11-07,active
3908,Schultz Farms,farmer,agricore,2020-10-05,active
3909,Meyers Farms,farmer,agricore,2019-03-29,active
3910,Clark Farms,farmer,agricore,2023-05-30,active
3911,Macdonald Farms,farmer,agricore,2024-01-13,active
3912,Harding Farms,farmer,agricore,2023-12-15,active
3913,Ramos Farms,farmer,agricore,2022-12-11,active
3914,Brown Farms,farmer,agricore,2019-11-03,active
3915,Cervantes Farms,farmer,agricore,2023-01-03,active
3916,Burns Farms,farmer,agricore,2019-01-07,active
3917,Saunders Farms,farmer,agricore,2020-06-25,active
3918,Miranda Farms,farmer,agricore,2025-07-20,active
3919,Reyes Farms,farmer,agricore,2020-07-14,active
3920,Savage Farms,farmer,agricore,2019-05-13,active
3921,Thomas Farms,farmer,agricore,2018-04-07,active
3922,Johnson Farms,farmer,agricore,2025-12-15,active
3923,Gonzalez Farms,farmer,agricore,2022-04-12,active
3924,Gonzalez Farms,farmer,agricore,2019-12-22,active
3925,Powell Farms,farmer,agricore,2021-09-17,active
3926,Young Farms,farmer,agricore,2021-03-06,active
3927,Mendoza Farms,farmer,agricore,2018-08-09,active
3928,Bennett Farms,farmer,agricore,2023-03-16,active
3929,Bell Farms,farmer,agricore,2018-01-16,active
3930,Carr Farms,farmer,agricore,2021-05-28,active
3931,Mccarthy Farms,farmer,agricore,2019-10-12,active
3932,Evans Farms,farmer,agricore,2018-01-04,active
3933,Simmons Farms,farmer,agricore,2023-04-12,active
3934,Mason Farms,farmer,agricore,2020-11-23,active
3935,Russell Farms,farmer,agricore,2023-07-22,active
3936,White Farms,farmer,agricore,2018-08-25,active
3937,Gutierrez Farms,farmer,agricore,2025-06-29,active
3938,Rogers Farms,farmer,agricore,2024-12-20,active
3939,Briggs Farms,farmer,agricore,2023-04-22,active
3940,Johnston Farms,farmer,agricore,2024-11-20,active
3941,Freeman Farms,farmer,agricore,2023-11-06,active
3942,Kerr Farms,farmer,agricore,2023-08-16,active
3943,Bauer Farms,farmer,agricore,2020-11-21,active
3944,Martin Farms,farmer,agricore,2017-07-12,active
3945,Jarvis Farms,farmer,agricore,2017-09-18,inactive
3946,White Farms,farmer,agricore,2025-06-03,active
3947,Perez Farms,farmer,agricore,2023-08-16,active
3948,Brock Farms,farmer,agricore,2025-10-26,active
3949,Horton Farms,farmer,agricore,2025-02-13,active
3950,Alvarez Farms,farmer,agricore,2024-09-16,active
3951,Peters Farms,farmer,agricore,2023-08-03,active
3952,Robinson Farms,farmer,agricore,2022-05-09,active
3953,Melton Farms,farmer,agricore,2022-01-29,active
3954,King Farms,farmer,agricore,2022-07-01,active
3955,Lang Farms,farmer,agricore,2021-06-26,active
3956,Suarez Farms,farmer,agricore,2025-09-30,inactive
3957,Galvan Farms,farmer,agricore,2018-02-14,active
3958,Stewart Farms,farmer,agricore,2026-06-19,active
3959,Wagner Farms,farmer,agricore,2017-06-17,active
3960,Cunningham Farms,farmer,agricore,2021-10-04,active
3961,Nichols Farms,farmer,agricore,2022-03-22,inactive
3962,Cameron Farms,farmer,agricore,2017-04-03,active
3963,Cain Farms,farmer,agricore,2018-10-07,active
3964,Odonnell Farms,farmer,agricore,2017-11-07,active
3965,Lewis Farms,farmer,agricore,2023-08-08,suspended
3966,Willis Farms,farmer,agricore,2024-07-24,active
3967,Hudson Farms,farmer,agricore,2017-10-23,active
3968,Fisher Farms,farmer,agricore,2024-02-03,inactive
3969,Lee Farms,farmer,agricore,2020-04-04,active
3970,Andrade Farms,farmer,agricore,2024-10-06,active
3971,Brown Farms,farmer,agricore,2017-09-16,active
3972,Woods Farms,farmer,agricore,2024-09-14,active
3973,Fisher Farms,farmer,agricore,2021-05-07,active
3974,Mccann Farms,farmer,agricore,2024-01-10,active
3975,Strickland Farms,farmer,agricore,2026-05-02,active
3976,Lopez Farms,farmer,agricore,2026-03-21,active
3977,Cross Farms,farmer,agricore,2025-11-26,active
3978,Vaughan Farms,farmer,agricore,2020-04-10,suspended
3979,Waller Farms,farmer,agricore,2021-11-18,active
3980,Day Farms,farmer,agricore,2025-06-29,active
3981,Owens Farms,farmer,agricore,2019-05-17,active
3982,Chambers Farms,farmer,agricore,2017-07-03,active
3983,Wheeler Farms,farmer,agricore,2023-08-07,active
3984,Roberts Farms,farmer,agricore,2025-11-22,active
3985,Weaver Farms,farmer,agricore,2018-06-13,active
3986,Roach Farms,farmer,agricore,2019-08-06,active
3987,Johnson Farms,farmer,agricore,2018-10-12,inactive
3988,Roberts Farms,farmer,agricore,2024-02-09,active
3989,Davis Farms,farmer,agricore,2020-05-14,active
3990,Campbell Farms,farmer,agricore,2022-01-28,active
3991,Simon Farms,farmer,agricore,2021-08-15,active
3992,Harrison Farms,farmer,agricore,2025-04-23,active
3993,Webb Farms,farmer,agricore,2021-02-07,active
3994,Johnson Farms,farmer,agricore,2020-04-09,active
3995,Mccormick Farms,farmer,agricore,2020-04-17,active
3996,Lopez Farms,farmer,agricore,2019-05-10,active
3997,Smith Farms,farmer,agricore,2020-10-07,active
3998,Alvarez Farms,farmer,agricore,2020-08-24,active
3999,Gonzalez Farms,farmer,agricore,2024-12-11,active
4000,Greene Farms,farmer,agricore,2022-12-31,active
4001,Krause Farms,farmer,agricore,2017-04-12,active
4002,Douglas Farms,farmer,agricore,2022-07-19,active
4003,Johnson Farms,farmer,agricore,2017-12-25,active
4004,Carroll Farms,farmer,agricore,2019-02-06,active
4005,Wells Farms,farmer,agricore,2017-05-28,suspended
4006,Harrell Farms,farmer,agricore,2025-04-17,active
4007,Foster Farms,farmer,agricore,2019-01-22,active
4008,Bishop Farms,farmer,agricore,2022-12-05,active
4009,Williams Farms,farmer,agricore,2020-11-21,active
4010,Martin Farms,farmer,agricore,2019-03-29,active
4011,Williams Farms,farmer,agricore,2022-01-11,suspended
4012,Weber Farms,farmer,agricore,2024-09-08,active
4013,Thompson Farms,farmer,agricore,2020-09-30,active
4014,Washington Farms,farmer,agricore,2021-01-25,suspended
4015,Estrada Farms,farmer,agricore,2023-02-16,active
4016,Newman Farms,farmer,agricore,2022-03-21,active
4017,Baker Farms,farmer,agricore,2020-04-11,active
4018,Pitts Farms,farmer,agricore,2019-05-31,active
4019,Herring Farms,farmer,agricore,2025-07-10,active
4020,Peterson Farms,farmer,agricore,2024-07-22,active
4021,Ferguson Farms,farmer,agricore,2021-07-22,active
4022,Brown Farms,farmer,agricore,2019-10-25,active
4023,Jones Farms,farmer,agricore,2023-09-08,active
4024,Glenn Farms,farmer,agricore,2023-06-01,active
4025,Irwin Farms,farmer,agricore,2018-09-16,active
4026,Davis Farms,farmer,agricore,2018-10-25,active
4027,Juarez Farms,farmer,agricore,2020-06-30,active
4028,Jones Farms,farmer,agricore,2025-08-08,inactive
4029,Navarro Farms,farmer,agricore,2018-01-23,active
4030,Hill Farms,farmer,agricore,2020-01-18,active
4031,Simpson Farms,farmer,agricore,2024-06-24,active
4032,Gutierrez Farms,farmer,agricore,2018-10-18,active
4033,Reyes Farms,farmer,agricore,2018-08-09,active
4034,Blankenship Farms,farmer,agricore,2022-06-16,suspended
4035,Krause Farms,farmer,agricore,2017-04-26,active
4036,Jackson Farms,farmer,agricore,2020-09-04,active
4037,Diaz Farms,farmer,agricore,2023-01-27,active
4038,Long Farms,farmer,agricore,2020-10-17,active
4039,Bennett Farms,farmer,agricore,2017-12-25,active
4040,Suarez Farms,farmer,agricore,2020-11-02,active
4041,Robbins Farms,farmer,agricore,2017-10-02,active
4042,Hawkins Farms,farmer,agricore,2022-07-30,active
4043,Thomas Farms,farmer,agricore,2024-05-06,active
4044,Hensley Farms,farmer,agricore,2024-10-08,active
4045,Fuller Farms,farmer,agricore,2017-12-30,active
4046,Thomas Farms,farmer,agricore,2021-08-31,active
4047,Sullivan Farms,farmer,agricore,2023-05-29,active
4048,Beck Farms,farmer,agricore,2021-07-31,active
4049,Atkins Farms,farmer,agricore,2019-12-28,active
4050,Richards Farms,farmer,agricore,2018-01-09,inactive
4051,Bridges Farms,farmer,agricore,2023-02-19,active
4052,Thomas Farms,farmer,agricore,2024-12-13,active
4053,Myers Farms,farmer,agricore,2018-07-08,active
4054,Robbins Farms,farmer,agricore,2024-10-28,active
4055,Rhodes Farms,farmer,agricore,2023-04-11,active
4056,Perez Farms,farmer,agricore,2017-01-04,active
4057,Thompson Farms,farmer,agricore,2017-05-10,active
4058,Wilson Farms,farmer,agricore,2023-06-25,active
4059,Mccullough Farms,farmer,agricore,2017-09-15,active
4060,Hernandez Farms,farmer,agricore,2021-03-31,active
4061,Martinez Farms,farmer,agricore,2022-10-14,active
4062,Jackson Farms,farmer,agricore,2024-11-29,inactive
4063,Contreras Farms,farmer,agricore,2023-04-28,active
4064,Hart Farms,farmer,agricore,2021-07-26,active
4065,Hoover Farms,farmer,agricore,2020-11-21,active
4066,Frazier Farms,farmer,agricore,2025-07-08,active
4067,Hill Farms,farmer,agricore,2022-06-13,active
4068,Campbell Farms,farmer,agricore,2023-11-01,active
4069,Moore Farms,farmer,agricore,2026-06-06,active
4070,Howard Farms,farmer,agricore,2025-07-25,active
4071,Jones Farms,farmer,agricore,2025-08-27,active
4072,Williams Farms,farmer,agricore,2019-07-11,active
4073,Martinez Farms,farmer,agricore,2021-05-02,inactive
4074,Malone Farms,farmer,agricore,2022-03-19,active
