farmer_id,supplier_id,registration_date,cooperative_name
2739,2739,2023-06-24,Enugu Farmers Cooperative
2740,2740,2015-11-26,Enugu Farmers Cooperative
2741,2741,2015-11-02,
2742,2742,2022-10-02,Uyo Farmers Cooperative
2743,2743,2019-05-21,
2744,2744,2022-03-04,
2745,2745,2022-07-05,
2746,2746,2024-09-07,
2747,2747,2017-04-02,Kumasi Farmers Cooperative
2748,2748,2016-03-10,
2749,2749,2022-02-09,
2750,2750,2022-01-05,Enugu Farmers Cooperative
2751,2751,2026-06-05,Benue Farmers Cooperative
2752,2752,2025-02-14,
2753,2753,2018-05-17,Uyo Farmers Cooperative
2754,2754,2016-12-21,Uyo Farmers Cooperative
2755,2755,2024-02-02,Uyo Farmers Cooperative
2756,2756,2020-07-22,
2757,2757,2017-12-06,
2758,2758,2024-04-15,
2759,2759,2024-07-09,Uyo Farmers Cooperative
2760,2760,2020-01-27,Benue Farmers Cooperative
2761,2761,2021-04-27,Uyo Farmers Cooperative
2762,2762,2025-08-24,Kaduna Farmers Cooperative
2763,2763,2019-08-07,
2764,2764,2018-02-19,Enugu Farmers Cooperative
2765,2765,2025-04-20,
2766,2766,2023-12-30,Enugu Farmers Cooperative
2767,2767,2019-05-23,Nakuru Farmers Cooperative
2768,2768,2026-06-15,Ibadan Farmers Cooperative
2769,2769,2019-04-07,
2770,2770,2019-11-30,Kaduna Farmers Cooperative
2771,2771,2019-04-03,
2772,2772,2022-12-13,Nakuru Farmers Cooperative
2773,2773,2025-09-14,Enugu Farmers Cooperative
2774,2774,2016-12-21,Enugu Farmers Cooperative
2775,2775,2024-09-22,
2776,2776,2021-10-27,Benue Farmers Cooperative
2777,2777,2016-10-28,Nakuru Farmers Cooperative
2778,2778,2019-06-13,Benue Farmers Cooperative
2779,2779,2021-04-13,
2780,2780,2025-04-15,Kumasi Farmers Cooperative
2781,2781,2017-03-16,
2782,2782,2021-01-05,
2783,2783,2021-08-23,Benue Farmers Cooperative
2784,2784,2025-12-10,Ibadan Farmers Cooperative
2785,2785,2024-10-23,Uyo Farmers Cooperative
2786,2786,2018-12-06,Uyo Farmers Cooperative
2787,2787,2023-03-12,Kaduna Farmers Cooperative
2788,2788,2015-02-26,Nakuru Farmers Cooperative
2789,2789,2017-12-22,Nakuru Farmers Cooperative
2790,2790,2024-03-09,Benue Farmers Cooperative
2791,2791,2021-08-01,
2792,2792,2017-01-03,
2793,2793,2025-09-22,Benue Farmers Cooperative
2794,2794,2022-07-11,Ibadan Farmers Cooperative
2795,2795,2022-01-04,
2796,2796,2025-10-20,Uyo Farmers Cooperative
2797,2797,2024-01-31,
2798,2798,2018-01-21,
2799,2799,2020-01-08,
2800,2800,2024-10-25,Nakuru Farmers Cooperative
2801,2801,2021-05-31,Benue Farmers Cooperative
2802,2802,2017-08-06,
2803,2803,2018-06-19,
2804,2804,2024-03-30,
2805,2805,2018-09-06,Nakuru Farmers Cooperative
2806,2806,2019-12-12,
2807,2807,2017-03-16,
2808,2808,2022-02-07,Enugu Farmers Cooperative
2809,2809,2025-06-28,Nakuru Farmers Cooperative
2810,2810,2019-02-20,
2811,2811,2023-08-28,Kumasi Farmers Cooperative
2812,2812,2020-12-23,Nakuru Farmers Cooperative
2813,2813,2015-10-03,Enugu Farmers Cooperative
2814,2814,2022-11-05,
2815,2815,2018-06-28,Benue Farmers Cooperative
2816,2816,2021-11-19,
2817,2817,2025-05-22,Kaduna Farmers Cooperative
2818,2818,2026-05-06,Kumasi Farmers Cooperative
2819,2819,2022-11-19,Kaduna Farmers Cooperative
2820,2820,2015-07-08,
2821,2821,2022-05-26,Enugu Farmers Cooperative
2822,2822,2023-05-02,
2823,2823,2016-06-26,
2824,2824,2018-06-11,Nakuru Farmers Cooperative
2825,2825,2026-01-08,
2826,2826,2025-07-13,Kumasi Farmers Cooperative
2827,2827,2017-10-05,Kumasi Farmers Cooperative
2828,2828,2023-12-24,
2829,2829,2018-05-05,Benue Farmers Cooperative
2830,2830,2017-11-25,
2831,2831,2023-09-24,Nakuru Farmers Cooperative
2832,2832,2022-04-22,Kumasi Farmers Cooperative
2833,2833,2016-11-30,
2834,2834,2025-04-18,
2835,2835,2015-06-27,Uyo Farmers Cooperative
2836,2836,2023-10-19,
2837,2837,2023-04-08,
2838,2838,2019-03-11,Kaduna Farmers Cooperative
2839,2839,2015-12-15,
2840,2840,2025-11-20,Uyo Farmers Cooperative
2841,2841,2023-06-12,Benue Farmers Cooperative
2842,2842,2021-09-01,
2843,2843,2015-04-07,Uyo Farmers Cooperative
2844,2844,2022-03-01,Kaduna Farmers Cooperative
2845,2845,2025-01-22,
2846,2846,2026-06-06,
2847,2847,2022-08-13,
2848,2848,2022-01-06,
2849,2849,2015-10-18,Nakuru Farmers Cooperative
2850,2850,2021-07-05,Enugu Farmers Cooperative
2851,2851,2025-03-11,
2852,2852,2016-03-14,Kumasi Farmers Cooperative
2853,2853,2020-11-17,Enugu Farmers Cooperative
2854,2854,2016-12-13,Ibadan Farmers Cooperative
2855,2855,2022-08-13,
2856,2856,2025-10-24,Uyo Farmers Cooperative
2857,2857,2021-12-03,
2858,2858,2018-04-27,Kaduna Farmers Cooperative
2859,2859,2015-03-25,
2860,2860,2016-02-27,Nakuru Farmers Cooperative
2861,2861,2020-07-24,
2862,2862,2018-03-28,Benue Farmers Cooperative
2863,2863,2021-02-01,Kumasi Farmers Cooperative
2864,2864,2020-03-29,Kaduna Farmers Cooperative
2865,2865,2015-10-06,Kumasi Farmers Cooperative
2866,2866,2021-04-01,Enugu Farmers Cooperative
2867,2867,2026-05-04,Uyo Farmers Cooperative
2868,2868,2015-01-22,
2869,2869,2021-06-03,Kaduna Farmers Cooperative
2870,2870,2020-09-24,Kumasi Farmers Cooperative
2871,2871,2015-07-17,Nakuru Farmers Cooperative
2872,2872,2016-02-26,
2873,2873,2023-03-31,
2874,2874,2016-02-28,
2875,2875,2022-03-01,
2876,2876,2024-02-06,
2877,2877,2024-06-05,Enugu Farmers Cooperative
2878,2878,2018-07-23,Uyo Farmers Cooperative
2879,2879,2016-09-23,
2880,2880,2015-10-29,Nakuru Farmers Cooperative
2881,2881,2019-11-19,
2882,2882,2019-05-03,Enugu Farmers Cooperative
2883,2883,2015-01-26,Kumasi Farmers Cooperative
2884,2884,2024-08-21,Benue Farmers Cooperative
2885,2885,2019-02-27,Benue Farmers Cooperative
2886,2886,2018-09-11,Uyo Farmers Cooperative
2887,2887,2019-04-03,Uyo Farmers Cooperative
2888,2888,2018-06-16,Enugu Farmers Cooperative
2889,2889,2017-01-22,
2890,2890,2026-01-24,
2891,2891,2022-09-22,Benue Farmers Cooperative
2892,2892,2024-07-07,
2893,2893,2023-12-13,Ibadan Farmers Cooperative
2894,2894,2016-05-21,
2895,2895,2021-07-06,
2896,2896,2019-06-26,
2897,2897,2021-09-26,Kaduna Farmers Cooperative
2898,2898,2023-06-02,Benue Farmers Cooperative
2899,2899,2020-08-29,
2900,2900,2025-07-27,Uyo Farmers Cooperative
2901,2901,2024-10-16,Benue Farmers Cooperative
2902,2902,2015-08-02,
2903,2903,2023-06-28,
2904,2904,2025-03-15,Nakuru Farmers Cooperative
2905,2905,2019-04-05,Benue Farmers Cooperative
2906,2906,2018-07-22,Nakuru Farmers Cooperative
2907,2907,2019-10-15,
2908,2908,2025-12-07,Kaduna Farmers Cooperative
2909,2909,2022-04-10,Enugu Farmers Cooperative
2910,2910,2020-01-09,
2911,2911,2025-04-24,
2912,2912,2016-05-15,
2913,2913,2016-01-10,
2914,2914,2016-09-24,
2915,2915,2025-06-02,
2916,2916,2021-06-14,
2917,2917,2022-11-21,
2918,2918,2024-02-22,Kumasi Farmers Cooperative
2919,2919,2022-06-01,
2920,2920,2023-11-16,
2921,2921,2019-05-06,Uyo Farmers Cooperative
2922,2922,2018-01-15,Kumasi Farmers Cooperative
2923,2923,2025-01-10,
2924,2924,2024-01-13,
2925,2925,2022-08-15,Kumasi Farmers Cooperative
2926,2926,2021-10-22,
2927,2927,2024-07-24,Kaduna Farmers Cooperative
2928,2928,2017-07-14,Kumasi Farmers Cooperative
2929,2929,2018-01-09,
2930,2930,2024-02-19,Kumasi Farmers Cooperative
2931,2931,2017-08-01,Nakuru Farmers Cooperative
2932,2932,2024-04-15,Enugu Farmers Cooperative
2933,2933,2026-03-08,Kumasi Farmers Cooperative
2934,2934,2020-05-05,Uyo Farmers Cooperative
2935,2935,2015-01-19,
2936,2936,2019-05-06,Benue Farmers Cooperative
2937,2937,2017-11-13,
2938,2938,2016-03-11,
2939,2939,2017-08-14,Ibadan Farmers Cooperative
2940,2940,2022-09-04,Enugu Farmers Cooperative
2941,2941,2022-03-17,
2942,2942,2018-06-01,
2943,2943,2022-01-23,
2944,2944,2025-04-19,Benue Farmers Cooperative
2945,2945,2015-02-08,Kaduna Farmers Cooperative
2946,2946,2018-10-30,Kaduna Farmers Cooperative
2947,2947,2025-06-10,
2948,2948,2022-06-23,
2949,2949,2023-11-25,
2950,2950,2019-03-31,
2951,2951,2022-06-05,Enugu Farmers Cooperative
2952,2952,2024-08-29,Benue Farmers Cooperative
2953,2953,2023-10-31,Nakuru Farmers Cooperative
2954,2954,2022-07-04,Nakuru Farmers Cooperative
2955,2955,2021-01-05,
2956,2956,2024-08-11,Kaduna Farmers Cooperative
2957,2957,2019-06-03,Benue Farmers Cooperative
2958,2958,2019-12-07,Enugu Farmers Cooperative
2959,2959,2023-06-08,Uyo Farmers Cooperative
2960,2960,2018-08-23,Kaduna Farmers Cooperative
2961,2961,2025-04-06,Enugu Farmers Cooperative
2962,2962,2019-10-08,Enugu Farmers Cooperative
2963,2963,2016-01-29,Ibadan Farmers Cooperative
2964,2964,2019-09-16,Enugu Farmers Cooperative
2965,2965,2023-05-24,Ibadan Farmers Cooperative
2966,2966,2022-03-27,Benue Farmers Cooperative
2967,2967,2020-10-05,Nakuru Farmers Cooperative
2968,2968,2023-10-20,
2969,2969,2017-09-07,Uyo Farmers Cooperative
2970,2970,2026-02-13,
2971,2971,2024-10-28,Nakuru Farmers Cooperative
2972,2972,2022-05-13,Nakuru Farmers Cooperative
2973,2973,2024-11-27,
2974,2974,2017-03-30,
2975,2975,2026-05-24,
2976,2976,2018-11-28,Kumasi Farmers Cooperative
2977,2977,2019-09-22,Ibadan Farmers Cooperative
2978,2978,2021-02-05,Uyo Farmers Cooperative
2979,2979,2020-09-17,
2980,2980,2019-07-02,Nakuru Farmers Cooperative
2981,2981,2022-07-28,Ibadan Farmers Cooperative
2982,2982,2023-07-15,Enugu Farmers Cooperative
2983,2983,2016-11-23,
2984,2984,2024-07-02,Kumasi Farmers Cooperative
2985,2985,2016-06-15,Nakuru Farmers Cooperative
2986,2986,2025-12-08,Kumasi Farmers Cooperative
2987,2987,2020-05-22,Enugu Farmers Cooperative
2988,2988,2017-11-04,Enugu Farmers Cooperative
2989,2989,2026-04-07,
2990,2990,2015-11-02,
2991,2991,2016-01-27,Ibadan Farmers Cooperative
2992,2992,2016-06-14,Kaduna Farmers Cooperative
2993,2993,2025-06-30,
2994,2994,2023-06-03,
2995,2995,2021-03-02,
2996,2996,2016-08-21,Ibadan Farmers Cooperative
2997,2997,2017-10-15,
2998,2998,2022-12-17,Enugu Farmers Cooperative
2999,2999,2017-03-23,
3000,3000,2017-07-13,Uyo Farmers Cooperative
3001,3001,2017-08-04,
3002,3002,2023-08-16,Kaduna Farmers Cooperative
3003,3003,2022-06-30,
3004,3004,2017-12-22,Nakuru Farmers Cooperative
3005,3005,2022-04-06,Kaduna Farmers Cooperative
3006,3006,2018-07-03,
3007,3007,2026-06-16,
3008,3008,2017-10-10,Enugu Farmers Cooperative
3009,3009,2021-03-06,Kumasi Farmers Cooperative
3010,3010,2020-09-01,
3011,3011,2024-07-03,
3012,3012,2022-07-31,
3013,3013,2017-03-10,
3014,3014,2022-11-06,Kumasi Farmers Cooperative
3015,3015,2015-08-08,
3016,3016,2022-08-23,Uyo Farmers Cooperative
3017,3017,2023-04-18,Kaduna Farmers Cooperative
3018,3018,2016-09-13,Uyo Farmers Cooperative
3019,3019,2018-01-08,Benue Farmers Cooperative
3020,3020,2018-07-29,
3021,3021,2019-02-16,Kaduna Farmers Cooperative
3022,3022,2019-02-02,Enugu Farmers Cooperative
3023,3023,2024-11-19,Uyo Farmers Cooperative
3024,3024,2017-09-29,Nakuru Farmers Cooperative
3025,3025,2017-07-17,Ibadan Farmers Cooperative
3026,3026,2022-12-30,Enugu Farmers Cooperative
3027,3027,2017-02-03,Benue Farmers Cooperative
3028,3028,2024-06-22,Nakuru Farmers Cooperative
3029,3029,2022-08-16,Nakuru Farmers Cooperative
3030,3030,2017-04-23,Enugu Farmers Cooperative
3031,3031,2019-07-18,Nakuru Farmers Cooperative
3032,3032,2021-03-02,
3033,3033,2026-04-28,Enugu Farmers Cooperative
3034,3034,2016-01-05,Nakuru Farmers Cooperative
3035,3035,2026-03-28,Benue Farmers Cooperative
3036,3036,2019-03-22,Enugu Farmers Cooperative
3037,3037,2015-04-09,Kumasi Farmers Cooperative
3038,3038,2016-08-19,Kumasi Farmers Cooperative
3039,3039,2020-11-26,Nakuru Farmers Cooperative
3040,3040,2017-07-20,
3041,3041,2017-12-02,Ibadan Farmers Cooperative
3042,3042,2016-03-28,Kumasi Farmers Cooperative
3043,3043,2018-08-07,Kaduna Farmers Cooperative
3044,3044,2017-05-05,
3045,3045,2023-07-13,Benue Farmers Cooperative
3046,3046,2021-01-14,Ibadan Farmers Cooperative
3047,3047,2018-11-11,Benue Farmers Cooperative
3048,3048,2020-08-22,
3049,3049,2024-11-04,
3050,3050,2023-04-25,Kumasi Farmers Cooperative
3051,3051,2021-08-28,Kumasi Farmers Cooperative
3052,3052,2023-04-24,Ibadan Farmers Cooperative
3053,3053,2026-05-12,Uyo Farmers Cooperative
3054,3054,2021-01-07,
3055,3055,2020-06-08,Ibadan Farmers Cooperative
3056,3056,2023-08-06,Ibadan Farmers Cooperative
3057,3057,2018-03-25,
3058,3058,2022-12-23,Kumasi Farmers Cooperative
3059,3059,2018-08-16,Uyo Farmers Cooperative
3060,3060,2020-06-14,Uyo Farmers Cooperative
3061,3061,2023-03-23,Enugu Farmers Cooperative
3062,3062,2015-07-25,
3063,3063,2024-10-18,Kumasi Farmers Cooperative
3064,3064,2017-02-04,
3065,3065,2026-01-27,
3066,3066,2024-12-25,
3067,3067,2022-06-29,Enugu Farmers Cooperative
3068,3068,2024-03-09,
3069,3069,2020-01-27,
3070,3070,2021-04-28,Kaduna Farmers Cooperative
3071,3071,2024-03-01,Uyo Farmers Cooperative
3072,3072,2017-03-04,Kumasi Farmers Cooperative
3073,3073,2018-08-31,Ibadan Farmers Cooperative
3074,3074,2016-11-21,
3075,3075,2022-04-23,
3076,3076,2018-09-21,Ibadan Farmers Cooperative
3077,3077,2024-11-01,
3078,3078,2022-06-07,Benue Farmers Cooperative
3079,3079,2022-09-23,
3080,3080,2015-07-24,Kumasi Farmers Cooperative
3081,3081,2026-02-05,Enugu Farmers Cooperative
3082,3082,2017-12-17,Nakuru Farmers Cooperative
3083,3083,2025-11-28,Kumasi Farmers Cooperative
3084,3084,2022-08-07,Kumasi Farmers Cooperative
3085,3085,2018-10-23,
3086,3086,2026-02-21,Benue Farmers Cooperative
3087,3087,2022-12-19,
3088,3088,2025-11-19,Ibadan Farmers Cooperative
3089,3089,2019-08-02,Enugu Farmers Cooperative
3090,3090,2020-09-19,Kaduna Farmers Cooperative
3091,3091,2015-01-02,
3092,3092,2015-10-17,Enugu Farmers Cooperative
3093,3093,2020-08-06,
3094,3094,2022-04-14,Kaduna Farmers Cooperative
3095,3095,2023-12-17,Kaduna Farmers Cooperative
3096,3096,2020-05-22,Ibadan Farmers Cooperative
3097,3097,2020-02-15,
3098,3098,2019-09-08,
3099,3099,2018-02-13,Enugu Farmers Cooperative
3100,3100,2022-01-30,
3101,3101,2020-08-26,Ibadan Farmers Cooperative
3102,3102,2022-04-23,Kumasi Farmers Cooperative
3103,3103,2020-05-22,
3104,3104,2017-06-06,
3105,3105,2016-01-13,
3106,3106,2016-07-25,
3107,3107,2023-07-05,Enugu Farmers Cooperative
3108,3108,2021-10-30,Kumasi Farmers Cooperative
3109,3109,2026-05-17,
3110,3110,2020-05-15,
3111,3111,2024-05-22,Kumasi Farmers Cooperative
3112,3112,2020-08-01,Kumasi Farmers Cooperative
3113,3113,2021-02-04,Enugu Farmers Cooperative
3114,3114,2016-08-01,Benue Farmers Cooperative
3115,3115,2015-08-19,
3116,3116,2020-07-01,
3117,3117,2015-02-02,Benue Farmers Cooperative
3118,3118,2016-02-04,
3119,3119,2024-05-03,Benue Farmers Cooperative
3120,3120,2022-10-06,
3121,3121,2026-02-21,Ibadan Farmers Cooperative
3122,3122,2026-06-06,Kaduna Farmers Cooperative
3123,3123,2022-07-10,
3124,3124,2023-12-17,
3125,3125,2017-05-03,Uyo Farmers Cooperative
3126,3126,2022-10-26,Nakuru Farmers Cooperative
3127,3127,2022-05-04,Kaduna Farmers Cooperative
3128,3128,2022-04-22,
3129,3129,2021-08-24,
3130,3130,2019-04-24,
3131,3131,2021-02-21,Benue Farmers Cooperative
3132,3132,2025-01-01,Uyo Farmers Cooperative
3133,3133,2026-04-07,
3134,3134,2022-12-16,
3135,3135,2016-02-16,Ibadan Farmers Cooperative
3136,3136,2022-02-17,Uyo Farmers Cooperative
3137,3137,2019-05-20,
3138,3138,2023-03-19,
3139,3139,2023-11-27,
3140,3140,2021-06-08,Kumasi Farmers Cooperative
3141,3141,2020-04-23,Ibadan Farmers Cooperative
3142,3142,2024-05-10,Kumasi Farmers Cooperative
3143,3143,2023-07-03,Benue Farmers Cooperative
3144,3144,2025-07-09,Kaduna Farmers Cooperative
3145,3145,2025-03-08,Nakuru Farmers Cooperative
3146,3146,2024-04-10,Enugu Farmers Cooperative
3147,3147,2022-03-27,Enugu Farmers Cooperative
3148,3148,2022-04-09,Nakuru Farmers Cooperative
3149,3149,2021-12-14,Benue Farmers Cooperative
3150,3150,2021-05-10,Ibadan Farmers Cooperative
3151,3151,2015-07-04,
3152,3152,2022-06-01,Uyo Farmers Cooperative
3153,3153,2020-10-19,
3154,3154,2017-02-18,
3155,3155,2020-06-28,Enugu Farmers Cooperative
3156,3156,2017-09-15,Nakuru Farmers Cooperative
3157,3157,2020-08-05,Kumasi Farmers Cooperative
3158,3158,2017-01-18,
3159,3159,2022-08-08,Kaduna Farmers Cooperative
3160,3160,2020-06-05,
3161,3161,2017-04-24,Uyo Farmers Cooperative
3162,3162,2020-10-22,Enugu Farmers Cooperative
3163,3163,2021-04-08,Benue Farmers Cooperative
3164,3164,2019-10-09,Ibadan Farmers Cooperative
3165,3165,2024-05-13,
3166,3166,2023-05-29,Benue Farmers Cooperative
3167,3167,2017-09-13,
3168,3168,2024-11-24,Uyo Farmers Cooperative
3169,3169,2016-01-22,Kaduna Farmers Cooperative
3170,3170,2019-06-09,Ibadan Farmers Cooperative
3171,3171,2025-07-16,
3172,3172,2021-03-02,
3173,3173,2015-09-09,Enugu Farmers Cooperative
3174,3174,2026-01-23,
3175,3175,2024-11-05,Kumasi Farmers Cooperative
3176,3176,2015-05-01,Ibadan Farmers Cooperative
3177,3177,2017-11-15,
3178,3178,2022-10-10,Kaduna Farmers Cooperative
3179,3179,2015-07-17,Kaduna Farmers Cooperative
3180,3180,2021-07-11,Kaduna Farmers Cooperative
3181,3181,2019-12-03,
3182,3182,2020-11-23,Kumasi Farmers Cooperative
3183,3183,2016-11-02,Uyo Farmers Cooperative
3184,3184,2020-09-20,Kaduna Farmers Cooperative
3185,3185,2018-06-09,Benue Farmers Cooperative
3186,3186,2024-11-05,Nakuru Farmers Cooperative
3187,3187,2019-04-23,
3188,3188,2015-05-10,Benue Farmers Cooperative
3189,3189,2024-07-30,Kaduna Farmers Cooperative
3190,3190,2019-06-30,Benue Farmers Cooperative
3191,3191,2015-05-22,Nakuru Farmers Cooperative
3192,3192,2024-07-30,Benue Farmers Cooperative
3193,3193,2017-04-12,Kaduna Farmers Cooperative
3194,3194,2023-05-23,Enugu Farmers Cooperative
3195,3195,2023-06-06,Enugu Farmers Cooperative
3196,3196,2017-06-28,Kumasi Farmers Cooperative
3197,3197,2022-01-20,Enugu Farmers Cooperative
3198,3198,2022-04-22,
3199,3199,2017-07-11,Uyo Farmers Cooperative
3200,3200,2025-01-16,
3201,3201,2019-01-04,Nakuru Farmers Cooperative
3202,3202,2025-06-16,Benue Farmers Cooperative
3203,3203,2016-12-02,Nakuru Farmers Cooperative
3204,3204,2025-08-24,Nakuru Farmers Cooperative
3205,3205,2018-09-11,Uyo Farmers Cooperative
3206,3206,2016-03-28,
3207,3207,2016-06-28,Enugu Farmers Cooperative
3208,3208,2018-07-20,Nakuru Farmers Cooperative
3209,3209,2025-03-20,
3210,3210,2019-03-02,
3211,3211,2019-09-07,Kumasi Farmers Cooperative
3212,3212,2015-07-21,
3213,3213,2024-03-01,Ibadan Farmers Cooperative
3214,3214,2025-04-09,
3215,3215,2025-04-11,
3216,3216,2015-05-31,Uyo Farmers Cooperative
3217,3217,2026-06-03,
3218,3218,2016-02-16,Benue Farmers Cooperative
3219,3219,2019-05-12,
3220,3220,2023-04-28,
3221,3221,2023-05-17,
3222,3222,2020-09-27,
3223,3223,2017-02-06,
3224,3224,2023-12-18,
3225,3225,2023-06-14,
3226,3226,2017-11-28,Kaduna Farmers Cooperative
3227,3227,2023-06-11,
3228,3228,2023-11-26,Kumasi Farmers Cooperative
3229,3229,2019-04-19,Nakuru Farmers Cooperative
3230,3230,2017-08-28,Benue Farmers Cooperative
3231,3231,2022-08-29,
3232,3232,2016-07-21,
3233,3233,2016-07-26,Benue Farmers Cooperative
3234,3234,2019-09-30,
3235,3235,2019-12-13,Uyo Farmers Cooperative
3236,3236,2020-01-23,
3237,3237,2018-08-11,
3238,3238,2019-10-26,Benue Farmers Cooperative
3239,3239,2015-01-18,Kumasi Farmers Cooperative
3240,3240,2022-03-26,Kumasi Farmers Cooperative
3241,3241,2017-12-03,Uyo Farmers Cooperative
3242,3242,2015-04-26,Benue Farmers Cooperative
3243,3243,2015-06-16,Nakuru Farmers Cooperative
3244,3244,2025-11-02,Kumasi Farmers Cooperative
3245,3245,2021-07-24,Nakuru Farmers Cooperative
3246,3246,2019-09-05,Enugu Farmers Cooperative
3247,3247,2022-10-27,
3248,3248,2020-12-14,Enugu Farmers Cooperative
3249,3249,2018-07-17,Kumasi Farmers Cooperative
3250,3250,2017-10-08,
3251,3251,2018-09-12,Nakuru Farmers Cooperative
3252,3252,2023-02-28,Enugu Farmers Cooperative
3253,3253,2017-09-30,
3254,3254,2018-03-13,Enugu Farmers Cooperative
3255,3255,2017-03-16,Benue Farmers Cooperative
3256,3256,2022-10-18,Nakuru Farmers Cooperative
3257,3257,2017-12-03,
3258,3258,2025-01-17,Nakuru Farmers Cooperative
3259,3259,2023-11-01,Kumasi Farmers Cooperative
3260,3260,2021-08-02,Benue Farmers Cooperative
3261,3261,2021-04-27,
3262,3262,2022-04-10,Ibadan Farmers Cooperative
3263,3263,2023-12-22,Nakuru Farmers Cooperative
3264,3264,2024-03-21,Ibadan Farmers Cooperative
3265,3265,2025-07-14,Benue Farmers Cooperative
3266,3266,2024-09-16,Ibadan Farmers Cooperative
3267,3267,2020-12-30,Kaduna Farmers Cooperative
3268,3268,2019-02-21,
3269,3269,2018-10-08,Kaduna Farmers Cooperative
3270,3270,2022-10-12,Nakuru Farmers Cooperative
3271,3271,2016-05-09,Kumasi Farmers Cooperative
3272,3272,2017-06-29,
3273,3273,2020-12-24,Ibadan Farmers Cooperative
3274,3274,2021-03-16,Kumasi Farmers Cooperative
3275,3275,2021-07-30,Nakuru Farmers Cooperative
3276,3276,2024-06-29,Kumasi Farmers Cooperative
3277,3277,2023-01-15,Nakuru Farmers Cooperative
3278,3278,2017-07-30,Uyo Farmers Cooperative
3279,3279,2019-01-14,Kaduna Farmers Cooperative
3280,3280,2024-02-10,Enugu Farmers Cooperative
3281,3281,2021-11-30,Ibadan Farmers Cooperative
3282,3282,2022-03-26,Enugu Farmers Cooperative
3283,3283,2020-08-29,Benue Farmers Cooperative
3284,3284,2016-11-24,Ibadan Farmers Cooperative
3285,3285,2019-04-19,Enugu Farmers Cooperative
3286,3286,2023-03-16,Uyo Farmers Cooperative
3287,3287,2022-04-15,Enugu Farmers Cooperative
3288,3288,2015-04-28,
3289,3289,2016-06-13,Kaduna Farmers Cooperative
3290,3290,2019-11-23,
3291,3291,2022-11-15,
3292,3292,2023-03-17,Nakuru Farmers Cooperative
3293,3293,2017-12-18,Uyo Farmers Cooperative
3294,3294,2018-06-16,
3295,3295,2022-05-21,Uyo Farmers Cooperative
3296,3296,2016-05-11,
3297,3297,2020-06-15,Benue Farmers Cooperative
3298,3298,2018-11-30,
3299,3299,2024-09-19,
3300,3300,2021-04-11,Nakuru Farmers Cooperative
3301,3301,2024-09-08,Kumasi Farmers Cooperative
3302,3302,2021-01-18,
3303,3303,2016-07-11,
3304,3304,2023-08-23,Kaduna Farmers Cooperative
3305,3305,2017-10-18,Kaduna Farmers Cooperative
3306,3306,2018-07-19,Kumasi Farmers Cooperative
3307,3307,2026-02-10,Enugu Farmers Cooperative
3308,3308,2020-11-04,
3309,3309,2017-03-15,Nakuru Farmers Cooperative
3310,3310,2025-12-02,Nakuru Farmers Cooperative
3311,3311,2023-09-30,
3312,3312,2022-05-13,
3313,3313,2025-12-01,Enugu Farmers Cooperative
3314,3314,2021-06-08,
3315,3315,2018-06-18,
3316,3316,2024-09-09,
3317,3317,2020-04-06,Benue Farmers Cooperative
3318,3318,2020-04-24,
3319,3319,2023-09-15,
3320,3320,2021-01-14,Kaduna Farmers Cooperative
3321,3321,2021-04-26,Kaduna Farmers Cooperative
3322,3322,2018-02-14,Kaduna Farmers Cooperative
3323,3323,2022-02-12,
3324,3324,2016-07-02,
3325,3325,2021-01-26,Kumasi Farmers Cooperative
3326,3326,2016-05-24,Uyo Farmers Cooperative
3327,3327,2024-07-15,Enugu Farmers Cooperative
3328,3328,2019-06-21,Nakuru Farmers Cooperative
3329,3329,2017-02-01,Kumasi Farmers Cooperative
3330,3330,2016-12-06,
3331,3331,2020-06-14,Enugu Farmers Cooperative
3332,3332,2022-12-11,Nakuru Farmers Cooperative
3333,3333,2017-01-11,Enugu Farmers Cooperative
3334,3334,2025-06-24,Kumasi Farmers Cooperative
3335,3335,2018-01-02,
3336,3336,2023-10-24,Uyo Farmers Cooperative
3337,3337,2015-04-13,
3338,3338,2022-08-12,Kumasi Farmers Cooperative
3339,3339,2023-05-28,Nakuru Farmers Cooperative
3340,3340,2022-07-07,
3341,3341,2017-06-07,Enugu Farmers Cooperative
3342,3342,2019-05-18,
3343,3343,2023-05-10,Benue Farmers Cooperative
3344,3344,2024-11-19,
3345,3345,2025-12-06,
3346,3346,2024-05-29,Kaduna Farmers Cooperative
3347,3347,2024-09-13,Nakuru Farmers Cooperative
3348,3348,2022-11-06,Uyo Farmers Cooperative
3349,3349,2019-07-13,
3350,3350,2021-04-15,Uyo Farmers Cooperative
3351,3351,2023-11-16,
3352,3352,2026-02-24,Uyo Farmers Cooperative
3353,3353,2021-10-29,Kaduna Farmers Cooperative
3354,3354,2026-04-08,Ibadan Farmers Cooperative
3355,3355,2023-01-15,Ibadan Farmers Cooperative
3356,3356,2019-07-05,Nakuru Farmers Cooperative
3357,3357,2016-09-30,Enugu Farmers Cooperative
3358,3358,2016-07-15,Benue Farmers Cooperative
3359,3359,2021-03-13,
3360,3360,2025-01-28,
3361,3361,2020-02-21,Benue Farmers Cooperative
3362,3362,2019-07-10,Kumasi Farmers Cooperative
3363,3363,2020-06-02,
3364,3364,2019-05-12,
