loan_id,borrower_customer_id,borrower_supplier_id,principal_amount,status
1859,29717,,1456715.92,written_off
1860,5097,,2966963.36,active
1861,14945,,2312491.88,active
1862,14123,,3575284.39,active
1863,15794,,818307.47,active
1864,3626,,2436392.96,active
1865,34135,,3277168.41,repaid
1866,38950,,2460333.58,active
1867,6168,,1412315.93,active
1868,6590,,1602271.14,active
1869,22035,,4476401.34,repaid
1870,4099,,2310291.46,repaid
1871,2808,,2635306.66,defaulted
1872,25205,,164186.93,repaid
1873,27848,,329806.98,active
1874,3707,,1205442.59,active
1875,37462,,2970528.09,repaid
1876,14929,,1731566.09,repaid
1877,38045,,1455806.62,repaid
1878,39280,,2864568.46,active
1879,22413,,3230282.19,active
1880,21721,,3002810.45,written_off
1881,38439,,3682654.55,repaid
1882,9745,,3906640.88,active
1883,21015,,1064654.92,defaulted
1884,5554,,4981640.74,defaulted
1885,20264,,4976044.34,repaid
1886,18395,,3175729.18,active
1887,37084,,2052823.3,active
1888,10139,,1531288.59,repaid
1889,17103,,3613207.77,repaid
1890,19216,,3545959.07,defaulted
1891,17552,,2564573.34,repaid
1892,35643,,4540694.69,active
1893,23916,,190032.17,active
1894,38215,,2390884.86,active
1895,7483,,3788685.29,defaulted
1896,15581,,816083.93,repaid
1897,19139,,4789268.75,active
1898,24930,,2639866.18,active
1899,12242,,2248391.41,active
1900,33942,,2973367.2,active
1901,35921,,4122755.44,active
1902,5445,,678672.66,defaulted
1903,32700,,1605711.9,active
1904,10866,,1979507.56,active
1905,2004,,1961677.98,active
1906,35684,,604499.46,repaid
1907,3008,,3942969.2,repaid
1908,30080,,2370259.94,repaid
1909,19153,,1935834.01,active
1910,27715,,1727259.61,repaid
1911,36504,,4159015.98,repaid
1912,28273,,4678112.07,written_off
1913,8006,,1394480.28,repaid
1914,20040,,2134837.38,repaid
1915,26552,,1143459.41,active
1916,36714,,307408.6,defaulted
1917,32099,,2988366.02,active
1918,24655,,1836219.25,active
1919,3357,,179765.28,written_off
1920,29244,,1409231.16,active
1921,32209,,3352256.31,active
1922,32093,,1195698.12,defaulted
1923,8391,,1086663.38,repaid
1924,14720,,2576429.28,active
1925,249,,4660029.33,active
1926,38853,,2725463.45,active
1927,25975,,822143.98,repaid
1928,26325,,3571761.23,active
1929,38022,,1922872.13,active
1930,30962,,3111079.78,active
1931,20646,,238804.75,active
1932,4950,,2868983.96,repaid
1933,25465,,4420749.38,repaid
1934,20783,,2877515.56,active
1935,34081,,1831670.97,repaid
1936,1901,,472322.09,repaid
1937,20790,,1292053.99,repaid
1938,14589,,2030522.29,active
1939,18411,,3128918.4,active
1940,986,,4104157.27,active
1941,24360,,4581096.66,defaulted
1942,5637,,2256747.51,active
1943,32708,,3619533.94,active
1944,10692,,557046.98,active
1945,9207,,3769809.37,defaulted
1946,33643,,1508329.21,written_off
1947,16106,,610987.21,active
1948,3264,,2709181.17,active
1949,30943,,225163.14,defaulted
1950,15461,,1708173.12,active
1951,4418,,4257402.39,active
1952,7383,,709367.2,defaulted
1953,22470,,3785890.6,active
1954,28110,,4511896.46,active
1955,29444,,814119.58,repaid
1956,14961,,3582354.73,active
1957,11570,,950745.7,repaid
1958,12008,,3467177.31,active
1959,3027,,3869387.83,active
1960,20805,,4349502.93,active
1961,4626,,3307859.89,repaid
1962,786,,650961.53,repaid
1963,2231,,4794003.68,repaid
1964,22748,,3042876.36,active
1965,11989,,464876.26,active
1966,37576,,1206955.8,active
1967,22787,,2959528.22,written_off
1968,13286,,4390864.13,repaid
1969,29719,,4981436.86,active
1970,7910,,4388748.44,repaid
1971,32036,,4653560.36,active
1972,37691,,4871746.89,active
1973,109,,1410422.59,defaulted
1974,4918,,103299.96,active
1975,27988,,3501398.57,active
1976,3473,,168804.0,active
1977,19403,,1673644.19,active
1978,35273,,1407111.77,active
1979,36706,,297171.72,repaid
1980,30898,,3471374.88,active
1981,9121,,4023165.61,repaid
1982,36372,,3003379.26,active
1983,7917,,798654.33,active
1984,25579,,3728188.29,active
1985,31964,,3172167.23,active
1986,33007,,2919590.77,repaid
1987,7134,,1927313.91,active
1988,12130,,586872.44,active
1989,5274,,1299129.9,repaid
1990,6408,,2753974.62,repaid
1991,86,,1124633.31,active
1992,28690,,4244462.03,active
1993,6409,,2768248.96,repaid
1994,15861,,1365127.35,active
1995,24191,,3385989.94,active
1996,5744,,3590044.92,active
1997,1284,,4228258.81,active
1998,7998,,844112.78,active
1999,4377,,4551282.27,defaulted
2000,33293,,2343358.82,active
2001,7666,,343687.03,active
2002,23023,,3160277.01,active
2003,27302,,1219366.23,active
2004,9859,,1597826.65,repaid
2005,27917,,1322201.83,active
2006,27499,,1235702.62,defaulted
2007,2612,,1937044.27,repaid
2008,13107,,356110.33,active
2009,21467,,2177664.48,active
2010,13625,,534659.61,repaid
2011,33135,,3547125.7,repaid
2012,2090,,4388502.91,active
2013,14614,,2097801.77,repaid
2014,20494,,672068.07,defaulted
2015,34651,,2446388.57,active
2016,3795,,2068859.01,repaid
2017,14545,,739954.92,defaulted
2018,25189,,2901828.48,repaid
2019,21176,,3103409.98,repaid
2020,14329,,311901.73,repaid
2021,1311,,1039173.17,repaid
2022,3491,,2621084.68,active
2023,28403,,2981189.93,defaulted
2024,39026,,3939825.51,repaid
2025,3712,,1229337.78,active
2026,29494,,2029862.58,repaid
2027,39507,,3775697.47,active
2028,19126,,3665656.36,repaid
2029,15438,,4852624.78,repaid
2030,28038,,3837107.86,written_off
2031,1013,,4233055.53,active
2032,32699,,129669.45,repaid
2033,37954,,2298332.25,active
2034,30883,,181244.35,active
2035,37202,,2045556.68,active
2036,4410,,4974814.75,repaid
2037,25126,,2988697.29,repaid
2038,21987,,1558474.09,active
2039,18444,,3938203.87,active
2040,6314,,3153119.51,active
2041,2186,,4960193.96,active
2042,18132,,4891772.32,repaid
2043,32275,,4792736.8,repaid
2044,35545,,4832891.33,active
2045,28789,,732527.05,active
2046,38193,,4641898.06,repaid
2047,28158,,3205360.41,active
2048,5013,,2547755.63,active
2049,19356,,2155909.68,active
2050,3500,,445030.82,active
2051,11763,,3737326.36,active
2052,5598,,975762.09,active
2053,10327,,3503481.38,repaid
2054,5882,,3833815.69,active
2055,15685,,2946854.65,repaid
2056,35848,,4516466.21,repaid
2057,35633,,394192.73,repaid
2058,9579,,151094.87,repaid
2059,19117,,2552052.03,active
2060,39460,,3325479.74,defaulted
2061,23664,,4237226.25,active
2062,32544,,2432986.99,active
2063,24166,,4871502.87,active
2064,12000,,858641.46,defaulted
2065,6126,,1541966.14,active
2066,8091,,3958759.84,written_off
2067,14940,,2524131.09,repaid
2068,19901,,4297363.35,repaid
2069,16384,,4262724.07,repaid
2070,33911,,4058778.6,active
2071,39072,,1767070.42,active
2072,22981,,479386.42,active
2073,17095,,2653274.31,active
2074,10042,,345845.01,defaulted
2075,9530,,967163.86,repaid
2076,33392,,963584.39,active
2077,35869,,3836097.98,active
2078,38325,,2031139.42,repaid
2079,3659,,3413177.71,active
2080,34740,,4044862.87,repaid
2081,5579,,2312643.39,active
2082,2928,,3080609.0,repaid
2083,37819,,4675016.15,active
2084,18343,,285907.87,active
2085,16981,,4021732.68,repaid
2086,28924,,4893591.26,active
2087,7646,,4667574.13,active
2088,302,,4286828.32,defaulted
2089,26274,,2600592.44,repaid
2090,29788,,1574665.22,repaid
2091,7772,,443087.6,repaid
2092,26295,,4661271.93,active
2093,15270,,4122117.24,active
2094,22244,,3736050.02,active
2095,17713,,3078981.31,active
2096,28050,,643438.15,written_off
2097,8875,,4276427.8,repaid
2098,36107,,3746341.11,repaid
2099,39816,,1529093.08,active
2100,2682,,1157133.07,active
2101,20457,,786790.43,written_off
2102,12645,,4615453.94,written_off
2103,4560,,4398686.3,active
2104,18448,,3301085.87,repaid
2105,32041,,2945456.22,repaid
2106,35195,,4660369.45,active
2107,10787,,3044775.0,repaid
2108,6325,,3984289.9,active
2109,1959,,3794069.79,active
2110,30703,,4367258.6,active
2111,22836,,1640212.47,active
2112,32897,,4493525.15,defaulted
2113,13408,,1209132.09,repaid
2114,34481,,827636.64,defaulted
2115,35482,,3431176.19,repaid
2116,38139,,1281254.71,active
2117,36329,,2236499.55,repaid
2118,18115,,3561889.56,defaulted
2119,32329,,3083281.85,active
2120,28776,,1829841.32,active
2121,39212,,2060969.0,repaid
2122,37528,,644189.42,active
2123,29777,,4435668.07,repaid
2124,12933,,422809.92,active
2125,33111,,4231323.31,written_off
2126,28298,,227035.58,active
2127,15351,,3350350.94,defaulted
2128,11804,,3272304.42,active
2129,33677,,3853795.67,defaulted
2130,5031,,4281939.58,defaulted
2131,34670,,3788112.46,repaid
2132,13849,,184469.28,active
2133,15002,,3409598.15,repaid
2134,646,,1459268.2,active
2135,22005,,3096674.09,repaid
2136,27921,,3711597.6,active
2137,12879,,2196010.52,repaid
2138,29745,,1413123.7,active
2139,32167,,2269914.21,repaid
2140,36316,,1792963.75,repaid
2141,2861,,4038478.81,repaid
2142,18119,,3532242.85,repaid
2143,19783,,3117006.58,active
2144,13495,,4811887.5,active
2145,32741,,901558.02,repaid
2146,29591,,2600815.1,repaid
2147,33435,,1481708.22,written_off
2148,1055,,500807.49,repaid
2149,24130,,354794.28,active
2150,37305,,2453281.8,repaid
2151,18391,,3944452.82,active
2152,23965,,3538321.74,written_off
2153,2171,,875631.93,active
2154,6191,,692159.42,active
2155,10003,,2249346.32,active
2156,11169,,779647.7,written_off
2157,7515,,4205549.18,active
2158,28901,,4457983.07,active
2159,33020,,1230593.44,active
2160,16097,,2156999.08,active
2161,21321,,1537387.9,repaid
2162,10478,,2673147.46,active
2163,19478,,929143.77,active
2164,13893,,1027308.52,repaid
2165,5815,,2260864.76,active
2166,20596,,1958460.64,written_off
2167,1081,,1623229.97,repaid
2168,13684,,4967380.11,written_off
